localite,annee,mois,dni
gin_kissidougou,2007,5,3.422
gin_kissidougou,2007,6,3.9526
gin_kissidougou,2007,7,3.6756
gin_kissidougou,2007,8,3.3854
gin_kissidougou,2007,9,3.531
gin_kissidougou,2007,10,4.1433
gin_kissidougou,2007,11,4.8745
gin_kissidougou,2007,12,6.0665
gin_kissidougou,2008,1,6.1667
gin_kissidougou,2008,2,4.1471
gin_kissidougou,2008,3,3.5756
gin_kissidougou,2008,4,3.4619
gin_kissidougou,2008,5,4.0849
gin_kissidougou,2008,6,3.8452
gin_kissidougou,2008,7,3.7593
gin_kissidougou,2008,8,3.4465
gin_kissidougou,2008,9,3.6333
gin_kissidougou,2008,10,4.5501
gin_kissidougou,2008,11,5.3262
gin_kissidougou,2008,12,5.3123
gin_kissidougou,2009,1,4.8425
gin_kissidougou,2009,2,3.9919
gin_kissidougou,2009,3,2.8593
gin_kissidougou,2009,4,2.6558
gin_kissidougou,2009,5,3.9997
gin_kissidougou,2009,6,4.0793
gin_kissidougou,2009,7,3.5727
gin_kissidougou,2009,8,3.2497
gin_kissidougou,2009,9,3.5203
gin_kissidougou,2009,10,4.2736
gin_kissidougou,2009,11,5.3575
gin_kissidougou,2009,12,5.3864
gin_kissidougou,2010,1,5.3867
gin_kissidougou,2010,2,5.0464
gin_kissidougou,2010,3,2.812
gin_kissidougou,2010,4,2.82
gin_kissidougou,2010,5,3.735
gin_kissidougou,2010,6,3.4967
gin_kissidougou,2010,7,3.4316
gin_kissidougou,2010,8,3.4212
gin_kissidougou,2010,9,3.7059
gin_kissidougou,2010,10,3.93
gin_kissidougou,2010,11,4.6866
gin_kissidougou,2010,12,5.2129
gin_kissidougou,2011,1,4.6442
gin_kissidougou,2011,2,4.9175
gin_kissidougou,2011,3,3.9872
gin_kissidougou,2011,4,3.4676
gin_kissidougou,2011,5,4.2235
gin_kissidougou,2011,6,3.4329
gin_kissidougou,2011,7,2.9111
gin_kissidougou,2011,8,3.7604
gin_kissidougou,2011,9,4.0551
gin_kissidougou,2011,10,4.3557
gin_kissidougou,2011,11,5.1021
gin_kissidougou,2011,12,5.5801
gin_kissidougou,2012,1,5.6059
gin_kissidougou,2012,2,3.517
gin_kissidougou,2012,3,2.0525
gin_kissidougou,2012,4,2.9063
gin_kissidougou,2012,5,4.086
gin_kissidougou,2012,6,3.446
gin_kissidougou,2012,7,3.3284
gin_kissidougou,2012,8,3.6886
gin_kissidougou,2012,9,4.0981
gin_kissidougou,2012,10,4.0285
gin_kissidougou,2012,11,4.9862
gin_kissidougou,2012,12,5.6775
gin_kissidougou,2013,1,6.0623
gin_kissidougou,2013,2,5.4893
gin_kissidougou,2013,3,3.3464
gin_kissidougou,2013,4,3.5354
gin_kissidougou,2013,5,4.2396
gin_kissidougou,2013,6,3.7533
gin_kissidougou,2013,7,3.753
gin_kissidougou,2013,8,2.8945
gin_kissidougou,2013,9,4.3031
gin_kissidougou,2013,10,4.1965
gin_kissidougou,2013,11,5.8083
gin_kissidougou,2013,12,5.8865
gin_kissidougou,2014,1,5.3212
gin_kissidougou,2014,2,4.6146
gin_kissidougou,2014,3,2.9604
gin_kissidougou,2014,4,3.4881
gin_kissidougou,2014,5,4.1533
gin_kissidougou,2014,6,3.7221
gin_kissidougou,2014,7,3.7679
gin_kissidougou,2014,8,3.5561
gin_kissidougou,2014,9,3.4381
gin_kissidougou,2014,10,4.1449
gin_kissidougou,2014,11,4.4579
gin_kissidougou,2014,12,5.382
gin_kissidougou,2015,1,4.5395
gin_kissidougou,2015,2,4.9259
gin_kissidougou,2015,3,2.2769
gin_kissidougou,2015,4,3.0247
gin_kissidougou,2015,5,3.7402
gin_kissidougou,2015,6,3.104
gin_kissidougou,2015,7,3.5482
gin_kissidougou,2015,8,3.6465
gin_kissidougou,2015,9,3.543
gin_kissidougou,2015,10,4.4266
gin_kissidougou,2015,11,5.6252
gin_kissidougou,2015,12,4.6561
gin_kissidougou,2016,1,4.0964
gin_kissidougou,2016,2,4.0778
gin_kissidougou,2016,3,3.2256
gin_kissidougou,2016,4,3.4303
gin_kissidougou,2016,5,3.9954
gin_kissidougou,2016,6,3.9223
gin_kissidougou,2016,7,3.0575
gin_kissidougou,2016,8,3.2847
gin_kissidougou,2016,9,3.5338
gin_kissidougou,2016,10,4.1783
gin_kissidougou,2016,11,4.8242
gin_kissidougou,2016,12,5.3667
gin_kissidougou,2017,1,6.2223
gin_kissidougou,2017,2,4.124
gin_kissidougou,2017,3,4.0055
gin_kissidougou,2017,4,3.3528
gin_kissidougou,2017,5,3.8134
gin_kissidougou,2017,6,3.4708
gin_kissidougou,2017,7,3.6036
gin_kissidougou,2017,8,3.3195
gin_kissidougou,2017,9,3.987
gin_kissidougou,2017,10,4.5222
gin_kissidougou,2017,11,4.657
gin_kissidougou,2017,12,4.8857
gin_kissidougou,2018,1,4.5425
gin_kissidougou,2018,2,4.173
gin_kissidougou,2018,3,4.0404
gin_kissidougou,2018,4,3.0066
gin_kissidougou,2018,5,3.989
gin_kissidougou,2018,6,3.2095
gin_kissidougou,2018,7,3.5161
gin_kissidougou,2018,8,3.4724
gin_kissidougou,2018,9,3.8866
gin_kissidougou,2018,10,4.2594
gin_kissidougou,2018,11,4.7178
gin_kissidougou,2018,12,6.7915
gin_kissidougou,2019,1,6.3815
gin_kissidougou,2019,2,4.6952
gin_kissidougou,2019,3,3.2743
gin_kissidougou,2019,4,3.3715
gin_kissidougou,2019,5,3.7335
gin_kissidougou,2019,6,4.0296
gin_kissidougou,2019,7,3.4797
gin_kissidougou,2019,8,3.6676
gin_kissidougou,2019,9,3.2447
gin_kissidougou,2019,10,4.6911
gin_kissidougou,2019,11,5.9195
gin_kissidougou,2019,12,7.3206
gin_kissidougou,2020,1,5.1602
gin_kissidougou,2020,2,5.0421
gin_kissidougou,2020,3,3.392
gin_kissidougou,2020,4,3.212
gin_kissidougou,2020,5,3.8251
gin_kissidougou,2020,6,4.0602
gin_kissidougou,2020,7,3.2705
gin_kissidougou,2020,8,2.706
gin_kissidougou,2020,9,4.1174
gin_kissidougou,2020,10,5.213
gin_kissidougou,2020,11,6.5631
gin_kissidougou,2020,12,6.2229
gin_kissidougou,2021,1,5.8985
gin_kissidougou,2021,2,4.5895
gin_kissidougou,2021,3,3.8186
gin_kissidougou,2021,4,4.2198
gin_kissidougou,2021,5,4.1228
gin_kissidougou,2021,6,3.7134
gin_kissidougou,2021,7,3.0146
gin_kissidougou,2021,8,3.3146
gin_kissidougou,2021,9,3.8413
gin_kissidougou,2021,10,4.7333
gin_kissidougou,2021,11,6.1827
gin_kissidougou,2021,12,5.6193
gin_kissidougou,2022,1,5.8476
gin_kissidougou,2022,2,4.9225
gin_kissidougou,2022,3,3.9478
gin_kissidougou,2022,4,3.9928
gin_kissidougou,2022,5,3.5405
gin_kissidougou,2022,6,3.826
gin_kissidougou,2022,7,3.4181
gin_kissidougou,2022,8,3.8639
gin_kissidougou,2022,9,3.6899
gin_kissidougou,2022,10,4.0168
gin_kissidougou,2022,11,5.1381
gin_kissidougou,2022,12,6.0021
gin_kissidougou,2023,1,6.2119
gin_kissidougou,2023,2,5.0225
gin_kissidougou,2023,3,4.6403
gin_kissidougou,2023,4,4.2496
gin_kissidougou,2023,5,3.7689
gin_kissidougou,2023,6,3.0096
gin_kissidougou,2023,7,3.9171
gin_kissidougou,2023,8,3.0446
gin_kissidougou,2023,9,4.0419
gin_kissidougou,2023,10,3.673
gin_kissidougou,2023,11,4.7667
gin_kissidougou,2023,12,6.2462
gin_koubia,2004,2,5.4488
gin_koubia,2004,3,4.9265
gin_koubia,2004,4,3.7936
gin_koubia,2004,5,4.6567
gin_koubia,2004,6,4.3279
gin_koubia,2004,7,4.0441
gin_koubia,2004,8,4.2154
gin_koubia,2004,9,4.3252
gin_koubia,2004,10,5.4467
gin_koubia,2004,11,5.8349
gin_koubia,2004,12,5.4779
gin_koubia,2005,1,5.3121
gin_koubia,2005,2,5.296
gin_koubia,2005,3,6.1025
gin_koubia,2005,4,4.6842
gin_koubia,2005,5,3.7509
gin_koubia,2005,6,3.9008
gin_koubia,2005,7,4.876
gin_koubia,2005,8,4.5419
gin_koubia,2005,9,4.899
gin_koubia,2005,10,4.8092
gin_koubia,2005,11,5.9768
gin_koubia,2005,12,6.6836
gin_koubia,2006,1,6.8725
gin_koubia,2006,2,6.891
gin_koubia,2006,3,5.9716
gin_koubia,2006,4,3.9497
gin_koubia,2006,5,4.6141
gin_koubia,2006,6,4.1198
gin_koubia,2006,7,4.5845
gin_koubia,2006,8,4.1953
gin_koubia,2006,9,3.9044
gin_koubia,2006,10,4.8169
gin_koubia,2006,11,7.5272
gin_koubia,2006,12,7.0099
gin_koubia,2007,1,6.2715
gin_koubia,2007,2,6.9724
gin_koubia,2007,3,5.605
gin_koubia,2007,4,4.6133
gin_koubia,2007,5,3.8442
gin_koubia,2007,6,4.0856
gin_koubia,2007,7,4.0928
gin_koubia,2007,8,3.9011
gin_koubia,2007,9,4.4924
gin_koubia,2007,10,4.8962
gin_koubia,2007,11,5.8233
gin_koubia,2007,12,7.4662
gin_koubia,2008,1,7.3037
gin_koubia,2008,2,6.3601
gin_koubia,2008,3,6.4147
gin_koubia,2008,4,4.2521
gin_koubia,2008,5,3.8874
gin_koubia,2008,6,4.4542
gin_koubia,2008,7,4.0908
gin_koubia,2008,8,4.0835
gin_koubia,2008,9,3.9952
gin_koubia,2008,10,3.8237
gin_koubia,2008,11,6.8118
gin_koubia,2008,12,6.5419
gin_koubia,2009,1,6.6768
gin_koubia,2009,2,6.3902
gin_koubia,2009,3,6.1441
gin_koubia,2009,4,4.4352
gin_koubia,2009,5,4.6059
gin_koubia,2009,6,3.8105
gin_koubia,2009,7,4.5107
gin_koubia,2009,8,4.1657
gin_koubia,2009,9,4.3226
gin_koubia,2009,10,5.7327
gin_koubia,2009,11,5.9995
gin_koubia,2009,12,6.1334
gin_koubia,2010,1,7.3772
gin_koubia,2010,2,6.7739
gin_koubia,2010,3,4.8994
gin_koubia,2010,4,3.9876
gin_koubia,2010,5,3.2058
gin_koubia,2010,6,4.1558
gin_koubia,2010,7,4.1111
gin_koubia,2010,8,4.1406
gin_koubia,2010,9,4.6937
gin_koubia,2010,10,4.5432
gin_koubia,2010,11,6.5214
gin_koubia,2010,12,6.9773
gin_koubia,2011,1,5.9865
gin_koubia,2011,2,7.5212
gin_koubia,2011,3,6.1187
gin_koubia,2011,4,4.4659
gin_koubia,2011,5,4.053
gin_koubia,2011,6,3.6458
gin_koubia,2011,7,4.0872
gin_koubia,2011,8,4.7983
gin_koubia,2011,9,5.0186
gin_koubia,2011,10,5.112
gin_koubia,2011,11,6.8029
gin_koubia,2011,12,7.1116
gin_koubia,2012,1,7.2168
gin_koubia,2012,2,5.2081
gin_koubia,2012,3,4.6
gin_koubia,2012,4,3.9131
gin_koubia,2012,5,4.2426
gin_koubia,2012,6,3.9511
gin_koubia,2012,7,4.2452
gin_koubia,2012,8,4.3574
gin_koubia,2012,9,4.4622
gin_koubia,2012,10,4.5672
gin_koubia,2012,11,6.0283
gin_koubia,2012,12,6.5563
gin_koubia,2013,1,6.6656
gin_koubia,2013,2,7.8697
gin_koubia,2013,3,7.019
gin_koubia,2013,4,5.5284
gin_koubia,2013,5,4.686
gin_koubia,2013,6,3.8947
gin_koubia,2013,7,4.658
gin_koubia,2013,8,3.7463
gin_koubia,2013,9,4.6037
gin_koubia,2013,10,4.9029
gin_koubia,2013,11,6.5086
gin_koubia,2013,12,6.7788
gin_koubia,2014,1,6.9953
gin_koubia,2014,2,7.3975
gin_koubia,2014,3,6.8338
gin_koubia,2014,4,5.4503
gin_koubia,2014,5,3.7802
gin_koubia,2014,6,4.3311
gin_koubia,2014,7,4.5697
gin_koubia,2014,8,4.1488
gin_koubia,2014,9,4.7259
gin_koubia,2014,10,5.1585
gin_koubia,2014,11,5.128
gin_koubia,2014,12,5.5844
gin_koubia,2015,1,5.8549
gin_koubia,2015,2,7.2072
gin_koubia,2015,3,5.6594
gin_koubia,2015,4,3.9309
gin_koubia,2015,5,3.7971
gin_koubia,2015,6,4.1222
gin_koubia,2015,7,3.7791
gin_koubia,2015,8,4.4884
gin_koubia,2015,9,4.3798
gin_koubia,2015,10,4.3241
gin_koubia,2015,11,6.172
gin_koubia,2015,12,4.7989
gin_koubia,2016,1,4.7699
gin_koubia,2016,2,6.0066
gin_koubia,2016,3,6.6946
gin_koubia,2016,4,4.4967
gin_koubia,2016,5,4.3202
gin_koubia,2016,6,4.3915
gin_koubia,2016,7,4.0459
gin_koubia,2016,8,4.1128
gin_koubia,2016,9,4.2392
gin_koubia,2016,10,5.1661
gin_koubia,2016,11,5.5176
gin_koubia,2016,12,6.0778
gin_koubia,2017,1,7.791
gin_koubia,2017,2,6.2581
gin_koubia,2017,3,6.2803
gin_koubia,2017,4,5.0356
gin_koubia,2017,5,3.8576
gin_koubia,2017,6,4.5763
gin_koubia,2017,7,4.3327
gin_koubia,2017,8,4.254
gin_koubia,2017,9,5.0585
gin_koubia,2017,10,5.8228
gin_koubia,2017,11,5.5961
gin_koubia,2017,12,6.0772
gin_koubia,2018,1,6.3036
gin_koubia,2018,2,5.7016
gin_koubia,2018,3,6.4836
gin_koubia,2018,4,4.9176
gin_koubia,2018,5,5.1151
gin_koubia,2018,6,3.6606
gin_koubia,2018,7,3.766
gin_koubia,2018,8,3.3775
gin_koubia,2018,9,4.0464
gin_koubia,2018,10,4.544
gin_koubia,2018,11,5.6793
gin_koubia,2018,12,7.5566
gin_koubia,2019,1,7.4114
gin_koubia,2019,2,6.5575
gin_koubia,2019,3,6.2263
gin_koubia,2019,4,5.1042
gin_koubia,2019,5,4.8512
gin_koubia,2019,6,4.7066
gin_koubia,2019,7,4.066
gin_koubia,2019,8,3.7926
gin_koubia,2019,9,4.6562
gin_koubia,2019,10,5.5872
gin_koubia,2019,11,7.1109
gin_koubia,2019,12,8.1806
gin_koubia,2020,1,6.1357
gin_koubia,2020,2,7.1973
gin_koubia,2020,3,6.5287
gin_koubia,2020,4,4.7318
gin_koubia,2020,5,3.8545
gin_koubia,2020,6,4.2869
gin_koubia,2020,7,3.5603
gin_koubia,2020,8,3.5802
gin_koubia,2020,9,4.7742
gin_koubia,2020,10,6.782
gin_koubia,2020,11,7.6638
gin_koubia,2020,12,7.6642
gin_koubia,2021,1,7.2389
gin_koubia,2021,2,6.3342
gin_koubia,2021,3,6.2798
gin_koubia,2021,4,6.1502
gin_koubia,2021,5,4.7064
gin_koubia,2021,6,4.4766
gin_koubia,2021,7,4.2536
gin_koubia,2021,8,3.6968
gin_koubia,2021,9,4.937
gin_koubia,2021,10,4.2869
gin_koubia,2021,11,6.1935
gin_koubia,2021,12,6.0805
gin_koubia,2022,1,6.9955
gin_koubia,2022,2,6.9195
gin_koubia,2022,3,5.8722
gin_koubia,2022,4,5.8178
gin_koubia,2022,5,4.5593
gin_koubia,2022,6,4.2905
gin_koubia,2022,7,3.5944
gin_koubia,2022,8,4.1072
gin_koubia,2022,9,4.1772
gin_koubia,2022,10,4.3293
gin_koubia,2022,11,5.3645
gin_koubia,2022,12,6.1756
gin_koubia,2023,1,7.5074
gin_koubia,2023,2,6.3457
gin_koubia,2023,3,7.2219
gin_koubia,2023,4,6.7053
gin_koubia,2023,5,3.6345
gin_koubia,2023,6,4.1601
gin_koubia,2023,7,4.7441
gin_koubia,2023,8,3.8678
gin_koubia,2023,9,4.8722
gin_koubia,2023,10,4.2757
gin_koubia,2023,11,6.5935
gin_koubia,2023,12,6.8114
gin_koundara,2004,2,4.5918
gin_koundara,2004,3,4.2148
gin_koundara,2004,4,4.2193
gin_koundara,2004,5,4.2942
gin_koundara,2004,6,3.6968
gin_koundara,2004,7,3.4558
gin_koundara,2004,8,4.3729
gin_koundara,2004,9,3.9427
gin_koundara,2004,10,4.5207
gin_koundara,2004,11,4.5876
gin_koundara,2004,12,4.6811
gin_koundara,2005,1,4.3498
gin_koundara,2005,2,4.5996
gin_koundara,2005,3,5.8291
gin_koundara,2005,4,4.3506
gin_koundara,2005,5,3.0979
gin_koundara,2005,6,3.4633
gin_koundara,2005,7,4.4798
gin_koundara,2005,8,3.9542
gin_koundara,2005,9,4.2621
gin_koundara,2005,10,4.246
gin_koundara,2005,11,5.0783
gin_koundara,2005,12,5.2224
gin_koundara,2006,1,5.8933
gin_koundara,2006,2,6.4098
gin_koundara,2006,3,5.0499
gin_koundara,2006,4,4.5556
gin_koundara,2006,5,4.5718
gin_koundara,2006,6,3.604
gin_koundara,2006,7,3.9605
gin_koundara,2006,8,4.1157
gin_koundara,2006,9,4.3115
gin_koundara,2006,10,4.4358
gin_koundara,2006,11,5.8658
gin_koundara,2006,12,5.744
gin_koundara,2007,1,5.1651
gin_koundara,2007,2,5.8549
gin_koundara,2007,3,4.7799
gin_koundara,2007,4,4.7285
gin_koundara,2007,5,3.2133
gin_koundara,2007,6,3.6801
gin_koundara,2007,7,3.649
gin_koundara,2007,8,3.2746
gin_koundara,2007,9,4.1453
gin_koundara,2007,10,4.8969
gin_koundara,2007,11,4.9357
gin_koundara,2007,12,6.1544
gin_koundara,2008,1,6.4184
gin_koundara,2008,2,5.3201
gin_koundara,2008,3,5.6659
gin_koundara,2008,4,3.9997
gin_koundara,2008,5,3.083
gin_koundara,2008,6,3.6075
gin_koundara,2008,7,4.1565
gin_koundara,2008,8,3.8088
gin_koundara,2008,9,4.0888
gin_koundara,2008,10,4.0116
gin_koundara,2008,11,5.2312
gin_koundara,2008,12,5.4414
gin_koundara,2009,1,6.34
gin_koundara,2009,2,5.7021
gin_koundara,2009,3,5.831
gin_koundara,2009,4,4.9129
gin_koundara,2009,5,4.0288
gin_koundara,2009,6,3.0284
gin_koundara,2009,7,3.8412
gin_koundara,2009,8,4.0005
gin_koundara,2009,9,4.2006
gin_koundara,2009,10,4.5565
gin_koundara,2009,11,5.2166
gin_koundara,2009,12,4.9371
gin_koundara,2010,1,6.1438
gin_koundara,2010,2,6.1011
gin_koundara,2010,3,4.2605
gin_koundara,2010,4,3.6426
gin_koundara,2010,5,3.0047
gin_koundara,2010,6,3.5956
gin_koundara,2010,7,3.4065
gin_koundara,2010,8,3.8663
gin_koundara,2010,9,4.0791
gin_koundara,2010,10,4.384
gin_koundara,2010,11,5.7753
gin_koundara,2010,12,5.5184
gin_koundara,2011,1,4.4541
gin_koundara,2011,2,6.619
gin_koundara,2011,3,5.9318
gin_koundara,2011,4,3.9978
gin_koundara,2011,5,3.7643
gin_koundara,2011,6,2.9508
gin_koundara,2011,7,3.6192
gin_koundara,2011,8,3.8105
gin_koundara,2011,9,4.6675
gin_koundara,2011,10,4.1964
gin_koundara,2011,11,5.3118
gin_koundara,2011,12,5.6029
gin_koundara,2012,1,5.878
gin_koundara,2012,2,4.2206
gin_koundara,2012,3,3.809
gin_koundara,2012,4,4.0462
gin_koundara,2012,5,3.5189
gin_koundara,2012,6,3.5862
gin_koundara,2012,7,3.691
gin_koundara,2012,8,3.9133
gin_koundara,2012,9,4.353
gin_koundara,2012,10,4.8039
gin_koundara,2012,11,5.4281
gin_koundara,2012,12,5.5392
gin_koundara,2013,1,5.5341
gin_koundara,2013,2,6.7358
gin_koundara,2013,3,6.5053
gin_koundara,2013,4,5.4061
gin_koundara,2013,5,4.092
gin_koundara,2013,6,3.5032
gin_koundara,2013,7,4.3401
gin_koundara,2013,8,3.8694
gin_koundara,2013,9,3.9491
gin_koundara,2013,10,4.5788
gin_koundara,2013,11,5.2056
gin_koundara,2013,12,5.5556
gin_koundara,2014,1,6.0522
gin_koundara,2014,2,6.3981
gin_koundara,2014,3,6.1108
gin_koundara,2014,4,5.3035
gin_koundara,2014,5,3.8437
gin_koundara,2014,6,3.6683
gin_koundara,2014,7,3.5514
gin_koundara,2014,8,3.7188
gin_koundara,2014,9,4.0382
gin_koundara,2014,10,4.3984
gin_koundara,2014,11,4.5731
gin_koundara,2014,12,4.147
gin_koundara,2015,1,4.2652
gin_koundara,2015,2,6.412
gin_koundara,2015,3,4.9354
gin_koundara,2015,4,4.0633
gin_koundara,2015,5,3.1504
gin_koundara,2015,6,3.2319
gin_koundara,2015,7,3.5697
gin_koundara,2015,8,3.7769
gin_koundara,2015,9,4.1336
gin_koundara,2015,10,4.1376
gin_koundara,2015,11,5.2703
gin_koundara,2015,12,3.865
gin_koundara,2016,1,4.793
gin_koundara,2016,2,4.962
gin_koundara,2016,3,6.0495
gin_koundara,2016,4,4.7632
gin_koundara,2016,5,3.712
gin_koundara,2016,6,3.8941
gin_koundara,2016,7,3.3118
gin_koundara,2016,8,3.8724
gin_koundara,2016,9,4.2406
gin_koundara,2016,10,4.4092
gin_koundara,2016,11,4.6085
gin_koundara,2016,12,4.6655
gin_koundara,2017,1,6.751
gin_koundara,2017,2,5.2769
gin_koundara,2017,3,5.2378
gin_koundara,2017,4,4.7205
gin_koundara,2017,5,3.3082
gin_koundara,2017,6,3.6422
gin_koundara,2017,7,3.6477
gin_koundara,2017,8,3.6233
gin_koundara,2017,9,4.0584
gin_koundara,2017,10,4.6246
gin_koundara,2017,11,4.4698
gin_koundara,2017,12,4.7027
gin_koundara,2018,1,5.172
gin_koundara,2018,2,5.1577
gin_koundara,2018,3,5.5513
gin_koundara,2018,4,4.8763
gin_koundara,2018,5,4.5789
gin_koundara,2018,6,2.9735
gin_koundara,2018,7,3.4292
gin_koundara,2018,8,3.4446
gin_koundara,2018,9,3.329
gin_koundara,2018,10,4.0221
gin_koundara,2018,11,4.2674
gin_koundara,2018,12,6.416
gin_koundara,2019,1,6.1143
gin_koundara,2019,2,5.3744
gin_koundara,2019,3,5.6206
gin_koundara,2019,4,5.4292
gin_koundara,2019,5,4.3793
gin_koundara,2019,6,4.3216
gin_koundara,2019,7,3.4119
gin_koundara,2019,8,3.1678
gin_koundara,2019,9,4.1164
gin_koundara,2019,10,4.7358
gin_koundara,2019,11,5.6694
gin_koundara,2019,12,6.7791
gin_koundara,2020,1,4.9245
gin_koundara,2020,2,6.1214
gin_koundara,2020,3,6.0763
gin_koundara,2020,4,4.4552
gin_koundara,2020,5,4.0395
gin_koundara,2020,6,2.9884
gin_koundara,2020,7,3.3538
gin_koundara,2020,8,3.9128
gin_koundara,2020,9,4.221
gin_koundara,2020,10,5.589
gin_koundara,2020,11,6.7178
gin_koundara,2020,12,6.6317
gin_koundara,2021,1,5.8974
gin_koundara,2021,2,5.2975
gin_koundara,2021,3,5.6332
gin_koundara,2021,4,5.8098
gin_koundara,2021,5,4.1212
gin_koundara,2021,6,3.6443
gin_koundara,2021,7,3.5619
gin_koundara,2021,8,3.4103
gin_koundara,2021,9,4.7516
gin_koundara,2021,10,3.5348
gin_koundara,2021,11,4.6505
gin_koundara,2021,12,4.484
gin_koundara,2022,1,5.5349
gin_koundara,2022,2,5.5978
gin_koundara,2022,3,4.899
gin_koundara,2022,4,5.1151
gin_koundara,2022,5,4.2896
gin_koundara,2022,6,3.7064
gin_koundara,2022,7,3.5913
gin_koundara,2022,8,3.591
gin_koundara,2022,9,4.2991
gin_koundara,2022,10,3.8193
gin_koundara,2022,11,4.3296
gin_koundara,2022,12,4.7001
gin_koundara,2023,1,6.0145
gin_koundara,2023,2,5.456
gin_koundara,2023,3,6.6743
gin_koundara,2023,4,5.8897
gin_koundara,2023,5,3.9331
gin_koundara,2023,6,4.2389
gin_koundara,2023,7,4.6592
gin_koundara,2023,8,3.8302
gin_koundara,2023,9,4.4873
gin_koundara,2023,10,3.9569
gin_koundara,2023,11,5.7894
gin_koundara,2023,12,5.2385
gin_kouroussa,2004,2,4.393
gin_kouroussa,2004,3,3.3609
gin_kouroussa,2004,4,2.9193
gin_kouroussa,2004,5,4.6527
gin_kouroussa,2004,6,3.9657
gin_kouroussa,2004,7,4.2631
gin_kouroussa,2004,8,4.3637
gin_kouroussa,2004,9,4.4676
gin_kouroussa,2004,10,5.8373
gin_kouroussa,2004,11,5.6917
gin_kouroussa,2004,12,4.8477
gin_kouroussa,2005,1,4.7196
gin_kouroussa,2005,2,4.3265
gin_kouroussa,2005,3,4.087
gin_kouroussa,2005,4,3.923
gin_kouroussa,2005,5,4.3491
gin_kouroussa,2005,6,3.925
gin_kouroussa,2005,7,4.1617
gin_kouroussa,2005,8,4.1131
gin_kouroussa,2005,9,4.7026
gin_kouroussa,2005,10,4.9568
gin_kouroussa,2005,11,5.1686
gin_kouroussa,2005,12,6.3881
gin_kouroussa,2006,1,6.4338
gin_kouroussa,2006,2,5.6128
gin_kouroussa,2006,3,3.7334
gin_kouroussa,2006,4,3.8627
gin_kouroussa,2006,5,4.2559
gin_kouroussa,2006,6,4.1098
gin_kouroussa,2006,7,4.7745
gin_kouroussa,2006,8,3.9534
gin_kouroussa,2006,9,4.7784
gin_kouroussa,2006,10,5.3927
gin_kouroussa,2006,11,6.7826
gin_kouroussa,2006,12,6.1479
gin_kouroussa,2007,1,4.9687
gin_kouroussa,2007,2,5.5999
gin_kouroussa,2007,3,3.9539
gin_kouroussa,2007,4,3.3467
gin_kouroussa,2007,5,3.9034
gin_kouroussa,2007,6,4.2494
gin_kouroussa,2007,7,4.208
gin_kouroussa,2007,8,3.9809
gin_kouroussa,2007,9,4.6908
gin_kouroussa,2007,10,5.0524
gin_kouroussa,2007,11,5.3314
gin_kouroussa,2007,12,6.7046
gin_kouroussa,2008,1,6.662
gin_kouroussa,2008,2,5.1398
gin_kouroussa,2008,3,4.8387
gin_kouroussa,2008,4,3.4869
gin_kouroussa,2008,5,4.5379
gin_kouroussa,2008,6,4.6457
gin_kouroussa,2008,7,4.1941
gin_kouroussa,2008,8,4.3567
gin_kouroussa,2008,9,4.5722
gin_kouroussa,2008,10,4.3998
gin_kouroussa,2008,11,6.3394
gin_kouroussa,2008,12,6.0362
gin_kouroussa,2009,1,5.8171
gin_kouroussa,2009,2,4.9156
gin_kouroussa,2009,3,3.6601
gin_kouroussa,2009,4,3.2757
gin_kouroussa,2009,5,4.2778
gin_kouroussa,2009,6,4.7974
gin_kouroussa,2009,7,3.9743
gin_kouroussa,2009,8,4.3975
gin_kouroussa,2009,9,4.1876
gin_kouroussa,2009,10,4.9811
gin_kouroussa,2009,11,5.8988
gin_kouroussa,2009,12,6.2115
gin_kouroussa,2010,1,6.7643
gin_kouroussa,2010,2,6.2463
gin_kouroussa,2010,3,3.7164
gin_kouroussa,2010,4,2.9461
gin_kouroussa,2010,5,3.6925
gin_kouroussa,2010,6,3.9141
gin_kouroussa,2010,7,4.1349
gin_kouroussa,2010,8,4.0538
gin_kouroussa,2010,9,4.7184
gin_kouroussa,2010,10,5.0348
gin_kouroussa,2010,11,5.9811
gin_kouroussa,2010,12,6.4132
gin_kouroussa,2011,1,5.8227
gin_kouroussa,2011,2,6.7652
gin_kouroussa,2011,3,4.2897
gin_kouroussa,2011,4,3.8703
gin_kouroussa,2011,5,3.9134
gin_kouroussa,2011,6,3.9255
gin_kouroussa,2011,7,4.0144
gin_kouroussa,2011,8,4.3128
gin_kouroussa,2011,9,5.0569
gin_kouroussa,2011,10,4.7302
gin_kouroussa,2011,11,6.4408
gin_kouroussa,2011,12,6.161
gin_kouroussa,2012,1,6.7077
gin_kouroussa,2012,2,4.581
gin_kouroussa,2012,3,3.2303
gin_kouroussa,2012,4,3.1205
gin_kouroussa,2012,5,4.1768
gin_kouroussa,2012,6,3.7561
gin_kouroussa,2012,7,3.8462
gin_kouroussa,2012,8,4.4899
gin_kouroussa,2012,9,4.7096
gin_kouroussa,2012,10,4.9306
gin_kouroussa,2012,11,5.9621
gin_kouroussa,2012,12,6.0304
gin_kouroussa,2013,1,6.6348
gin_kouroussa,2013,2,6.8891
gin_kouroussa,2013,3,4.9513
gin_kouroussa,2013,4,4.1528
gin_kouroussa,2013,5,4.7687
