localite,annee,mois,dni
gin_dinguiraye,2015,10,5.0105
gin_dinguiraye,2015,11,6.0479
gin_dinguiraye,2015,12,4.2903
gin_dinguiraye,2016,1,4.2382
gin_dinguiraye,2016,2,5.3499
gin_dinguiraye,2016,3,5.9935
gin_dinguiraye,2016,4,3.7665
gin_dinguiraye,2016,5,4.399
gin_dinguiraye,2016,6,4.1629
gin_dinguiraye,2016,7,3.9175
gin_dinguiraye,2016,8,3.9466
gin_dinguiraye,2016,9,4.4177
gin_dinguiraye,2016,10,4.9959
gin_dinguiraye,2016,11,5.2784
gin_dinguiraye,2016,12,5.6476
gin_dinguiraye,2017,1,7.3719
gin_dinguiraye,2017,2,5.4952
gin_dinguiraye,2017,3,5.3944
gin_dinguiraye,2017,4,4.4087
gin_dinguiraye,2017,5,3.7524
gin_dinguiraye,2017,6,4.1968
gin_dinguiraye,2017,7,4.5174
gin_dinguiraye,2017,8,3.9376
gin_dinguiraye,2017,9,4.7147
gin_dinguiraye,2017,10,5.3739
gin_dinguiraye,2017,11,5.2758
gin_dinguiraye,2017,12,5.6981
gin_dinguiraye,2018,1,5.6126
gin_dinguiraye,2018,2,5.3905
gin_dinguiraye,2018,3,5.7118
gin_dinguiraye,2018,4,4.4527
gin_dinguiraye,2018,5,4.9429
gin_dinguiraye,2018,6,3.6097
gin_dinguiraye,2018,7,4.2957
gin_dinguiraye,2018,8,3.8572
gin_dinguiraye,2018,9,4.0741
gin_dinguiraye,2018,10,4.6434
gin_dinguiraye,2018,11,5.4624
gin_dinguiraye,2018,12,7.3719
gin_dinguiraye,2019,1,7.1432
gin_dinguiraye,2019,2,6.0181
gin_dinguiraye,2019,3,5.4268
gin_dinguiraye,2019,4,4.3195
gin_dinguiraye,2019,5,4.7144
gin_dinguiraye,2019,6,4.7021
gin_dinguiraye,2019,7,4.9448
gin_dinguiraye,2019,8,4.5364
gin_dinguiraye,2019,9,4.39
gin_dinguiraye,2019,10,5.3158
gin_dinguiraye,2019,11,6.9369
gin_dinguiraye,2019,12,7.8998
gin_dinguiraye,2020,1,5.422
gin_dinguiraye,2020,2,6.6251
gin_dinguiraye,2020,3,5.6569
gin_dinguiraye,2020,4,3.814
gin_dinguiraye,2020,5,3.8656
gin_dinguiraye,2020,6,4.1313
gin_dinguiraye,2020,7,3.7033
gin_dinguiraye,2020,8,3.9047
gin_dinguiraye,2020,9,4.541
gin_dinguiraye,2020,10,6.6079
gin_dinguiraye,2020,11,7.4937
gin_dinguiraye,2020,12,7.5253
gin_dinguiraye,2021,1,6.9599
gin_dinguiraye,2021,2,5.9432
gin_dinguiraye,2021,3,5.4456
gin_dinguiraye,2021,4,5.3056
gin_dinguiraye,2021,5,4.301
gin_dinguiraye,2021,6,4.2582
gin_dinguiraye,2021,7,4.1793
gin_dinguiraye,2021,8,3.79
gin_dinguiraye,2021,9,4.6125
gin_dinguiraye,2021,10,4.5141
gin_dinguiraye,2021,11,5.7838
gin_dinguiraye,2021,12,5.8327
gin_dinguiraye,2022,1,6.6081
gin_dinguiraye,2022,2,6.1559
gin_dinguiraye,2022,3,5.0177
gin_dinguiraye,2022,4,5.3647
gin_dinguiraye,2022,5,4.1927
gin_dinguiraye,2022,6,4.243
gin_dinguiraye,2022,7,3.891
gin_dinguiraye,2022,8,4.0545
gin_dinguiraye,2022,9,4.2017
gin_dinguiraye,2022,10,4.3976
gin_dinguiraye,2022,11,5.1235
gin_dinguiraye,2022,12,5.805
gin_dinguiraye,2023,1,7.0895
gin_dinguiraye,2023,2,6.234
gin_dinguiraye,2023,3,6.4712
gin_dinguiraye,2023,4,6.0756
gin_dinguiraye,2023,5,3.7394
gin_dinguiraye,2023,6,4.2595
gin_dinguiraye,2023,7,4.9256
gin_dinguiraye,2023,8,3.5638
gin_dinguiraye,2023,9,5.0236
gin_dinguiraye,2023,10,3.7759
gin_dinguiraye,2023,11,5.7157
gin_dinguiraye,2023,12,6.1038
gin_dubreka,2004,2,4.0384
gin_dubreka,2004,3,3.2466
gin_dubreka,2004,4,2.7382
gin_dubreka,2004,5,2.9849
gin_dubreka,2004,6,2.5571
gin_dubreka,2004,7,2.6238
gin_dubreka,2004,8,2.303
gin_dubreka,2004,9,3.5351
gin_dubreka,2004,10,3.8252
gin_dubreka,2004,11,4.69
gin_dubreka,2004,12,4.0814
gin_dubreka,2005,1,3.811
gin_dubreka,2005,2,3.7679
gin_dubreka,2005,3,4.495
gin_dubreka,2005,4,3.1568
gin_dubreka,2005,5,3.188
gin_dubreka,2005,6,2.3103
gin_dubreka,2005,7,3.3474
gin_dubreka,2005,8,1.823
gin_dubreka,2005,9,3.7191
gin_dubreka,2005,10,3.3513
gin_dubreka,2005,11,3.9566
gin_dubreka,2005,12,4.8843
gin_dubreka,2006,1,4.918
gin_dubreka,2006,2,5.2159
gin_dubreka,2006,3,4.1568
gin_dubreka,2006,4,3.2521
gin_dubreka,2006,5,2.9894
gin_dubreka,2006,6,2.5912
gin_dubreka,2006,7,2.7912
gin_dubreka,2006,8,1.7267
gin_dubreka,2006,9,3.7023
gin_dubreka,2006,10,3.2952
gin_dubreka,2006,11,4.9687
gin_dubreka,2006,12,5.2223
gin_dubreka,2007,1,4.0612
gin_dubreka,2007,2,4.8645
gin_dubreka,2007,3,4.0384
gin_dubreka,2007,4,3.1827
gin_dubreka,2007,5,2.6188
gin_dubreka,2007,6,2.5627
gin_dubreka,2007,7,1.952
gin_dubreka,2007,8,1.5325
gin_dubreka,2007,9,2.6564
gin_dubreka,2007,10,3.5497
gin_dubreka,2007,11,4.1189
gin_dubreka,2007,12,5.3923
gin_dubreka,2008,1,4.8139
gin_dubreka,2008,2,4.1544
gin_dubreka,2008,3,4.2843
gin_dubreka,2008,4,2.7185
gin_dubreka,2008,5,2.5802
gin_dubreka,2008,6,3.0961
gin_dubreka,2008,7,2.9111
gin_dubreka,2008,8,2.1588
gin_dubreka,2008,9,3.1975
gin_dubreka,2008,10,3.1402
gin_dubreka,2008,11,4.3088
gin_dubreka,2008,12,4.4414
gin_dubreka,2009,1,4.5767
gin_dubreka,2009,2,4.8919
gin_dubreka,2009,3,4.6381
gin_dubreka,2009,4,2.7284
gin_dubreka,2009,5,3.3806
gin_dubreka,2009,6,3.0894
gin_dubreka,2009,7,2.5913
gin_dubreka,2009,8,1.8126
gin_dubreka,2009,9,2.4949
gin_dubreka,2009,10,3.6801
gin_dubreka,2009,11,3.914
gin_dubreka,2009,12,4.8096
gin_dubreka,2010,1,5.0515
gin_dubreka,2010,2,4.9972
gin_dubreka,2010,3,3.6082
gin_dubreka,2010,4,2.9827
gin_dubreka,2010,5,2.0387
gin_dubreka,2010,6,2.9351
gin_dubreka,2010,7,2.3271
gin_dubreka,2010,8,2.271
gin_dubreka,2010,9,2.8143
gin_dubreka,2010,10,3.4406
gin_dubreka,2010,11,4.6831
gin_dubreka,2010,12,4.5281
gin_dubreka,2011,1,3.97
gin_dubreka,2011,2,5.0384
gin_dubreka,2011,3,4.5845
gin_dubreka,2011,4,3.1353
gin_dubreka,2011,5,2.9032
gin_dubreka,2011,6,2.8082
gin_dubreka,2011,7,2.5073
gin_dubreka,2011,8,2.4125
gin_dubreka,2011,9,3.2472
gin_dubreka,2011,10,3.4105
gin_dubreka,2011,11,4.3994
gin_dubreka,2011,12,4.6985
gin_dubreka,2012,1,4.8276
gin_dubreka,2012,2,3.7268
gin_dubreka,2012,3,3.1681
gin_dubreka,2012,4,3.1067
gin_dubreka,2012,5,2.6123
gin_dubreka,2012,6,2.6162
gin_dubreka,2012,7,2.0046
gin_dubreka,2012,8,1.9532
gin_dubreka,2012,9,3.2719
gin_dubreka,2012,10,3.334
gin_dubreka,2012,11,3.9062
gin_dubreka,2012,12,4.6942
gin_dubreka,2013,1,4.7649
gin_dubreka,2013,2,5.2161
gin_dubreka,2013,3,5.7378
gin_dubreka,2013,4,4.05
gin_dubreka,2013,5,3.0636
gin_dubreka,2013,6,2.7354
gin_dubreka,2013,7,2.6376
gin_dubreka,2013,8,1.3608
gin_dubreka,2013,9,2.4992
gin_dubreka,2013,10,3.5692
gin_dubreka,2013,11,4.3976
gin_dubreka,2013,12,5.0801
gin_dubreka,2014,1,5.2247
gin_dubreka,2014,2,4.6542
gin_dubreka,2014,3,5.0282
gin_dubreka,2014,4,3.7735
gin_dubreka,2014,5,3.149
gin_dubreka,2014,6,2.6871
gin_dubreka,2014,7,2.966
gin_dubreka,2014,8,1.7471
gin_dubreka,2014,9,2.8652
gin_dubreka,2014,10,3.252
gin_dubreka,2014,11,3.4389
gin_dubreka,2014,12,3.7338
gin_dubreka,2015,1,3.7333
gin_dubreka,2015,2,5.0815
gin_dubreka,2015,3,3.9022
gin_dubreka,2015,4,2.9977
gin_dubreka,2015,5,2.8892
gin_dubreka,2015,6,2.5106
gin_dubreka,2015,7,2.3758
gin_dubreka,2015,8,2.2933
gin_dubreka,2015,9,2.6837
gin_dubreka,2015,10,3.8164
gin_dubreka,2015,11,4.081
gin_dubreka,2015,12,3.4603
gin_dubreka,2016,1,3.9296
gin_dubreka,2016,2,3.9912
gin_dubreka,2016,3,4.9228
gin_dubreka,2016,4,3.3091
gin_dubreka,2016,5,3.4326
gin_dubreka,2016,6,2.8141
gin_dubreka,2016,7,1.757
gin_dubreka,2016,8,1.8106
gin_dubreka,2016,9,2.8186
gin_dubreka,2016,10,3.7038
gin_dubreka,2016,11,3.6602
gin_dubreka,2016,12,3.8776
gin_dubreka,2017,1,5.2428
gin_dubreka,2017,2,4.4813
gin_dubreka,2017,3,4.339
gin_dubreka,2017,4,3.193
gin_dubreka,2017,5,3.1394
gin_dubreka,2017,6,2.6535
gin_dubreka,2017,7,2.6567
gin_dubreka,2017,8,2.1098
gin_dubreka,2017,9,2.7186
gin_dubreka,2017,10,3.5429
gin_dubreka,2017,11,3.256
gin_dubreka,2017,12,3.8383
gin_dubreka,2018,1,4.1568
gin_dubreka,2018,2,4.4992
gin_dubreka,2018,3,4.5651
gin_dubreka,2018,4,3.6997
gin_dubreka,2018,5,3.6063
gin_dubreka,2018,6,2.1846
gin_dubreka,2018,7,2.2207
gin_dubreka,2018,8,2.4321
gin_dubreka,2018,9,2.4898
gin_dubreka,2018,10,3.5876
gin_dubreka,2018,11,3.8004
gin_dubreka,2018,12,5.2532
gin_dubreka,2019,1,5.1321
gin_dubreka,2019,2,4.603
gin_dubreka,2019,3,4.5718
gin_dubreka,2019,4,3.7903
gin_dubreka,2019,5,3.477
gin_dubreka,2019,6,2.699
gin_dubreka,2019,7,1.9692
gin_dubreka,2019,8,1.57
gin_dubreka,2019,9,2.6908
gin_dubreka,2019,10,3.5854
gin_dubreka,2019,11,4.1964
gin_dubreka,2019,12,5.6809
gin_dubreka,2020,1,3.9887
gin_dubreka,2020,2,4.4294
gin_dubreka,2020,3,4.5372
gin_dubreka,2020,4,3.3312
gin_dubreka,2020,5,2.6726
gin_dubreka,2020,6,3.2476
gin_dubreka,2020,7,1.8613
gin_dubreka,2020,8,1.4816
gin_dubreka,2020,9,2.5786
gin_dubreka,2020,10,3.9854
gin_dubreka,2020,11,4.8335
gin_dubreka,2020,12,4.9372
gin_dubreka,2021,1,4.6176
gin_dubreka,2021,2,3.7951
gin_dubreka,2021,3,4.0086
gin_dubreka,2021,4,3.8384
gin_dubreka,2021,5,3.219
gin_dubreka,2021,6,3.3053
gin_dubreka,2021,7,2.2543
gin_dubreka,2021,8,2.1029
gin_dubreka,2021,9,3.465
gin_dubreka,2021,10,3.7567
gin_dubreka,2021,11,4.3768
gin_dubreka,2021,12,3.9974
gin_dubreka,2022,1,4.8684
gin_dubreka,2022,2,4.7419
gin_dubreka,2022,3,4.4561
gin_dubreka,2022,4,4.1744
gin_dubreka,2022,5,3.1152
gin_dubreka,2022,6,3.1321
gin_dubreka,2022,7,1.8894
gin_dubreka,2022,8,1.5917
gin_dubreka,2022,9,2.5536
gin_dubreka,2022,10,3.2365
gin_dubreka,2022,11,3.8381
gin_dubreka,2022,12,4.3007
gin_dubreka,2023,1,5.413
gin_dubreka,2023,2,4.3414
gin_dubreka,2023,3,5.2282
gin_dubreka,2023,4,4.0326
gin_dubreka,2023,5,2.5052
gin_dubreka,2023,6,2.6633
gin_dubreka,2023,7,2.6991
gin_dubreka,2023,8,2.1939
gin_dubreka,2023,9,3.0245
gin_dubreka,2023,10,3.0015
gin_dubreka,2023,11,3.8238
gin_dubreka,2023,12,4.7419
gin_faranah_centre,2004,2,4.0854
gin_faranah_centre,2004,3,3.1769
gin_faranah_centre,2004,4,2.7673
gin_faranah_centre,2004,5,4.0853
gin_faranah_centre,2004,6,3.7774
gin_faranah_centre,2004,7,3.7267
gin_faranah_centre,2004,8,3.9695
gin_faranah_centre,2004,9,3.7776
gin_faranah_centre,2004,10,5.4888
gin_faranah_centre,2004,11,5.7418
gin_faranah_centre,2004,12,4.6933
gin_faranah_centre,2005,1,4.4339
gin_faranah_centre,2005,2,3.7976
gin_faranah_centre,2005,3,4.1216
gin_faranah_centre,2005,4,3.7829
gin_faranah_centre,2005,5,4.2576
gin_faranah_centre,2005,6,3.5318
gin_faranah_centre,2005,7,4.2237
gin_faranah_centre,2005,8,4.0937
gin_faranah_centre,2005,9,4.3387
gin_faranah_centre,2005,10,4.6496
gin_faranah_centre,2005,11,5.1164
gin_faranah_centre,2005,12,5.8495
gin_faranah_centre,2006,1,5.728
gin_faranah_centre,2006,2,5.1724
gin_faranah_centre,2006,3,3.4952
gin_faranah_centre,2006,4,3.7192
gin_faranah_centre,2006,5,4.2435
gin_faranah_centre,2006,6,3.9173
gin_faranah_centre,2006,7,4.1577
gin_faranah_centre,2006,8,3.7797
gin_faranah_centre,2006,9,3.9438
gin_faranah_centre,2006,10,4.6579
gin_faranah_centre,2006,11,6.6759
gin_faranah_centre,2006,12,6.0646
gin_faranah_centre,2007,1,4.7233
gin_faranah_centre,2007,2,5.1713
gin_faranah_centre,2007,3,3.2019
gin_faranah_centre,2007,4,3.1117
gin_faranah_centre,2007,5,3.527
gin_faranah_centre,2007,6,4.0035
gin_faranah_centre,2007,7,4.0601
gin_faranah_centre,2007,8,3.6329
gin_faranah_centre,2007,9,4.3256
gin_faranah_centre,2007,10,4.6321
gin_faranah_centre,2007,11,5.1865
gin_faranah_centre,2007,12,6.4993
gin_faranah_centre,2008,1,6.2807
gin_faranah_centre,2008,2,4.7715
gin_faranah_centre,2008,3,4.5325
gin_faranah_centre,2008,4,3.3116
gin_faranah_centre,2008,5,4.3197
gin_faranah_centre,2008,6,4.0126
gin_faranah_centre,2008,7,4.0901
gin_faranah_centre,2008,8,3.8681
gin_faranah_centre,2008,9,4.222
gin_faranah_centre,2008,10,4.3028
gin_faranah_centre,2008,11,6.0537
gin_faranah_centre,2008,12,5.7166
gin_faranah_centre,2009,1,5.1514
gin_faranah_centre,2009,2,4.7232
gin_faranah_centre,2009,3,3.3871
gin_faranah_centre,2009,4,2.8613
gin_faranah_centre,2009,5,4.4099
gin_faranah_centre,2009,6,4.575
gin_faranah_centre,2009,7,3.6872
gin_faranah_centre,2009,8,4.0316
gin_faranah_centre,2009,9,3.7416
gin_faranah_centre,2009,10,4.6311
gin_faranah_centre,2009,11,5.6082
gin_faranah_centre,2009,12,5.8214
gin_faranah_centre,2010,1,6.1914
gin_faranah_centre,2010,2,5.8155
gin_faranah_centre,2010,3,3.4989
gin_faranah_centre,2010,4,2.6238
gin_faranah_centre,2010,5,3.6017
gin_faranah_centre,2010,6,4.1259
gin_faranah_centre,2010,7,3.4995
gin_faranah_centre,2010,8,3.5448
gin_faranah_centre,2010,9,4.1607
gin_faranah_centre,2010,10,4.6308
gin_faranah_centre,2010,11,5.7884
gin_faranah_centre,2010,12,6.0239
gin_faranah_centre,2011,1,5.2723
gin_faranah_centre,2011,2,6.0614
gin_faranah_centre,2011,3,4.2087
gin_faranah_centre,2011,4,3.3766
gin_faranah_centre,2011,5,3.9319
gin_faranah_centre,2011,6,3.6146
gin_faranah_centre,2011,7,3.7883
gin_faranah_centre,2011,8,4.2069
gin_faranah_centre,2011,9,4.8443
gin_faranah_centre,2011,10,4.31
gin_faranah_centre,2011,11,5.5335
gin_faranah_centre,2011,12,5.8813
gin_faranah_centre,2012,1,6.0485
gin_faranah_centre,2012,2,4.3357
gin_faranah_centre,2012,3,2.866
gin_faranah_centre,2012,4,2.8301
gin_faranah_centre,2012,5,3.8662
gin_faranah_centre,2012,6,3.6387
gin_faranah_centre,2012,7,3.7735
gin_faranah_centre,2012,8,3.5575
gin_faranah_centre,2012,9,4.3064
gin_faranah_centre,2012,10,4.5968
gin_faranah_centre,2012,11,5.2276
gin_faranah_centre,2012,12,5.8413
gin_faranah_centre,2013,1,6.2829
gin_faranah_centre,2013,2,6.2108
gin_faranah_centre,2013,3,4.8651
gin_faranah_centre,2013,4,3.7166
gin_faranah_centre,2013,5,4.3814
gin_faranah_centre,2013,6,3.8832
gin_faranah_centre,2013,7,4.1992
gin_faranah_centre,2013,8,2.8633
gin_faranah_centre,2013,9,4.3537
gin_faranah_centre,2013,10,4.7932
gin_faranah_centre,2013,11,6.2062
gin_faranah_centre,2013,12,6.3953
gin_faranah_centre,2014,1,5.6808
gin_faranah_centre,2014,2,5.4989
gin_faranah_centre,2014,3,4.2662
gin_faranah_centre,2014,4,3.5264
gin_faranah_centre,2014,5,4.2751
gin_faranah_centre,2014,6,4.0331
gin_faranah_centre,2014,7,4.4637
gin_faranah_centre,2014,8,3.8331
gin_faranah_centre,2014,9,4.4917
gin_faranah_centre,2014,10,5.2332
gin_faranah_centre,2014,11,4.6581
gin_faranah_centre,2014,12,5.5819
gin_faranah_centre,2015,1,4.8894
gin_faranah_centre,2015,2,5.5443
gin_faranah_centre,2015,3,3.3137
gin_faranah_centre,2015,4,2.8938
gin_faranah_centre,2015,5,3.6532
gin_faranah_centre,2015,6,3.6022
gin_faranah_centre,2015,7,3.6967
gin_faranah_centre,2015,8,3.9135
gin_faranah_centre,2015,9,4.2375
gin_faranah_centre,2015,10,5.1224
gin_faranah_centre,2015,11,6.2092
gin_faranah_centre,2015,12,4.4212
gin_faranah_centre,2016,1,4.0495
gin_faranah_centre,2016,2,4.8748
gin_faranah_centre,2016,3,4.5336
gin_faranah_centre,2016,4,2.9214
gin_faranah_centre,2016,5,4.3111
gin_faranah_centre,2016,6,4.1575
gin_faranah_centre,2016,7,3.3882
gin_faranah_centre,2016,8,3.8338
gin_faranah_centre,2016,9,4.7539
gin_faranah_centre,2016,10,4.6717
gin_faranah_centre,2016,11,4.7015
gin_faranah_centre,2016,12,5.3958
gin_faranah_centre,2017,1,6.4908
gin_faranah_centre,2017,2,4.7797
gin_faranah_centre,2017,3,4.3471
gin_faranah_centre,2017,4,3.4963
gin_faranah_centre,2017,5,4.0136
gin_faranah_centre,2017,6,3.8749
gin_faranah_centre,2017,7,4.0577
gin_faranah_centre,2017,8,3.5579
gin_faranah_centre,2017,9,4.697
gin_faranah_centre,2017,10,5.2845
gin_faranah_centre,2017,11,4.813
gin_faranah_centre,2017,12,5.2343
gin_faranah_centre,2018,1,4.9293
gin_faranah_centre,2018,2,4.8619
gin_faranah_centre,2018,3,4.9962
gin_faranah_centre,2018,4,3.8124
gin_faranah_centre,2018,5,4.2952
gin_faranah_centre,2018,6,3.3121
gin_faranah_centre,2018,7,3.8422
gin_faranah_centre,2018,8,3.7458
gin_faranah_centre,2018,9,4.2726
gin_faranah_centre,2018,10,4.8787
gin_faranah_centre,2018,11,4.9364
gin_faranah_centre,2018,12,7.1173
gin_faranah_centre,2019,1,6.745
gin_faranah_centre,2019,2,5.2528
gin_faranah_centre,2019,3,4.2494
gin_faranah_centre,2019,4,3.5737
gin_faranah_centre,2019,5,4.2479
gin_faranah_centre,2019,6,4.3004
gin_faranah_centre,2019,7,4.2581
gin_faranah_centre,2019,8,3.8601
gin_faranah_centre,2019,9,3.7659
gin_faranah_centre,2019,10,5.3257
gin_faranah_centre,2019,11,6.4787
gin_faranah_centre,2019,12,7.7453
gin_faranah_centre,2020,1,5.1661
gin_faranah_centre,2020,2,5.7843
gin_faranah_centre,2020,3,4.529
gin_faranah_centre,2020,4,3.2508
gin_faranah_centre,2020,5,4.0345
gin_faranah_centre,2020,6,3.9527
gin_faranah_centre,2020,7,3.8032
gin_faranah_centre,2020,8,3.3784
gin_faranah_centre,2020,9,4.2694
gin_faranah_centre,2020,10,5.7954
gin_faranah_centre,2020,11,7.2206
gin_faranah_centre,2020,12,6.6516
gin_faranah_centre,2021,1,6.2895
gin_faranah_centre,2021,2,5.2248
gin_faranah_centre,2021,3,4.4618
gin_faranah_centre,2021,4,4.5776
gin_faranah_centre,2021,5,4.3681
gin_faranah_centre,2021,6,4.0949
gin_faranah_centre,2021,7,3.6873
gin_faranah_centre,2021,8,3.4709
gin_faranah_centre,2021,9,3.9256
gin_faranah_centre,2021,10,4.9152
gin_faranah_centre,2021,11,6.2187
gin_faranah_centre,2021,12,5.8085
gin_faranah_centre,2022,1,6.2007
gin_faranah_centre,2022,2,5.485
gin_faranah_centre,2022,3,4.5259
gin_faranah_centre,2022,4,4.8125
gin_faranah_centre,2022,5,3.6553
gin_faranah_centre,2022,6,4.2296
gin_faranah_centre,2022,7,3.82
gin_faranah_centre,2022,8,3.8188
gin_faranah_centre,2022,9,4.063
gin_faranah_centre,2022,10,4.4035
gin_faranah_centre,2022,11,5.1102
gin_faranah_centre,2022,12,5.9377
gin_faranah_centre,2023,1,6.4862
gin_faranah_centre,2023,2,5.2013
gin_faranah_centre,2023,3,5.5335
gin_faranah_centre,2023,4,4.8467
gin_faranah_centre,2023,5,3.4473
gin_faranah_centre,2023,6,3.6155
gin_faranah_centre,2023,7,4.2818
gin_faranah_centre,2023,8,3.3584
gin_faranah_centre,2023,9,4.4469
gin_faranah_centre,2023,10,4.4458
gin_faranah_centre,2023,11,5.184
gin_faranah_centre,2023,12,5.8952
gin_forecariah,2004,2,3.7764
gin_forecariah,2004,3,3.076
gin_forecariah,2004,4,2.4829
gin_forecariah,2004,5,2.9918
gin_forecariah,2004,6,3.3183
gin_forecariah,2004,7,2.9087
gin_forecariah,2004,8,2.7489
gin_forecariah,2004,9,4.5512
gin_forecariah,2004,10,4.7591
gin_forecariah,2004,11,4.9078
gin_forecariah,2004,12,4.1168
gin_forecariah,2005,1,3.6293
gin_forecariah,2005,2,3.5827
gin_forecariah,2005,3,4.2403
gin_forecariah,2005,4,2.7974
gin_forecariah,2005,5,3.5722
gin_forecariah,2005,6,2.846
gin_forecariah,2005,7,3.579
gin_forecariah,2005,8,1.9689
gin_forecariah,2005,9,4.4344
gin_forecariah,2005,10,4.3682
gin_forecariah,2005,11,4.3051
gin_forecariah,2005,12,4.8366
gin_forecariah,2006,1,4.827
gin_forecariah,2006,2,4.9936
gin_forecariah,2006,3,3.7421
gin_forecariah,2006,4,2.9559
gin_forecariah,2006,5,3.2063
gin_forecariah,2006,6,3.2277
gin_forecariah,2006,7,3.2338
gin_forecariah,2006,8,2.2255
gin_forecariah,2006,9,4.0556
gin_forecariah,2006,10,4.3909
gin_forecariah,2006,11,5.3702
gin_forecariah,2006,12,5.1268
gin_forecariah,2007,1,3.8306
gin_forecariah,2007,2,4.7516
gin_forecariah,2007,3,3.4767
gin_forecariah,2007,4,2.8864
gin_forecariah,2007,5,2.8951
gin_forecariah,2007,6,3.334
gin_forecariah,2007,7,2.3392
gin_forecariah,2007,8,2.0946
gin_forecariah,2007,9,3.1826
gin_forecariah,2007,10,4.5054
gin_forecariah,2007,11,4.2216
gin_forecariah,2007,12,5.5014
gin_forecariah,2008,1,4.8917
gin_forecariah,2008,2,4.155
gin_forecariah,2008,3,4.2739
gin_forecariah,2008,4,2.4477
gin_forecariah,2008,5,3.0781
gin_forecariah,2008,6,3.5072
gin_forecariah,2008,7,3.0161
gin_forecariah,2008,8,2.3505
gin_forecariah,2008,9,3.6285
gin_forecariah,2008,10,4.2376
gin_forecariah,2008,11,4.7509
gin_forecariah,2008,12,4.512
gin_forecariah,2009,1,4.2215
gin_forecariah,2009,2,4.7615
gin_forecariah,2009,3,4.1176
gin_forecariah,2009,4,2.1738
gin_forecariah,2009,5,3.6509
gin_forecariah,2009,6,3.5533
gin_forecariah,2009,7,2.7997
gin_forecariah,2009,8,2.1686
gin_forecariah,2009,9,2.9756
gin_forecariah,2009,10,4.3608
gin_forecariah,2009,11,4.3678
gin_forecariah,2009,12,4.8646
gin_forecariah,2010,1,5.0173
gin_forecariah,2010,2,5.0588
gin_forecariah,2010,3,3.4431
gin_forecariah,2010,4,2.502
gin_forecariah,2010,5,2.7646
gin_forecariah,2010,6,3.4727
gin_forecariah,2010,7,2.6071
gin_forecariah,2010,8,2.2821
gin_forecariah,2010,9,3.6178
gin_forecariah,2010,10,4.2325
gin_forecariah,2010,11,5.0467
gin_forecariah,2010,12,4.654
gin_forecariah,2011,1,3.8921
gin_forecariah,2011,2,4.9746
gin_forecariah,2011,3,4.4682
gin_forecariah,2011,4,3.0755
gin_forecariah,2011,5,3.045
gin_forecariah,2011,6,3.1868
gin_forecariah,2011,7,2.7057
gin_forecariah,2011,8,2.5257
gin_forecariah,2011,9,3.952
gin_forecariah,2011,10,3.9018
gin_forecariah,2011,11,4.5868
gin_forecariah,2011,12,4.7836
gin_forecariah,2012,1,4.6676
gin_forecariah,2012,2,3.6734
gin_forecariah,2012,3,3.0362
gin_forecariah,2012,4,2.5659
gin_forecariah,2012,5,3.1439
gin_forecariah,2012,6,3.1476
gin_forecariah,2012,7,2.4811
gin_forecariah,2012,8,1.9773
gin_forecariah,2012,9,3.7983
gin_forecariah,2012,10,4.3406
gin_forecariah,2012,11,4.4889
gin_forecariah,2012,12,4.8775
gin_forecariah,2013,1,4.8925
gin_forecariah,2013,2,5.2899
gin_forecariah,2013,3,5.398
gin_forecariah,2013,4,3.3696
gin_forecariah,2013,5,3.4018
gin_forecariah,2013,6,3.4776
gin_forecariah,2013,7,2.9875
gin_forecariah,2013,8,1.6443
gin_forecariah,2013,9,3.372
gin_forecariah,2013,10,4.1574
gin_forecariah,2013,11,4.8308
gin_forecariah,2013,12,5.1675
gin_forecariah,2014,1,5.1632
gin_forecariah,2014,2,4.6028
gin_forecariah,2014,3,4.7271
gin_forecariah,2014,4,3.2246
gin_forecariah,2014,5,3.6356
gin_forecariah,2014,6,3.3785
gin_forecariah,2014,7,3.2885
gin_forecariah,2014,8,2.3472
gin_forecariah,2014,9,3.128
gin_forecariah,2014,10,4.149
gin_forecariah,2014,11,3.8545
gin_forecariah,2014,12,3.955
gin_forecariah,2015,1,3.702
gin_forecariah,2015,2,4.9775
gin_forecariah,2015,3,3.6367
gin_forecariah,2015,4,2.4428
gin_forecariah,2015,5,3.2804
gin_forecariah,2015,6,3.0475
gin_forecariah,2015,7,2.941
gin_forecariah,2015,8,2.4304
gin_forecariah,2015,9,3.4069
gin_forecariah,2015,10,4.2247
gin_forecariah,2015,11,4.9759
gin_forecariah,2015,12,3.6488
gin_forecariah,2016,1,3.8785
gin_forecariah,2016,2,3.8864
gin_forecariah,2016,3,4.7915
gin_forecariah,2016,4,2.7069
gin_forecariah,2016,5,3.7683
gin_forecariah,2016,6,3.4244
gin_forecariah,2016,7,2.2345
gin_forecariah,2016,8,2.1345
gin_forecariah,2016,9,3.1823
gin_forecariah,2016,10,4.7434
gin_forecariah,2016,11,4.0033
gin_forecariah,2016,12,3.931
gin_forecariah,2017,1,5.2899
gin_forecariah,2017,2,4.3189
gin_forecariah,2017,3,4.3518
gin_forecariah,2017,4,2.8019
gin_forecariah,2017,5,3.5418
gin_forecariah,2017,6,3.442
gin_forecariah,2017,7,2.8482
gin_forecariah,2017,8,2.5992
gin_forecariah,2017,9,3.4924
gin_forecariah,2017,10,4.1606
gin_forecariah,2017,11,3.6434
