localite,date,ghi,dni,dhi,kt,albedo,t2m,rh2m,vent_2m,vent_10m,precipitation
gin_beyla,1981-02-07,,,,,,24.91,69.49,1.3,2.01,0.14
gin_beyla,1981-02-08,,,,,,24.49,71.03,1.42,2.24,0.01
gin_beyla,1981-02-09,,,,,,23.4,77.92,1.56,2.45,0.6
gin_beyla,1981-02-10,,,,,,23.3,74.88,1.75,2.81,0.03
gin_beyla,1981-02-11,,,,,,23.2,66.87,1.52,2.45,0.01
gin_beyla,1981-02-12,,,,,,24.27,65.77,1.19,1.84,0.1
gin_beyla,1981-02-13,,,,,,23.06,81.1,1.64,2.43,0.32
gin_beyla,1981-02-14,,,,,,23.52,67.1,1.8,2.8,0.0
gin_beyla,1981-02-15,,,,,,24.12,66.87,1.09,1.75,0.96
gin_beyla,1981-02-16,,,,,,24.88,72.21,0.97,1.52,0.2
gin_beyla,1981-02-17,,,,,,24.21,69.63,1.88,2.86,0.0
gin_beyla,1981-02-18,,,,,,23.58,62.91,2.01,3.25,0.0
gin_beyla,1981-02-19,,,,,,24.21,64.33,1.57,2.58,0.16
gin_beyla,1981-02-20,,,,,,24.78,74.5,1.25,2.03,0.2
gin_beyla,1981-02-21,,,,,,24.95,68.64,1.56,2.35,0.08
gin_beyla,1981-02-22,,,,,,23.55,62.0,2.18,3.43,0.01
gin_beyla,1981-02-23,,,,,,23.3,41.69,1.7,2.7,0.0
gin_beyla,1981-02-24,,,,,,23.41,55.14,1.54,2.51,0.0
gin_beyla,1981-02-25,,,,,,24.64,53.56,1.24,2.0,0.01
gin_beyla,1981-02-26,,,,,,25.92,59.88,1.49,2.25,0.77
gin_beyla,1981-02-27,,,,,,25.64,71.14,1.53,2.42,2.82
gin_beyla,1981-02-28,,,,,,25.95,70.93,1.34,2.14,0.63
gin_beyla,1981-03-01,,,,,,25.67,71.3,1.29,2.01,2.46
gin_beyla,1981-03-02,,,,,,25.93,71.62,1.25,2.02,0.03
gin_beyla,1981-03-03,,,,,,26.16,72.26,1.65,2.46,0.02
gin_beyla,1981-03-04,,,,,,26.04,72.27,1.53,2.28,0.02
gin_beyla,1981-03-05,,,,,,25.17,75.22,1.44,2.16,0.01
gin_beyla,1981-03-06,,,,,,25.76,72.83,1.38,2.08,0.1
gin_beyla,1981-03-07,,,,,,25.15,75.17,1.58,2.35,5.13
gin_beyla,1981-03-08,,,,,,24.44,77.34,0.94,1.46,7.51
gin_beyla,1981-03-09,,,,,,24.23,80.35,1.34,2.18,6.72
gin_beyla,1981-03-10,,,,,,25.89,66.35,0.82,1.27,0.81
gin_beyla,1981-03-11,,,,,,24.02,78.5,1.46,2.37,7.48
gin_beyla,1981-03-12,,,,,,22.95,78.22,0.98,1.65,1.47
gin_beyla,1981-03-13,,,,,,23.94,73.05,0.86,1.45,1.01
gin_beyla,1981-03-14,,,,,,24.35,72.85,0.98,1.64,1.37
gin_beyla,1981-03-15,,,,,,23.0,79.09,1.19,1.81,2.34
gin_beyla,1981-03-16,,,,,,24.85,65.9,1.3,1.89,0.41
gin_beyla,1981-03-17,,,,,,24.77,66.92,1.38,2.15,2.11
gin_beyla,1981-03-18,,,,,,24.58,74.55,1.31,2.11,3.06
gin_beyla,1981-03-19,,,,,,22.81,83.08,1.4,2.14,4.56
gin_beyla,1981-03-20,,,,,,23.59,74.99,0.93,1.48,2.86
gin_beyla,1981-03-21,,,,,,22.33,82.09,2.07,3.08,1.81
gin_beyla,1981-03-22,,,,,,23.33,68.31,2.98,4.58,0.0
gin_beyla,1981-03-23,,,,,,21.88,60.69,2.11,3.49,3.36
gin_beyla,1981-03-24,,,,,,24.55,63.09,1.01,1.79,0.43
gin_beyla,1981-03-25,,,,,,24.51,79.14,1.28,2.05,6.03
gin_beyla,1981-03-26,,,,,,23.03,89.1,1.77,2.7,7.56
gin_beyla,1981-03-27,,,,,,24.4,76.31,1.53,2.4,2.63
gin_beyla,1981-03-28,,,,,,24.74,74.31,1.79,2.7,1.5
gin_beyla,1981-03-29,,,,,,25.17,73.88,1.31,2.02,2.14
gin_beyla,1981-03-30,,,,,,25.12,74.18,1.25,2.08,2.93
gin_beyla,1981-03-31,,,,,,25.33,74.07,1.18,1.95,0.23
gin_beyla,1981-04-01,,,,,,25.18,74.27,1.25,2.06,4.6
gin_beyla,1981-04-02,,,,,,24.45,80.76,1.09,1.76,16.1
gin_beyla,1981-04-03,,,,,,24.65,81.24,1.22,1.91,7.28
gin_beyla,1981-04-04,,,,,,24.21,80.84,1.17,1.81,8.77
gin_beyla,1981-04-05,,,,,,24.8,79.48,1.14,1.84,4.66
gin_beyla,1981-04-06,,,,,,24.59,80.51,1.39,2.26,6.21
gin_beyla,1981-04-07,,,,,,25.23,79.27,1.33,2.11,1.21
gin_beyla,1981-04-08,,,,,,25.29,81.44,1.12,1.79,8.5
gin_beyla,1981-04-09,,,,,,24.63,85.14,1.36,2.05,19.0
gin_beyla,1981-04-10,,,,,,25.67,78.36,1.1,1.73,2.28
gin_beyla,1981-04-11,,,,,,24.78,84.54,1.08,1.8,2.43
gin_beyla,1981-04-12,,,,,,24.87,83.93,1.29,2.05,1.33
gin_beyla,1981-04-13,,,,,,25.04,81.32,1.52,2.47,1.9
gin_beyla,1981-04-14,,,,,,25.73,78.65,1.3,2.07,0.74
gin_beyla,1981-04-15,,,,,,24.96,83.43,1.97,2.95,2.54
gin_beyla,1981-04-16,,,,,,25.45,79.17,1.49,2.28,1.2
gin_beyla,1981-04-17,,,,,,24.68,83.45,1.89,2.87,13.31
gin_beyla,1981-04-18,,,,,,24.87,82.81,1.23,2.04,63.44
gin_beyla,1981-04-19,,,,,,24.89,83.07,1.16,1.87,7.47
gin_beyla,1981-04-20,,,,,,24.9,84.56,1.28,2.02,3.63
gin_beyla,1981-04-21,,,,,,24.22,90.25,1.79,2.79,10.78
gin_beyla,1981-04-22,,,,,,24.2,87.08,1.7,2.64,4.58
gin_beyla,1981-04-23,,,,,,23.89,86.09,1.68,2.58,8.09
gin_beyla,1981-04-24,,,,,,24.2,83.94,1.42,2.23,5.49
gin_beyla,1981-04-25,,,,,,24.4,83.82,1.23,1.95,6.64
gin_beyla,1981-04-26,,,,,,25.04,82.31,1.04,1.79,9.11
gin_beyla,1981-04-27,,,,,,24.23,85.0,1.52,2.3,3.88
gin_beyla,1981-04-28,,,,,,24.04,86.74,2.08,3.16,8.17
gin_beyla,1981-04-29,,,,,,24.16,86.5,1.74,2.69,10.51
gin_beyla,1981-04-30,,,,,,23.45,88.7,1.04,1.73,16.33
gin_beyla,1981-05-01,,,,,,23.52,89.42,1.51,2.36,3.7
gin_beyla,1981-05-02,,,,,,23.73,88.16,1.12,1.85,2.1
gin_beyla,1981-05-03,,,,,,23.16,90.82,1.08,1.77,0.55
gin_beyla,1981-05-04,,,,,,24.14,83.64,1.26,1.96,2.55
gin_beyla,1981-05-05,,,,,,23.8,86.0,1.33,2.18,1.87
gin_beyla,1981-05-06,,,,,,23.28,87.98,1.14,1.87,8.57
gin_beyla,1981-05-07,,,,,,22.66,92.18,1.07,1.74,6.96
gin_beyla,1981-05-08,,,,,,23.02,82.83,0.62,1.09,5.01
gin_beyla,1981-05-09,,,,,,23.43,83.67,0.97,1.63,10.92
gin_beyla,1981-05-10,,,,,,22.71,85.27,0.76,1.38,11.35
gin_beyla,1981-05-11,,,,,,22.45,86.42,1.01,1.63,1.34
gin_beyla,1981-05-12,,,,,,22.1,89.98,0.8,1.31,12.54
gin_beyla,1981-05-13,,,,,,22.46,88.18,1.31,2.15,6.23
gin_beyla,1981-05-14,,,,,,24.25,82.1,1.09,1.9,1.76
gin_beyla,1981-05-15,,,,,,24.32,83.8,1.64,2.68,1.61
gin_beyla,1981-05-16,,,,,,24.84,80.31,1.16,1.93,2.6
gin_beyla,1981-05-17,,,,,,24.45,82.79,0.82,1.43,8.07
gin_beyla,1981-05-18,,,,,,23.35,87.86,0.98,1.66,7.43
gin_beyla,1981-05-19,,,,,,23.18,84.62,1.0,1.56,8.51
gin_beyla,1981-05-20,,,,,,23.99,82.1,0.89,1.52,6.99
gin_beyla,1981-05-21,,,,,,24.42,83.38,1.15,1.82,11.08
gin_beyla,1981-05-22,,,,,,23.85,83.13,0.93,1.48,15.85
gin_beyla,1981-05-23,,,,,,22.97,84.21,1.63,2.62,7.25
gin_beyla,1981-05-24,,,,,,23.15,82.49,0.97,1.45,6.13
gin_beyla,1981-05-25,,,,,,23.36,87.42,1.3,2.15,14.8
gin_beyla,1981-05-26,,,,,,22.85,87.61,0.87,1.44,23.27
gin_beyla,1981-05-27,,,,,,23.07,88.54,1.14,1.81,12.56
gin_beyla,1981-05-28,,,,,,23.42,84.76,1.01,1.7,4.87
gin_beyla,1981-05-29,,,,,,23.42,86.9,1.28,2.15,12.22
gin_beyla,1981-05-30,,,,,,23.53,87.29,1.28,2.1,7.96
gin_beyla,1981-05-31,,,,,,22.82,86.38,1.79,2.77,10.13
gin_beyla,1981-06-01,,,,,,23.67,81.73,1.42,2.22,1.97
gin_beyla,1981-06-02,,,,,,23.79,84.72,1.46,2.41,0.18
gin_beyla,1981-06-03,,,,,,23.63,84.23,1.47,2.41,5.97
gin_beyla,1981-06-04,,,,,,23.5,83.9,1.3,2.14,1.66
gin_beyla,1981-06-05,,,,,,23.65,81.33,1.24,2.08,1.0
gin_beyla,1981-06-06,,,,,,24.1,84.75,1.22,2.03,1.33
gin_beyla,1981-06-07,,,,,,23.88,86.54,1.21,1.99,2.34
gin_beyla,1981-06-08,,,,,,24.16,81.81,1.28,2.15,1.07
gin_beyla,1981-06-09,,,,,,24.04,83.36,1.48,2.39,4.75
gin_beyla,1981-06-10,,,,,,24.11,84.75,1.38,2.22,10.09
gin_beyla,1981-06-11,,,,,,23.85,85.74,1.38,2.17,15.54
gin_beyla,1981-06-12,,,,,,23.94,83.14,0.9,1.39,6.36
gin_beyla,1981-06-13,,,,,,23.75,82.53,0.76,1.32,11.23
gin_beyla,1981-06-14,,,,,,23.74,83.98,1.09,1.74,3.63
gin_beyla,1981-06-15,,,,,,23.56,86.28,1.54,2.48,2.98
gin_beyla,1981-06-16,,,,,,23.01,89.39,1.6,2.55,5.32
gin_beyla,1981-06-17,,,,,,23.51,87.22,1.38,2.24,4.14
gin_beyla,1981-06-18,,,,,,23.18,88.26,1.33,2.1,13.37
gin_beyla,1981-06-19,,,,,,23.27,83.72,0.9,1.48,9.83
gin_beyla,1981-06-20,,,,,,23.61,85.02,1.09,1.8,29.24
gin_beyla,1981-06-21,,,,,,22.84,90.42,1.22,1.89,53.93
gin_beyla,1981-06-22,,,,,,22.95,85.79,1.28,1.97,49.56
gin_beyla,1981-06-23,,,,,,22.56,85.8,1.16,1.9,25.04
gin_beyla,1981-06-24,,,,,,22.93,85.42,1.01,1.59,16.4
gin_beyla,1981-06-25,,,,,,22.74,87.72,1.2,1.74,12.58
gin_beyla,1981-06-26,,,,,,22.49,91.13,1.9,2.92,5.92
gin_beyla,1981-06-27,,,,,,21.59,94.65,1.91,2.99,13.61
gin_beyla,1981-06-28,,,,,,21.39,94.23,1.62,2.6,6.59
gin_beyla,1981-06-29,,,,,,22.18,88.75,1.05,1.8,7.75
gin_beyla,1981-06-30,,,,,,23.41,84.45,0.96,1.58,21.78
gin_beyla,1981-07-01,,,,,,23.76,88.46,1.27,1.99,24.15
gin_beyla,1981-07-02,,,,,,22.7,90.96,1.68,2.61,38.42
gin_beyla,1981-07-03,,,,,,21.53,89.42,1.47,2.17,21.06
gin_beyla,1981-07-04,,,,,,23.36,84.87,0.62,1.02,18.31
gin_beyla,1981-07-05,,,,,,21.98,90.63,1.45,2.32,40.41
gin_beyla,1981-07-06,,,,,,21.66,87.5,1.77,2.75,40.09
gin_beyla,1981-07-07,,,,,,21.82,88.33,1.82,2.88,10.34
gin_beyla,1981-07-08,,,,,,21.32,90.38,1.96,3.11,32.15
gin_beyla,1981-07-09,,,,,,21.33,87.74,0.95,1.54,25.24
gin_beyla,1981-07-10,,,,,,21.0,93.52,1.73,2.73,25.12
gin_beyla,1981-07-11,,,,,,21.51,90.3,1.37,2.14,9.38
gin_beyla,1981-07-12,,,,,,22.11,91.16,1.33,2.07,18.29
gin_beyla,1981-07-13,,,,,,20.48,94.74,1.8,2.84,18.18
gin_beyla,1981-07-14,,,,,,21.39,92.1,1.95,3.01,28.42
gin_beyla,1981-07-15,,,,,,20.69,95.16,2.41,3.71,19.49
gin_beyla,1981-07-16,,,,,,20.73,92.35,1.77,2.78,10.82
gin_beyla,1981-07-17,,,,,,21.9,90.58,1.82,2.82,12.2
gin_beyla,1981-07-18,,,,,,21.31,93.26,1.85,2.91,16.96
gin_beyla,1981-07-19,,,,,,21.88,92.3,2.2,3.39,27.5
gin_beyla,1981-07-20,,,,,,20.54,95.01,1.99,3.13,17.43
gin_beyla,1981-07-21,,,,,,21.9,91.46,1.79,2.73,35.02
gin_beyla,1981-07-22,,,,,,20.99,92.64,2.28,3.49,5.66
gin_beyla,1981-07-23,,,,,,21.12,92.15,2.68,4.08,4.7
gin_beyla,1981-07-24,,,,,,21.14,93.1,1.89,2.98,11.53
gin_beyla,1981-07-25,,,,,,21.48,93.2,1.89,2.96,23.78
gin_beyla,1981-07-26,,,,,,21.14,92.79,2.61,3.98,2.34
gin_beyla,1981-07-27,,,,,,20.16,94.58,2.19,3.4,5.85
gin_beyla,1981-07-28,,,,,,21.88,91.22,2.74,4.17,14.09
gin_beyla,1981-07-29,,,,,,22.03,91.13,2.43,3.72,15.03
gin_beyla,1981-07-30,,,,,,21.75,91.94,2.21,3.37,1.68
gin_beyla,1981-07-31,,,,,,20.66,93.53,2.47,3.83,7.66
gin_beyla,1981-08-01,,,,,,21.29,91.65,1.68,2.65,14.17
gin_beyla,1981-08-02,,,,,,20.88,92.07,1.94,3.08,34.5
gin_beyla,1981-08-03,,,,,,21.78,90.97,1.38,2.14,20.47
gin_beyla,1981-08-04,,,,,,21.87,92.77,2.38,3.66,38.49
gin_beyla,1981-08-05,,,,,,20.99,93.37,2.2,3.42,17.22
gin_beyla,1981-08-06,,,,,,21.87,91.6,1.79,2.75,17.73
gin_beyla,1981-08-07,,,,,,21.79,90.86,1.2,1.88,27.09
gin_beyla,1981-08-08,,,,,,22.0,91.66,1.62,2.65,13.0
gin_beyla,1981-08-09,,,,,,22.88,90.84,1.54,2.49,9.98
gin_beyla,1981-08-10,,,,,,21.63,94.39,1.77,2.76,14.23
gin_beyla,1981-08-11,,,,,,21.28,94.89,1.65,2.65,10.48
gin_beyla,1981-08-12,,,,,,22.28,90.06,1.15,1.92,12.75
gin_beyla,1981-08-13,,,,,,22.66,89.09,1.51,2.31,15.43
gin_beyla,1981-08-14,,,,,,21.13,93.49,2.16,3.33,7.44
gin_beyla,1981-08-15,,,,,,21.66,91.63,1.66,2.53,5.48
gin_beyla,1981-08-16,,,,,,21.4,93.64,1.51,2.35,9.01
gin_beyla,1981-08-17,,,,,,22.57,87.58,0.98,1.54,8.73
gin_beyla,1981-08-18,,,,,,21.73,91.69,1.6,2.45,12.18
gin_beyla,1981-08-19,,,,,,21.4,92.18,1.7,2.59,19.97
gin_beyla,1981-08-20,,,,,,20.86,92.5,1.97,3.01,16.56
gin_beyla,1981-08-21,,,,,,20.58,92.05,2.43,3.7,6.08
gin_beyla,1981-08-22,,,,,,21.31,88.55,1.66,2.63,8.95
gin_beyla,1981-08-23,,,,,,21.83,88.0,1.39,2.25,4.23
gin_beyla,1981-08-24,,,,,,21.96,88.03,1.6,2.53,17.63
gin_beyla,1981-08-25,,,,,,21.49,91.27,1.9,2.87,41.63
gin_beyla,1981-08-26,,,,,,21.21,90.63,2.05,3.15,26.28
gin_beyla,1981-08-27,,,,,,21.82,90.43,1.88,2.87,17.94
gin_beyla,1981-08-28,,,,,,20.58,95.33,2.77,4.26,25.53
gin_beyla,1981-08-29,,,,,,21.3,92.17,2.47,3.81,10.5
gin_beyla,1981-08-30,,,,,,21.52,90.47,2.28,3.49,3.63
gin_beyla,1981-08-31,,,,,,21.62,88.69,1.69,2.63,9.16
gin_beyla,1981-09-01,,,,,,21.67,90.73,1.31,2.02,9.15
gin_beyla,1981-09-02,,,,,,22.4,86.67,0.63,1.08,20.57
gin_beyla,1981-09-03,,,,,,21.98,89.34,1.26,1.99,19.54
gin_beyla,1981-09-04,,,,,,21.69,86.28,0.73,1.19,17.41
gin_beyla,1981-09-05,,,,,,21.53,91.48,1.82,2.79,32.49
gin_beyla,1981-09-06,,,,,,20.53,93.92,1.67,2.65,12.64
gin_beyla,1981-09-07,,,,,,19.92,91.84,1.03,1.68,2.44
gin_beyla,1981-09-08,,,,,,21.48,89.4,1.24,1.99,5.69
gin_beyla,1981-09-09,,,,,,22.3,85.07,1.25,1.89,12.06
gin_beyla,1981-09-10,,,,,,21.61,90.82,2.17,3.37,16.64
gin_beyla,1981-09-11,,,,,,21.61,90.6,2.15,3.32,15.94
gin_beyla,1981-09-12,,,,,,21.91,89.92,1.13,1.83,19.1
gin_beyla,1981-09-13,,,,,,21.09,94.52,1.0,1.69,34.0
gin_beyla,1981-09-14,,,,,,21.0,95.9,1.21,2.03,9.28
gin_beyla,1981-09-15,,,,,,22.53,88.07,0.99,1.65,11.41
gin_beyla,1981-09-16,,,,,,22.93,90.09,1.26,1.96,14.75
gin_beyla,1981-09-17,,,,,,21.96,91.94,2.24,3.45,34.37
gin_beyla,1981-09-18,,,,,,21.65,91.77,1.2,1.86,15.42
gin_beyla,1981-09-19,,,,,,21.9,88.14,1.09,1.71,17.75
gin_beyla,1981-09-20,,,,,,22.52,85.71,1.21,1.91,3.87
gin_beyla,1981-09-21,,,,,,22.79,87.7,1.05,1.67,7.73
gin_beyla,1981-09-22,,,,,,21.13,92.12,1.3,2.12,11.15
gin_beyla,1981-09-23,,,,,,21.11,92.62,1.05,1.75,5.9
gin_beyla,1981-09-24,,,,,,22.19,88.06,0.94,1.47,11.82
gin_beyla,1981-09-25,,,,,,22.53,90.5,1.25,1.96,3.5
gin_beyla,1981-09-26,,,,,,21.56,94.02,1.84,2.95,10.91
gin_beyla,1981-09-27,,,,,,20.92,93.82,1.37,2.29,15.7
gin_beyla,1981-09-28,,,,,,22.06,87.17,1.17,1.97,2.57
gin_beyla,1981-09-29,,,,,,22.16,93.11,1.32,2.18,3.95
gin_beyla,1981-09-30,,,,,,22.28,92.84,1.27,2.07,3.92
gin_beyla,1981-10-01,,,,,,22.66,88.16,1.13,1.72,0.84
gin_beyla,1981-10-02,,,,,,23.15,86.79,1.17,1.9,1.56
gin_beyla,1981-10-03,,,,,,22.93,89.07,1.42,2.3,3.7
gin_beyla,1981-10-04,,,,,,23.06,87.69,0.82,1.38,7.73
gin_beyla,1981-10-05,,,,,,22.38,90.52,1.6,2.69,5.06
gin_beyla,1981-10-06,,,,,,22.71,86.52,1.35,2.12,3.19
gin_beyla,1981-10-07,,,,,,23.25,85.19,1.1,1.81,0.72
gin_beyla,1981-10-08,,,,,,22.43,87.36,1.25,2.04,6.37
gin_beyla,1981-10-09,,,,,,22.91,83.68,1.41,2.39,1.82
gin_beyla,1981-10-10,,,,,,23.15,85.25,0.89,1.35,4.34
gin_beyla,1981-10-11,,,,,,22.42,85.45,0.72,1.15,7.08
gin_beyla,1981-10-12,,,,,,23.28,84.37,0.92,1.62,3.71
gin_beyla,1981-10-13,,,,,,21.19,93.65,1.5,2.5,6.55
gin_beyla,1981-10-14,,,,,,22.32,86.28,1.01,1.61,2.95
gin_beyla,1981-10-15,,,,,,22.95,87.5,1.45,2.33,4.57
gin_beyla,1981-10-16,,,,,,21.99,91.43,1.37,2.32,5.67
gin_beyla,1981-10-17,,,,,,22.72,87.0,1.47,2.35,3.66
gin_beyla,1981-10-18,,,,,,23.11,86.66,1.4,2.2,2.08
gin_beyla,1981-10-19,,,,,,23.57,83.92,1.08,1.75,0.58
gin_beyla,1981-10-20,,,,,,23.16,85.42,1.14,1.93,2.97
gin_beyla,1981-10-21,,,,,,22.93,85.58,1.26,2.09,1.84
gin_beyla,1981-10-22,,,,,,22.76,85.94,1.03,1.77,3.33
gin_beyla,1981-10-23,,,,,,23.18,85.73,1.19,1.94,3.85
gin_beyla,1981-10-24,,,,,,23.55,82.36,0.94,1.5,3.54
gin_beyla,1981-10-25,,,,,,22.82,85.05,0.97,1.55,1.24
gin_beyla,1981-10-26,,,,,,21.17,91.13,1.06,1.77,6.67
gin_beyla,1981-10-27,,,,,,22.09,82.25,1.08,1.83,1.17
gin_beyla,1981-10-28,,,,,,23.22,84.39,1.23,1.96,6.71
gin_beyla,1981-10-29,,,,,,23.19,87.77,1.03,1.75,11.4
gin_beyla,1981-10-30,,,,,,23.34,85.92,1.11,1.9,7.56
gin_beyla,1981-10-31,,,,,,23.11,84.13,0.9,1.58,3.79
gin_beyla,1981-11-01,,,,,,22.66,85.12,1.5,2.55,15.47
gin_beyla,1981-11-02,,,,,,23.2,85.97,1.04,1.71,24.15
gin_beyla,1981-11-03,,,,,,23.52,84.66,1.1,1.76,3.56
gin_beyla,1981-11-04,,,,,,23.12,85.34,0.66,1.13,2.73
gin_beyla,1981-11-05,,,,,,22.68,82.58,0.82,1.36,1.5
gin_beyla,1981-11-06,,,,,,22.09,84.06,1.27,2.19,2.15
gin_beyla,1981-11-07,,,,,,22.29,83.0,1.32,2.23,0.78
gin_beyla,1981-11-08,,,,,,21.85,79.87,1.37,2.45,0.53
gin_beyla,1981-11-09,,,,,,22.04,82.15,1.63,2.69,2.4
gin_beyla,1981-11-10,,,,,,22.53,87.8,1.57,2.46,3.73
gin_beyla,1981-11-11,,,,,,22.46,82.46,1.81,2.99,0.08
gin_beyla,1981-11-12,,,,,,23.59,70.25,0.81,1.28,0.33
gin_beyla,1981-11-13,,,,,,23.3,78.3,1.12,1.77,0.69
gin_beyla,1981-11-14,,,,,,22.87,82.85,1.24,2.07,1.18
gin_beyla,1981-11-15,,,,,,23.0,81.89,1.49,2.4,2.91
gin_beyla,1981-11-16,,,,,,22.69,84.06,1.67,2.73,4.94
gin_beyla,1981-11-17,,,,,,22.61,83.11,1.7,2.85,1.64
gin_beyla,1981-11-18,,,,,,22.92,78.86,1.35,2.23,0.35
gin_beyla,1981-11-19,,,,,,23.1,71.5,1.16,1.86,0.04
gin_beyla,1981-11-20,,,,,,22.83,79.85,1.26,2.08,0.52
gin_beyla,1981-11-21,,,,,,22.63,83.5,1.46,2.29,0.49
gin_beyla,1981-11-22,,,,,,21.67,80.96,1.8,3.04,0.93
gin_beyla,1981-11-23,,,,,,20.56,76.81,1.65,2.83,0.06
gin_beyla,1981-11-24,,,,,,19.15,73.17,1.96,3.38,0.0
gin_beyla,1981-11-25,,,,,,19.45,72.38,1.7,2.92,0.0
gin_beyla,1981-11-26,,,,,,20.83,72.03,1.52,2.59,0.0
gin_beyla,1981-11-27,,,,,,20.61,72.26,2.0,3.45,0.0
gin_beyla,1981-11-28,,,,,,20.46,77.57,1.63,2.87,0.0
gin_beyla,1981-11-29,,,,,,21.9,76.77,1.25,2.14,0.0
gin_beyla,1981-11-30,,,,,,22.97,76.29,1.01,1.61,0.0
gin_beyla,1981-12-01,,,,,,22.63,81.57,1.3,2.1,0.0
gin_beyla,1981-12-02,,,,,,22.2,83.65,1.06,1.75,0.07
gin_beyla,1981-12-03,,,,,,21.68,77.43,2.01,3.33,0.0
gin_beyla,1981-12-04,,,,,,19.96,72.25,1.82,3.19,0.0
gin_beyla,1981-12-05,,,,,,20.83,64.56,1.47,2.51,0.0
gin_beyla,1981-12-06,,,,,,19.85,64.82,1.65,2.93,0.0
gin_beyla,1981-12-07,,,,,,19.86,64.81,1.3,2.32,0.01
gin_beyla,1981-12-08,,,,,,20.49,65.85,1.49,2.65,0.28
gin_beyla,1981-12-09,,,,,,20.82,77.55,1.81,3.03,0.3
gin_beyla,1981-12-10,,,,,,20.38,67.46,1.96,3.38,0.0
gin_beyla,1981-12-11,,,,,,20.16,65.11,1.73,3.03,0.0
gin_beyla,1981-12-12,,,,,,20.84,62.47,1.51,2.67,0.0
gin_beyla,1981-12-13,,,,,,21.64,72.17,1.27,2.28,0.0
gin_beyla,1981-12-14,,,,,,21.89,78.54,1.47,2.49,0.0
gin_beyla,1981-12-15,,,,,,21.85,73.0,1.77,2.94,0.0
gin_beyla,1981-12-16,,,,,,21.26,59.91,1.0,1.71,0.0
gin_beyla,1981-12-17,,,,,,22.2,62.22,1.37,2.3,0.0
gin_beyla,1981-12-18,,,,,,22.76,65.88,1.19,1.99,0.0
gin_beyla,1981-12-19,,,,,,22.96,71.5,1.24,2.01,0.0
gin_beyla,1981-12-20,,,,,,20.44,71.81,1.34,2.42,0.0
gin_beyla,1981-12-21,,,,,,21.3,67.04,1.86,3.12,0.0
gin_beyla,1981-12-22,,,,,,22.58,79.25,1.19,1.92,0.21
