localite,date,ghi,dni,dhi,kt,albedo,t2m,rh2m,vent_2m,vent_10m,precipitation
gin_faranah_centre,1988-02-08,4.8254,,2.916,,,23.32,46.19,1.27,1.96,0.0
gin_faranah_centre,1988-02-09,6.1171,,2.196,,,21.99,50.4,1.62,2.6,0.0
gin_faranah_centre,1988-02-10,5.2075,,2.664,,,19.8,48.62,2.69,4.29,0.0
gin_faranah_centre,1988-02-11,6.0689,,2.436,,,19.16,46.99,1.91,3.05,0.0
gin_faranah_centre,1988-02-12,5.1583,,2.952,,,19.86,48.7,2.06,3.43,0.0
gin_faranah_centre,1988-02-13,5.4178,,3.0,,,20.58,45.51,1.04,1.7,0.0
gin_faranah_centre,1988-02-14,5.7833,,2.664,,,22.7,45.83,0.89,1.46,0.0
gin_faranah_centre,1988-02-15,5.2524,,2.9232,,,22.51,55.8,1.14,2.04,0.0
gin_faranah_centre,1988-02-16,4.1621,,3.4392,,,23.11,52.56,0.99,1.56,0.0
gin_faranah_centre,1988-02-17,5.3316,,3.0888,,,25.62,40.43,1.42,2.06,0.0
gin_faranah_centre,1988-02-18,6.1699,,2.5296,,,25.07,53.16,1.49,2.26,0.0
gin_faranah_centre,1988-02-19,6.1536,,2.3808,,,25.2,61.63,1.55,2.43,0.0
gin_faranah_centre,1988-02-20,6.0602,,3.3216,,,25.26,43.84,1.39,2.08,0.05
gin_faranah_centre,1988-02-21,6.0799,,3.2928,,,25.14,52.9,1.09,1.83,0.01
gin_faranah_centre,1988-02-22,6.3384,,2.5584,,,23.37,76.26,1.5,2.47,0.01
gin_faranah_centre,1988-02-23,6.0566,,3.2688,,,23.25,81.72,1.77,2.82,0.25
gin_faranah_centre,1988-02-24,4.0718,,3.4272,,,23.53,77.07,1.46,2.19,0.51
gin_faranah_centre,1988-02-25,5.6686,,5.5416,,,25.32,60.16,2.16,3.42,0.31
gin_faranah_centre,1988-02-26,5.4098,,3.4296,,,24.75,56.08,1.18,2.03,3.99
gin_faranah_centre,1988-02-27,5.8426,,4.428,,,24.9,52.08,2.02,3.27,2.3
gin_faranah_centre,1988-02-28,5.5603,,5.4096,,,24.97,60.96,1.47,2.42,0.05
gin_faranah_centre,1988-02-29,5.1269,,3.3192,,,26.13,68.75,2.12,3.16,0.24
gin_faranah_centre,1988-03-01,6.3852,,2.724,,,26.32,68.4,2.97,4.25,0.03
gin_faranah_centre,1988-03-02,5.1703,,3.852,,,25.69,68.64,1.8,2.69,0.11
gin_faranah_centre,1988-03-03,6.1918,,3.396,,,26.49,70.62,1.23,1.97,0.27
gin_faranah_centre,1988-03-04,6.7987,,2.3664,,,26.3,61.42,1.62,2.54,0.0
gin_faranah_centre,1988-03-05,6.9002,,2.16,,,26.04,58.19,1.42,2.27,0.0
gin_faranah_centre,1988-03-06,6.2971,,2.8392,,,26.55,56.09,1.68,2.54,0.01
gin_faranah_centre,1988-03-07,6.2278,,2.7648,,,26.59,59.68,1.67,2.6,0.0
gin_faranah_centre,1988-03-08,6.7094,,2.6376,,,24.59,70.62,2.65,3.8,0.41
gin_faranah_centre,1988-03-09,6.4234,,2.8056,,,25.51,68.43,1.39,2.15,0.17
gin_faranah_centre,1988-03-10,6.5472,,3.1128,,,26.97,60.74,1.84,2.84,0.08
gin_faranah_centre,1988-03-11,6.8822,,3.3048,,,26.05,45.14,1.54,2.36,0.1
gin_faranah_centre,1988-03-12,6.7469,,3.1128,,,25.78,49.35,1.23,1.92,0.52
gin_faranah_centre,1988-03-13,6.4526,,3.2472,,,25.97,52.15,1.8,2.72,0.03
gin_faranah_centre,1988-03-14,6.816,,3.0,,,25.07,57.82,1.37,2.1,0.07
gin_faranah_centre,1988-03-15,6.1313,,2.8992,,,26.45,60.61,1.28,2.12,0.09
gin_faranah_centre,1988-03-16,6.6019,,3.1128,,,26.77,67.47,2.29,3.35,3.34
gin_faranah_centre,1988-03-17,5.999,,3.192,,,25.63,70.82,3.29,4.66,0.39
gin_faranah_centre,1988-03-18,4.3034,,4.4736,,,25.94,58.1,2.29,3.49,0.09
gin_faranah_centre,1988-03-19,5.9522,,3.5544,,,26.98,47.0,1.7,2.7,0.06
gin_faranah_centre,1988-03-20,6.305,,3.4944,,,26.33,64.2,3.61,5.11,0.23
gin_faranah_centre,1988-03-21,6.5225,,3.6288,,,24.74,68.22,2.88,4.21,0.05
gin_faranah_centre,1988-03-22,6.0811,,3.7272,,,26.4,52.62,1.91,2.86,0.0
gin_faranah_centre,1988-03-23,6.4954,,3.096,,,26.48,57.66,1.64,2.58,0.0
gin_faranah_centre,1988-03-24,6.0535,,2.7336,,,27.53,56.85,2.12,3.17,0.06
gin_faranah_centre,1988-03-25,5.4199,,3.6024,,,27.69,56.44,1.86,2.87,0.07
gin_faranah_centre,1988-03-26,5.9916,,5.8776,,,27.99,52.18,1.51,2.21,0.03
gin_faranah_centre,1988-03-27,6.103,,3.4032,,,27.72,53.7,1.13,1.79,0.43
gin_faranah_centre,1988-03-28,5.4511,,4.9032,,,28.42,63.18,1.07,1.65,2.3
gin_faranah_centre,1988-03-29,6.1829,,3.1224,,,29.97,58.51,1.35,2.1,1.03
gin_faranah_centre,1988-03-30,5.3371,,4.8624,,,29.18,58.98,2.07,3.09,1.73
gin_faranah_centre,1988-03-31,5.8198,,3.7032,,,28.64,62.89,2.16,3.17,1.8
gin_faranah_centre,1988-04-01,6.0665,,3.7416,,,29.19,57.9,2.15,3.13,0.02
gin_faranah_centre,1988-04-02,6.4176,,2.4528,,,29.3,56.58,2.76,3.97,0.0
gin_faranah_centre,1988-04-03,5.9664,,3.7008,,,28.81,56.9,3.08,4.4,0.0
gin_faranah_centre,1988-04-04,6.8266,,3.0336,,,28.59,53.41,2.24,3.31,0.0
gin_faranah_centre,1988-04-05,5.7682,,3.2328,,,28.94,57.41,2.63,3.81,0.19
gin_faranah_centre,1988-04-06,6.6425,,1.74,,,28.42,56.61,2.93,4.2,4.05
gin_faranah_centre,1988-04-07,5.8522,,3.1608,,,27.65,61.36,3.14,4.48,3.86
gin_faranah_centre,1988-04-08,6.7378,,3.0672,,,27.97,54.48,2.36,3.46,0.98
gin_faranah_centre,1988-04-09,6.5592,,3.4392,,,27.46,64.69,3.03,4.32,3.47
gin_faranah_centre,1988-04-10,6.9209,,1.992,,,27.03,70.33,2.38,3.41,8.64
gin_faranah_centre,1988-04-11,4.8394,,2.4096,,,27.72,69.47,1.71,2.61,3.55
gin_faranah_centre,1988-04-12,4.931,,3.6408,,,28.2,64.05,1.78,2.8,5.54
gin_faranah_centre,1988-04-13,3.5842,,3.2136,,,26.06,78.51,1.81,2.76,5.43
gin_faranah_centre,1988-04-14,5.1473,,3.2232,,,26.66,71.87,2.11,3.12,1.0
gin_faranah_centre,1988-04-15,6.2633,,3.3384,,,25.53,78.52,3.33,4.8,2.9
gin_faranah_centre,1988-04-16,7.4726,,2.1408,,,26.54,70.19,3.42,4.87,0.46
gin_faranah_centre,1988-04-17,7.3164,,1.4112,,,25.58,75.61,2.57,3.77,0.83
gin_faranah_centre,1988-04-18,6.7051,,1.6944,,,27.33,63.58,2.14,3.21,0.39
gin_faranah_centre,1988-04-19,7.1642,,1.7712,,,28.0,52.43,2.31,3.39,0.0
gin_faranah_centre,1988-04-20,7.7237,,1.3584,,,26.83,50.91,2.72,4.0,0.0
gin_faranah_centre,1988-04-21,7.3771,,1.2936,,,27.02,56.79,3.57,5.07,0.03
gin_faranah_centre,1988-04-22,5.6542,,2.1768,,,28.47,59.95,1.94,2.83,1.29
gin_faranah_centre,1988-04-23,7.0747,,2.5488,,,27.0,71.14,1.4,2.12,3.47
gin_faranah_centre,1988-04-24,6.5712,,2.664,,,25.52,80.9,2.2,3.21,3.81
gin_faranah_centre,1988-04-25,6.2496,,3.0,,,26.07,75.78,2.72,3.92,2.19
gin_faranah_centre,1988-04-26,6.7882,,2.3808,,,27.35,65.36,1.71,2.59,4.09
gin_faranah_centre,1988-04-27,7.0574,,1.944,,,25.9,79.23,1.93,2.83,26.06
gin_faranah_centre,1988-04-28,6.0967,,4.104,,,24.29,84.35,1.94,2.91,18.36
gin_faranah_centre,1988-04-29,7.0054,,2.2776,,,24.2,84.59,0.96,1.47,48.46
gin_faranah_centre,1988-04-30,4.1609,,2.8176,,,25.77,79.93,0.99,1.49,11.55
gin_faranah_centre,1988-05-01,6.5172,,2.5056,,,25.18,83.29,1.65,2.54,0.24
gin_faranah_centre,1988-05-02,7.1071,,1.3824,,,26.73,74.59,1.52,2.33,0.07
gin_faranah_centre,1988-05-03,6.8088,,2.628,,,26.65,72.87,2.32,3.47,0.02
gin_faranah_centre,1988-05-04,7.1753,,2.1048,,,26.21,78.58,2.64,3.89,0.07
gin_faranah_centre,1988-05-05,6.7082,,3.1608,,,26.66,76.98,2.22,3.3,0.06
gin_faranah_centre,1988-05-06,7.2475,,3.4992,,,26.87,74.85,1.51,2.35,0.01
gin_faranah_centre,1988-05-07,6.6125,,2.9208,,,26.46,77.95,2.07,3.15,0.11
gin_faranah_centre,1988-05-08,6.8131,,2.9448,,,26.43,79.03,1.66,2.56,0.51
gin_faranah_centre,1988-05-09,5.7754,,5.484,,,26.84,75.97,1.61,2.49,0.34
gin_faranah_centre,1988-05-10,6.924,,2.7792,,,27.36,74.04,1.53,2.38,0.53
gin_faranah_centre,1988-05-11,6.2366,,3.108,,,26.24,79.15,2.06,3.07,1.52
gin_faranah_centre,1988-05-12,5.053,,3.7152,,,24.89,80.97,1.91,2.84,0.98
gin_faranah_centre,1988-05-13,6.9151,,2.1984,,,25.02,80.01,2.72,4.0,0.94
gin_faranah_centre,1988-05-14,6.5842,,3.3144,,,26.94,69.63,2.41,3.53,0.28
gin_faranah_centre,1988-05-15,4.9411,,4.0176,,,26.34,68.91,2.52,3.69,0.59
gin_faranah_centre,1988-05-16,6.4428,,3.6024,,,27.11,68.22,2.46,3.62,0.65
gin_faranah_centre,1988-05-17,6.8827,,2.3208,,,27.21,71.65,3.13,4.5,0.45
gin_faranah_centre,1988-05-18,6.6065,,2.484,,,27.02,71.89,2.32,3.43,0.89
gin_faranah_centre,1988-05-19,7.4052,,1.3632,,,26.47,75.98,2.04,3.06,1.27
gin_faranah_centre,1988-05-20,5.9474,,2.9664,,,25.73,81.68,1.67,2.58,2.32
gin_faranah_centre,1988-05-21,7.2816,,2.0328,,,27.03,76.46,2.0,2.98,7.85
gin_faranah_centre,1988-05-22,6.8806,,2.304,,,26.66,80.4,2.34,3.49,12.83
gin_faranah_centre,1988-05-23,6.6413,,3.4824,,,26.87,76.96,2.0,3.01,3.91
gin_faranah_centre,1988-05-24,6.9485,,2.0712,,,26.3,81.28,1.96,2.99,10.27
gin_faranah_centre,1988-05-25,5.5147,,4.0248,,,26.23,83.11,1.46,2.35,14.69
gin_faranah_centre,1988-05-26,6.4226,,3.0072,,,25.47,86.45,1.84,2.82,8.49
gin_faranah_centre,1988-05-27,4.433,,3.3744,,,25.07,86.6,1.79,2.78,11.84
gin_faranah_centre,1988-05-28,4.2665,,2.9952,,,25.39,83.63,1.5,2.43,13.67
gin_faranah_centre,1988-05-29,6.7174,,2.5944,,,26.31,77.41,0.91,1.56,7.13
gin_faranah_centre,1988-05-30,6.761,,2.4168,,,25.97,84.49,2.53,3.75,14.01
gin_faranah_centre,1988-05-31,6.6977,,2.3544,,,25.76,86.18,2.13,3.2,9.24
gin_faranah_centre,1988-06-01,6.4046,,4.1208,,,24.78,88.82,2.61,3.87,11.1
gin_faranah_centre,1988-06-02,4.0476,,4.0392,,,24.53,87.19,3.63,5.32,25.09
gin_faranah_centre,1988-06-03,6.3281,,4.3128,,,23.69,88.81,2.74,4.05,17.01
gin_faranah_centre,1988-06-04,6.7361,,3.7272,,,23.49,84.87,2.72,4.01,1.84
gin_faranah_centre,1988-06-05,4.8754,,5.1048,,,24.66,81.73,1.83,2.75,2.17
gin_faranah_centre,1988-06-06,6.137,,4.332,,,24.88,86.22,2.08,3.09,7.14
gin_faranah_centre,1988-06-07,5.4062,,3.864,,,24.53,87.9,3.14,4.61,6.2
gin_faranah_centre,1988-06-08,4.8158,,3.2376,,,24.37,87.97,2.93,4.34,10.34
gin_faranah_centre,1988-06-09,6.3634,,2.8512,,,24.04,85.15,1.86,2.81,3.42
gin_faranah_centre,1988-06-10,6.852,,2.2896,,,25.09,82.25,1.31,2.03,9.95
gin_faranah_centre,1988-06-11,5.0714,,2.6904,,,25.17,85.82,1.44,2.29,20.98
gin_faranah_centre,1988-06-12,6.2244,,3.588,,,25.55,83.3,1.24,2.03,7.14
gin_faranah_centre,1988-06-13,6.1596,,4.1784,,,25.22,84.47,1.0,1.58,13.43
gin_faranah_centre,1988-06-14,5.9249,,5.2944,,,25.48,84.63,1.47,2.35,12.02
gin_faranah_centre,1988-06-15,6.8724,,1.8096,,,25.26,85.5,1.52,2.28,8.64
gin_faranah_centre,1988-06-16,6.7313,,2.3208,,,24.83,87.02,1.55,2.43,7.0
gin_faranah_centre,1988-06-17,6.0461,,4.4088,,,23.98,89.18,1.94,2.92,6.22
gin_faranah_centre,1988-06-18,5.9258,,3.312,,,24.74,84.58,1.1,1.71,8.01
gin_faranah_centre,1988-06-19,4.6392,,3.108,,,24.3,88.63,1.38,2.23,36.71
gin_faranah_centre,1988-06-20,6.2808,,2.9016,,,25.08,83.47,1.32,2.07,4.47
gin_faranah_centre,1988-06-21,6.0494,,3.6,,,26.07,80.85,1.17,1.88,4.31
gin_faranah_centre,1988-06-22,5.6659,,3.996,,,25.72,85.6,1.09,1.75,7.14
gin_faranah_centre,1988-06-23,4.7686,,4.8864,,,24.41,88.31,1.16,1.88,12.7
gin_faranah_centre,1988-06-24,2.5519,,1.9704,,,23.81,87.55,1.64,2.5,8.95
gin_faranah_centre,1988-06-25,6.257,,2.3472,,,23.11,88.32,2.11,3.24,3.39
gin_faranah_centre,1988-06-26,6.2518,,3.828,,,24.13,83.98,1.45,2.28,3.96
gin_faranah_centre,1988-06-27,5.4007,,4.7688,,,24.96,82.58,1.47,2.34,3.88
gin_faranah_centre,1988-06-28,2.6873,,2.0088,,,24.62,88.57,2.29,3.5,8.34
gin_faranah_centre,1988-06-29,5.6018,,5.484,,,24.54,89.42,2.39,3.59,4.76
gin_faranah_centre,1988-06-30,5.1178,,4.4448,,,23.62,88.3,2.41,3.64,12.78
gin_faranah_centre,1988-07-01,3.1886,,2.4864,,,23.48,86.87,1.9,2.84,20.18
gin_faranah_centre,1988-07-02,5.8003,,5.0256,,,23.71,86.53,1.95,2.94,5.97
gin_faranah_centre,1988-07-03,5.8625,,3.564,,,23.46,88.67,1.51,2.36,12.09
gin_faranah_centre,1988-07-04,6.1906,,4.1928,,,22.99,86.4,1.06,1.65,8.13
gin_faranah_centre,1988-07-05,5.4194,,4.4088,,,23.39,87.55,1.67,2.62,4.75
gin_faranah_centre,1988-07-06,4.3282,,3.9696,,,25.04,83.22,1.13,1.73,6.08
gin_faranah_centre,1988-07-07,5.4586,,4.9344,,,24.0,90.29,1.31,2.04,2.15
gin_faranah_centre,1988-07-08,5.5241,,4.5408,,,24.38,86.12,2.61,3.86,3.75
gin_faranah_centre,1988-07-09,4.5132,,3.1776,,,24.0,87.95,3.13,4.67,13.8
gin_faranah_centre,1988-07-10,5.8411,,4.2096,,,22.97,92.56,2.13,3.29,10.21
gin_faranah_centre,1988-07-11,5.1492,,4.3176,,,22.86,92.3,2.66,4.04,16.63
gin_faranah_centre,1988-07-12,4.981,,4.9536,,,22.2,91.83,2.55,3.83,24.91
gin_faranah_centre,1988-07-13,4.6966,,4.5312,,,23.87,87.31,2.17,3.28,26.38
gin_faranah_centre,1988-07-14,6.1961,,3.6624,,,22.8,86.08,1.23,1.95,7.19
gin_faranah_centre,1988-07-15,4.991,,4.56,,,22.59,89.52,2.88,4.32,14.08
gin_faranah_centre,1988-07-16,5.6326,,4.356,,,23.14,87.2,2.25,3.4,5.64
gin_faranah_centre,1988-07-17,2.0928,,1.4592,,,24.02,86.8,1.96,3.0,8.56
gin_faranah_centre,1988-07-18,6.1248,,3.948,,,24.01,83.83,0.71,1.16,13.13
gin_faranah_centre,1988-07-19,5.3146,,4.812,,,24.2,86.18,1.08,1.65,11.86
gin_faranah_centre,1988-07-20,5.5997,,5.0688,,,23.68,88.49,2.6,3.91,10.25
gin_faranah_centre,1988-07-21,3.9895,,3.6264,,,24.13,88.72,2.49,3.73,20.4
gin_faranah_centre,1988-07-22,5.9981,,4.7808,,,23.87,86.42,1.38,2.12,6.55
gin_faranah_centre,1988-07-23,5.6227,,4.86,,,23.1,87.35,2.32,3.46,7.46
gin_faranah_centre,1988-07-24,4.6901,,4.1472,,,23.99,87.98,2.12,3.22,19.28
gin_faranah_centre,1988-07-25,4.8142,,4.6392,,,24.49,84.32,1.25,1.97,12.78
gin_faranah_centre,1988-07-26,4.9354,,4.92,,,22.94,87.89,2.71,4.0,4.82
gin_faranah_centre,1988-07-27,5.6201,,4.584,,,23.05,86.49,2.62,3.9,8.21
gin_faranah_centre,1988-07-28,5.4432,,5.1816,,,22.98,88.34,2.31,3.56,15.28
gin_faranah_centre,1988-07-29,4.9042,,4.4976,,,23.42,88.15,1.69,2.64,6.49
gin_faranah_centre,1988-07-30,4.5511,,4.32,,,23.69,89.81,2.69,4.01,21.24
gin_faranah_centre,1988-07-31,5.3863,,4.6512,,,22.11,92.86,3.23,4.85,23.95
gin_faranah_centre,1988-08-01,4.2734,,3.516,,,23.1,88.73,2.77,4.11,21.76
gin_faranah_centre,1988-08-02,5.129,,5.0232,,,22.57,91.69,2.92,4.38,29.28
gin_faranah_centre,1988-08-03,5.6287,,4.7424,,,23.53,88.96,2.54,3.81,13.99
gin_faranah_centre,1988-08-04,6.1843,,4.488,,,23.28,90.65,2.27,3.44,5.59
gin_faranah_centre,1988-08-05,6.312,,4.7208,,,23.77,89.3,2.45,3.71,9.38
gin_faranah_centre,1988-08-06,5.376,,5.2128,,,23.87,86.14,1.04,1.74,5.42
gin_faranah_centre,1988-08-07,5.3657,,4.5192,,,22.64,90.71,2.11,3.19,7.31
gin_faranah_centre,1988-08-08,5.5889,,4.464,,,22.89,89.98,2.67,3.98,12.67
gin_faranah_centre,1988-08-09,5.4677,,5.2104,,,23.1,90.68,2.39,3.57,22.86
gin_faranah_centre,1988-08-10,6.2052,,3.5664,,,22.97,90.83,2.48,3.7,7.68
gin_faranah_centre,1988-08-11,4.7578,,4.6248,,,23.86,87.57,1.79,2.76,9.84
gin_faranah_centre,1988-08-12,3.2798,,2.9592,,,24.29,88.47,2.07,3.13,4.88
gin_faranah_centre,1988-08-13,5.2104,,4.812,,,22.28,93.08,2.84,4.28,6.44
gin_faranah_centre,1988-08-14,5.6585,,5.2248,,,22.33,92.72,2.9,4.34,15.8
gin_faranah_centre,1988-08-15,3.2059,,2.6184,,,22.24,93.03,3.24,4.86,12.92
gin_faranah_centre,1988-08-16,5.4958,,4.8288,,,23.09,89.42,3.23,4.82,15.93
gin_faranah_centre,1988-08-17,5.0426,,4.7904,,,23.29,90.17,2.35,3.55,11.79
gin_faranah_centre,1988-08-18,4.6207,,4.4808,,,22.18,92.72,2.69,4.05,34.04
gin_faranah_centre,1988-08-19,2.868,,2.2224,,,22.88,92.25,1.97,3.03,30.7
gin_faranah_centre,1988-08-20,4.8336,,4.8576,,,22.13,94.85,3.18,4.82,12.96
gin_faranah_centre,1988-08-21,4.6344,,4.4472,,,22.84,90.1,2.84,4.26,13.36
gin_faranah_centre,1988-08-22,4.2322,,3.7464,,,22.69,91.26,1.98,3.03,23.6
gin_faranah_centre,1988-08-23,4.7194,,4.4568,,,23.61,91.64,1.6,2.48,34.1
gin_faranah_centre,1988-08-24,4.7105,,4.7616,,,23.57,89.5,1.99,2.99,7.07
gin_faranah_centre,1988-08-25,4.991,,4.7976,,,23.48,89.4,2.37,3.53,4.7
gin_faranah_centre,1988-08-26,3.0233,,2.3376,,,23.15,90.88,2.37,3.55,12.05
gin_faranah_centre,1988-08-27,4.6054,,4.2408,,,22.45,93.07,2.49,3.74,16.9
gin_faranah_centre,1988-08-28,4.8624,,4.788,,,23.01,90.38,2.28,3.44,13.74
gin_faranah_centre,1988-08-29,4.855,,4.6032,,,22.48,90.34,1.65,2.47,34.77
gin_faranah_centre,1988-08-30,4.907,,4.6752,,,23.19,85.33,0.73,1.18,15.88
gin_faranah_centre,1988-08-31,5.1749,,4.6824,,,23.76,88.97,2.4,3.61,30.75
gin_faranah_centre,1988-09-01,3.4646,,3.0312,,,23.35,90.86,2.09,3.13,49.93
gin_faranah_centre,1988-09-02,4.9102,,4.8816,,,22.43,93.29,1.93,2.99,16.25
gin_faranah_centre,1988-09-03,5.6474,,4.4184,,,23.59,89.43,1.92,2.92,21.53
gin_faranah_centre,1988-09-04,5.0405,,4.9416,,,23.88,86.76,0.84,1.39,26.97
gin_faranah_centre,1988-09-05,4.7657,,4.4784,,,23.3,91.16,1.9,2.86,23.03
gin_faranah_centre,1988-09-06,4.7412,,3.3144,,,22.04,94.2,2.49,3.8,31.94
gin_faranah_centre,1988-09-07,5.5486,,4.2624,,,21.5,94.12,2.16,3.32,34.4
gin_faranah_centre,1988-09-08,5.9364,,4.8408,,,23.18,86.49,1.29,2.07,2.56
gin_faranah_centre,1988-09-09,2.9486,,2.0952,,,24.27,86.34,1.53,2.28,7.38
gin_faranah_centre,1988-09-10,6.2544,,4.3056,,,24.41,87.05,1.0,1.62,10.64
gin_faranah_centre,1988-09-11,5.6731,,4.3176,,,23.93,90.26,2.34,3.58,3.36
gin_faranah_centre,1988-09-12,5.8291,,5.3784,,,23.6,90.63,2.61,3.93,7.32
gin_faranah_centre,1988-09-13,5.3892,,5.1144,,,22.22,92.33,1.82,2.84,13.49
gin_faranah_centre,1988-09-14,6.0216,,3.8568,,,23.27,89.43,1.74,2.74,14.84
gin_faranah_centre,1988-09-15,4.7803,,4.6632,,,22.85,93.85,2.58,3.93,16.27
gin_faranah_centre,1988-09-16,5.9155,,4.4088,,,23.46,89.88,2.0,3.07,27.63
gin_faranah_centre,1988-09-17,3.468,,2.8128,,,22.09,95.21,2.24,3.44,21.66
gin_faranah_centre,1988-09-18,4.7136,,4.536,,,22.98,92.6,2.24,3.36,9.51
gin_faranah_centre,1988-09-19,5.8927,,4.7904,,,23.25,89.29,1.95,3.01,7.78
gin_faranah_centre,1988-09-20,6.1051,,4.848,,,25.05,81.77,1.02,1.53,2.67
gin_faranah_centre,1988-09-21,5.0354,,3.6792,,,24.77,84.83,0.96,1.57,5.59
gin_faranah_centre,1988-09-22,6.1171,,4.4784,,,24.99,83.6,0.7,1.18,6.84
gin_faranah_centre,1988-09-23,3.5201,,3.0888,,,24.37,86.27,1.07,1.77,8.23
gin_faranah_centre,1988-09-24,5.9789,,4.6752,,,24.38,84.1,1.2,1.87,10.43
gin_faranah_centre,1988-09-25,6.2566,,4.2168,,,23.98,88.4,1.52,2.38,17.49
gin_faranah_centre,1988-09-26,4.8242,,4.6392,,,23.4,90.24,1.65,2.56,13.56
gin_faranah_centre,1988-09-27,5.7062,,4.776,,,22.84,91.6,2.27,3.47,11.94
gin_faranah_centre,1988-09-28,5.334,,4.3992,,,23.9,88.77,1.62,2.49,26.55
gin_faranah_centre,1988-09-29,5.5783,,4.872,,,24.43,86.53,1.07,1.7,14.79
gin_faranah_centre,1988-09-30,5.5111,,4.6704,,,24.62,86.18,0.73,1.25,10.02
gin_faranah_centre,1988-10-01,4.5948,,4.3704,,,23.83,86.29,1.1,1.79,25.9
gin_faranah_centre,1988-10-02,4.8521,,4.2216,,,24.01,84.76,0.73,1.22,16.41
gin_faranah_centre,1988-10-03,5.5207,,4.9464,,,23.87,89.11,1.53,2.41,6.71
gin_faranah_centre,1988-10-04,3.2731,,2.8656,,,24.12,89.18,1.17,1.9,9.02
gin_faranah_centre,1988-10-05,5.5682,,4.0872,,,23.97,89.23,3.49,5.21,1.72
gin_faranah_centre,1988-10-06,5.6155,,3.7824,,,24.52,83.03,1.2,1.89,1.97
gin_faranah_centre,1988-10-07,5.892,,4.4376,,,23.94,84.7,0.91,1.53,2.36
gin_faranah_centre,1988-10-08,5.5198,,4.3224,,,24.36,84.53,1.31,2.21,7.44
gin_faranah_centre,1988-10-09,6.2498,,2.9256,,,24.2,83.19,1.28,2.21,2.42
gin_faranah_centre,1988-10-10,5.4816,,3.1008,,,23.76,88.92,1.63,2.65,12.27
gin_faranah_centre,1988-10-11,5.4634,,2.8488,,,24.68,87.33,1.08,1.74,8.12
gin_faranah_centre,1988-10-12,5.5085,,5.0664,,,24.52,84.21,0.85,1.42,10.1
gin_faranah_centre,1988-10-13,6.5426,,2.3352,,,24.46,82.82,0.91,1.54,0.93
gin_faranah_centre,1988-10-14,6.0499,,2.832,,,24.56,83.39,1.28,2.15,1.39
gin_faranah_centre,1988-10-15,4.6507,,4.5624,,,25.05,84.2,1.06,1.63,9.3
gin_faranah_centre,1988-10-16,4.2468,,3.8112,,,24.95,87.36,0.88,1.27,11.49
gin_faranah_centre,1988-10-17,5.0081,,4.0512,,,23.86,90.33,1.91,2.94,17.43
gin_faranah_centre,1988-10-18,3.2465,,2.4792,,,23.82,91.26,1.58,2.56,6.2
gin_faranah_centre,1988-10-19,4.3378,,3.3744,,,23.4,90.8,1.01,1.63,4.42
gin_faranah_centre,1988-10-20,5.2704,,4.6344,,,24.39,86.32,1.02,1.7,3.51
gin_faranah_centre,1988-10-21,6.067,,3.1416,,,24.46,84.83,1.38,2.23,5.15
gin_faranah_centre,1988-10-22,6.3108,,2.4624,,,24.75,81.58,0.9,1.45,12.54
gin_faranah_centre,1988-10-23,6.2066,,2.6592,,,24.35,83.88,1.08,1.92,0.41
gin_faranah_centre,1988-10-24,6.0336,,3.0,,,24.91,82.85,0.92,1.54,0.18
gin_faranah_centre,1988-10-25,5.8805,,2.7288,,,24.61,84.72,0.87,1.4,0.45
gin_faranah_centre,1988-10-26,6.078,,2.8896,,,25.15,79.62,0.88,1.43,0.33
gin_faranah_centre,1988-10-27,5.9642,,2.2632,,,25.47,75.39,0.46,0.76,0.39
gin_faranah_centre,1988-10-28,6.4226,,1.8552,,,24.25,84.74,1.05,1.69,6.05
gin_faranah_centre,1988-10-29,5.7785,,1.9224,,,24.37,86.52,1.65,2.7,3.59
gin_faranah_centre,1988-10-30,6.5966,,1.5672,,,25.14,83.55,1.16,1.94,2.86
gin_faranah_centre,1988-10-31,6.18,,2.2632,,,25.08,82.47,1.07,1.75,1.83
gin_faranah_centre,1988-11-01,5.2301,,4.2216,,,23.98,90.32,1.84,2.82,2.5
gin_faranah_centre,1988-11-02,4.9985,,4.2048,,,24.44,83.0,0.78,1.29,0.64
gin_faranah_centre,1988-11-03,4.9682,,4.6848,,,24.3,84.74,0.79,1.28,5.26
gin_faranah_centre,1988-11-04,4.9699,,4.776,,,23.66,87.73,0.75,1.25,8.56
gin_faranah_centre,1988-11-05,4.1388,,3.8352,,,23.8,87.7,1.17,1.91,12.27
gin_faranah_centre,1988-11-06,6.1344,,2.2248,,,25.01,78.75,0.91,1.39,6.69
gin_faranah_centre,1988-11-07,6.0943,,2.556,,,25.1,77.7,1.1,1.75,0.03
gin_faranah_centre,1988-11-08,6.2489,,2.964,,,24.52,78.11,1.18,2.02,0.01
gin_faranah_centre,1988-11-09,5.2039,,3.2376,,,24.16,72.53,1.1,1.71,0.0
gin_faranah_centre,1988-11-10,5.3206,,2.9784,,,24.02,74.5,1.08,1.84,0.01
gin_faranah_centre,1988-11-11,5.4727,,3.108,,,24.12,77.75,1.11,1.77,0.01
gin_faranah_centre,1988-11-12,5.3911,,3.4752,,,24.7,76.04,0.97,1.57,0.24
gin_faranah_centre,1988-11-13,5.1408,,2.796,,,24.41,77.07,1.31,2.1,0.1
