localite,date,ghi,dni,dhi,kt,albedo,t2m,rh2m,vent_2m,vent_10m,precipitation
gin_beyla,1991-01-01,3.9998,,3.0984,,,20.53,58.53,1.66,2.7,0.0
gin_beyla,1991-01-02,3.666,,3.0048,,,18.53,51.57,1.88,3.28,0.0
gin_beyla,1991-01-03,4.3637,,2.9592,,,18.41,51.37,1.94,3.31,0.0
gin_beyla,1991-01-04,4.6142,,2.8896,,,20.2,48.51,1.46,2.42,0.0
gin_beyla,1991-01-05,4.4314,,2.9304,,,20.77,48.77,1.79,2.94,0.0
gin_beyla,1991-01-06,4.968,,2.5896,,,20.27,51.88,2.02,3.48,0.0
gin_beyla,1991-01-07,5.5478,,2.1576,,,19.95,53.84,2.01,3.58,0.0
gin_beyla,1991-01-08,5.358,,2.304,,,20.05,51.75,2.03,3.39,0.0
gin_beyla,1991-01-09,5.4336,,2.2824,,,20.86,50.05,1.68,2.84,0.0
gin_beyla,1991-01-10,5.3246,,2.5584,,,19.81,53.26,2.2,3.81,0.0
gin_beyla,1991-01-11,5.6174,,2.2824,,,21.5,49.02,1.72,2.84,0.0
gin_beyla,1991-01-12,5.5102,,2.1432,,,22.1,50.13,1.66,2.64,0.0
gin_beyla,1991-01-13,5.303,,2.4336,,,22.12,49.46,1.94,3.12,0.0
gin_beyla,1991-01-14,5.335,,2.4048,,,22.86,51.45,1.33,2.13,0.0
gin_beyla,1991-01-15,5.5788,,2.16,,,22.66,72.43,1.54,2.51,0.01
gin_beyla,1991-01-16,5.5361,,2.448,,,23.67,72.61,1.3,2.18,0.72
gin_beyla,1991-01-17,4.4539,,2.9904,,,22.61,75.73,1.59,2.61,2.1
gin_beyla,1991-01-18,5.2918,,2.4456,,,22.49,53.59,2.15,3.35,0.0
gin_beyla,1991-01-19,5.9592,,2.0544,,,23.81,52.33,1.25,1.88,0.39
gin_beyla,1991-01-20,6.0732,,1.9536,,,23.03,69.77,1.34,2.25,0.85
gin_beyla,1991-01-21,5.4365,,2.34,,,22.65,82.39,1.67,2.68,1.74
gin_beyla,1991-01-22,3.8558,,3.9408,,,21.62,82.71,1.25,1.98,8.53
gin_beyla,1991-01-23,4.7549,,4.5072,,,23.47,64.37,1.06,1.68,0.09
gin_beyla,1991-01-24,4.8581,,4.2336,,,23.01,66.74,1.25,2.11,0.72
gin_beyla,1991-01-25,6.4834,,1.8672,,,23.67,69.02,1.0,1.71,0.77
gin_beyla,1991-01-26,6.3322,,1.86,,,24.48,70.73,0.89,1.39,0.14
gin_beyla,1991-01-27,6.1188,,2.2176,,,24.92,60.86,1.14,1.78,0.15
gin_beyla,1991-01-28,6.3742,,1.8792,,,23.28,80.64,1.08,1.86,0.05
gin_beyla,1991-01-29,5.771,,2.436,,,23.19,74.79,1.19,1.93,0.05
gin_beyla,1991-01-30,5.227,,2.7336,,,24.06,63.12,1.13,1.88,0.04
gin_beyla,1991-01-31,6.4582,,2.5584,,,23.08,75.13,0.96,1.63,0.0
gin_beyla,1991-02-01,6.2587,,1.932,,,21.41,60.6,1.81,3.08,0.0
gin_beyla,1991-02-02,6.0031,,2.4072,,,21.58,44.38,2.1,3.38,0.0
gin_beyla,1991-02-03,6.3739,,2.0472,,,21.17,46.59,2.04,3.45,0.0
gin_beyla,1991-02-04,6.258,,2.1096,,,22.57,39.85,1.75,2.72,0.0
gin_beyla,1991-02-05,5.9134,,2.628,,,22.52,39.69,1.64,2.42,0.0
gin_beyla,1991-02-06,6.4008,,1.9056,,,23.17,40.89,1.54,2.38,0.0
gin_beyla,1991-02-07,5.9669,,2.3688,,,23.34,43.24,1.62,2.5,0.0
gin_beyla,1991-02-08,6.5758,,2.436,,,24.02,44.5,1.45,2.18,0.0
gin_beyla,1991-02-09,6.3379,,1.9224,,,24.06,46.47,1.06,1.7,0.0
gin_beyla,1991-02-10,6.2736,,2.2584,,,23.74,67.43,1.38,2.23,0.3
gin_beyla,1991-02-11,4.4791,,3.936,,,24.6,65.15,1.32,2.12,0.6
gin_beyla,1991-02-12,4.6243,,3.2904,,,24.57,72.94,1.22,1.97,0.78
gin_beyla,1991-02-13,2.8906,,3.084,,,23.83,77.32,1.18,1.98,0.83
gin_beyla,1991-02-14,4.5734,,4.152,,,22.73,84.79,2.03,2.97,0.87
gin_beyla,1991-02-15,4.4472,,4.0272,,,22.75,80.82,1.23,1.94,0.11
gin_beyla,1991-02-16,5.917,,2.496,,,23.72,69.5,1.12,1.73,0.08
gin_beyla,1991-02-17,6.1958,,2.6616,,,23.3,79.29,1.55,2.32,0.22
gin_beyla,1991-02-18,4.267,,3.7056,,,23.27,80.52,1.57,2.34,0.09
gin_beyla,1991-02-19,4.7196,,3.4992,,,24.01,76.6,1.5,2.24,0.1
gin_beyla,1991-02-20,4.5883,,3.732,,,24.91,72.09,1.62,2.54,0.32
gin_beyla,1991-02-21,5.7511,,3.0552,,,24.24,73.15,1.89,2.96,0.14
gin_beyla,1991-02-22,6.4937,,2.3352,,,25.08,72.25,1.33,2.02,0.72
gin_beyla,1991-02-23,6.1466,,3.1536,,,25.64,67.98,1.61,2.55,0.95
gin_beyla,1991-02-24,6.4094,,2.9856,,,24.73,68.92,1.32,2.17,0.37
gin_beyla,1991-02-25,6.4051,,3.1752,,,24.98,67.28,2.01,3.0,0.0
gin_beyla,1991-02-26,5.8836,,3.0528,,,24.46,73.83,1.38,2.23,0.0
gin_beyla,1991-02-27,4.7208,,4.1544,,,24.87,72.96,1.25,1.94,0.0
gin_beyla,1991-02-28,4.5792,,3.4128,,,25.38,65.33,1.0,1.58,0.0
gin_beyla,1991-03-01,6.6598,,2.1696,,,25.96,58.23,1.06,1.6,0.0
gin_beyla,1991-03-02,4.6584,,4.5192,,,25.14,62.96,0.99,1.56,0.0
gin_beyla,1991-03-03,4.5019,,5.016,,,25.22,68.83,1.52,2.26,0.0
gin_beyla,1991-03-04,5.977,,4.1832,,,26.18,66.39,1.18,1.92,0.0
gin_beyla,1991-03-05,5.4502,,3.6696,,,25.81,72.45,1.48,2.22,0.0
gin_beyla,1991-03-06,4.693,,2.7912,,,25.71,69.63,1.12,1.79,0.02
gin_beyla,1991-03-07,4.3186,,3.0096,,,25.71,72.7,1.52,2.32,1.31
gin_beyla,1991-03-08,3.713,,4.0224,,,25.65,73.0,1.27,1.96,1.01
gin_beyla,1991-03-09,5.4206,,3.2112,,,24.96,79.1,1.37,2.02,2.93
gin_beyla,1991-03-10,3.9823,,3.6576,,,25.24,77.62,1.55,2.4,8.09
gin_beyla,1991-03-11,6.0744,,2.3424,,,25.69,72.28,1.52,2.3,1.69
gin_beyla,1991-03-12,6.2009,,2.9496,,,24.98,79.02,1.9,2.86,2.34
gin_beyla,1991-03-13,5.215,,3.5304,,,23.72,85.04,2.19,3.29,1.55
gin_beyla,1991-03-14,4.3966,,4.7064,,,24.4,81.91,2.14,3.13,2.43
gin_beyla,1991-03-15,4.7957,,3.0,,,24.67,76.64,1.79,2.77,1.0
gin_beyla,1991-03-16,5.6167,,3.3072,,,26.02,58.26,1.06,1.77,3.88
gin_beyla,1991-03-17,5.466,,3.528,,,25.28,74.93,0.98,1.6,1.86
gin_beyla,1991-03-18,5.4919,,3.7776,,,26.07,64.95,1.42,2.19,0.46
gin_beyla,1991-03-19,6.3463,,2.6304,,,24.99,74.14,1.23,2.05,2.25
gin_beyla,1991-03-20,3.8021,,3.684,,,24.48,77.01,1.37,2.05,0.05
gin_beyla,1991-03-21,4.5876,,3.756,,,24.53,72.27,1.01,1.6,0.22
gin_beyla,1991-03-22,4.481,,4.26,,,24.28,76.02,1.51,2.31,1.39
gin_beyla,1991-03-23,5.5538,,3.204,,,25.46,75.6,1.18,1.8,0.28
gin_beyla,1991-03-24,3.8369,,4.0632,,,25.24,72.77,1.2,1.8,1.24
gin_beyla,1991-03-25,3.7985,,3.4272,,,24.27,76.59,1.25,1.96,1.8
gin_beyla,1991-03-26,4.8761,,5.2656,,,23.67,82.05,1.42,2.22,1.13
gin_beyla,1991-03-27,4.819,,4.836,,,24.35,76.84,0.93,1.51,0.67
gin_beyla,1991-03-28,5.9592,,3.3984,,,24.06,78.0,1.0,1.65,0.45
gin_beyla,1991-03-29,6.0338,,3.2544,,,26.08,64.3,0.86,1.52,0.13
gin_beyla,1991-03-30,3.7123,,3.5448,,,25.74,70.5,1.71,2.66,0.46
gin_beyla,1991-03-31,4.7731,,3.7128,,,25.66,71.09,1.68,2.58,0.23
gin_beyla,1991-04-01,5.9225,,3.4944,,,23.76,80.76,2.35,3.5,2.96
gin_beyla,1991-04-02,5.1094,,3.072,,,22.88,84.17,2.64,3.92,5.3
gin_beyla,1991-04-03,5.5351,,4.6368,,,24.67,74.51,1.95,2.98,0.46
gin_beyla,1991-04-04,5.7401,,2.9064,,,25.42,71.49,1.92,2.9,3.79
gin_beyla,1991-04-05,5.0993,,5.2584,,,24.54,78.97,2.23,3.33,4.47
gin_beyla,1991-04-06,4.8228,,4.7592,,,24.96,78.28,1.16,1.77,2.37
gin_beyla,1991-04-07,4.932,,2.7792,,,23.56,85.99,1.65,2.51,9.22
gin_beyla,1991-04-08,4.1844,,4.608,,,24.24,81.11,1.88,2.8,1.65
gin_beyla,1991-04-09,6.3324,,2.0424,,,23.58,84.28,1.83,2.78,8.08
gin_beyla,1991-04-10,5.5454,,3.204,,,24.76,81.07,1.71,2.61,6.09
gin_beyla,1991-04-11,4.6258,,4.4472,,,24.27,82.73,1.63,2.54,5.1
gin_beyla,1991-04-12,3.4994,,3.6096,,,24.49,79.84,1.56,2.44,9.68
gin_beyla,1991-04-13,5.1209,,3.792,,,24.24,81.2,1.92,2.88,4.52
gin_beyla,1991-04-14,6.0053,,2.9928,,,23.47,84.16,1.47,2.27,7.06
gin_beyla,1991-04-15,3.3739,,2.9088,,,23.17,84.84,1.2,1.94,9.41
gin_beyla,1991-04-16,6.5266,,2.4264,,,24.31,76.59,0.74,1.24,10.79
gin_beyla,1991-04-17,6.5369,,1.9704,,,24.33,81.02,1.5,2.38,6.61
gin_beyla,1991-04-18,5.7869,,4.3608,,,24.07,85.2,1.16,1.85,2.6
gin_beyla,1991-04-19,6.3089,,2.676,,,24.38,83.68,1.07,1.78,2.01
gin_beyla,1991-04-20,5.2296,,3.1152,,,24.17,83.77,1.0,1.61,7.55
gin_beyla,1991-04-21,6.925,,1.6272,,,24.06,86.02,1.48,2.27,4.02
gin_beyla,1991-04-22,6.935,,1.6824,,,24.67,82.56,1.16,1.89,4.8
gin_beyla,1991-04-23,5.0213,,4.512,,,25.14,82.48,1.24,2.01,6.82
gin_beyla,1991-04-24,5.5296,,3.3768,,,24.99,83.14,1.28,1.93,3.86
gin_beyla,1991-04-25,5.4871,,4.4328,,,25.17,83.27,1.3,2.06,8.83
gin_beyla,1991-04-26,4.9889,,4.8048,,,24.79,86.21,1.73,2.69,3.4
gin_beyla,1991-04-27,4.6399,,4.8888,,,24.38,86.65,2.07,3.15,3.54
gin_beyla,1991-04-28,5.1389,,4.0848,,,23.84,84.53,1.32,1.93,1.06
gin_beyla,1991-04-29,4.7626,,4.0512,,,24.05,80.23,0.95,1.46,2.65
gin_beyla,1991-04-30,6.2455,,3.1296,,,23.68,86.58,1.38,2.1,7.57
gin_beyla,1991-05-01,6.2006,,3.5256,,,24.02,82.78,1.65,2.69,5.04
gin_beyla,1991-05-02,5.053,,5.2248,,,24.74,81.35,1.15,1.88,3.79
gin_beyla,1991-05-03,5.8673,,3.7584,,,25.18,82.36,1.44,2.23,2.28
gin_beyla,1991-05-04,5.7708,,3.792,,,25.09,84.32,1.52,2.37,6.3
gin_beyla,1991-05-05,3.7994,,2.5728,,,23.72,88.94,1.37,2.11,2.13
gin_beyla,1991-05-06,4.2852,,4.452,,,23.43,90.09,1.74,2.68,4.45
gin_beyla,1991-05-07,5.9714,,3.9192,,,23.64,89.92,1.39,2.19,4.88
gin_beyla,1991-05-08,5.9119,,4.08,,,23.72,88.89,1.33,2.17,5.14
gin_beyla,1991-05-09,4.5247,,3.6696,,,24.85,82.78,1.11,1.86,3.01
gin_beyla,1991-05-10,5.4278,,5.6328,,,24.72,84.62,1.3,2.14,2.56
gin_beyla,1991-05-11,5.0827,,4.7568,,,24.46,87.74,1.62,2.47,7.86
gin_beyla,1991-05-12,5.7852,,4.2168,,,23.76,90.55,2.27,3.46,11.61
gin_beyla,1991-05-13,4.5118,,4.6224,,,24.24,86.64,1.81,2.77,7.93
gin_beyla,1991-05-14,5.0069,,4.8888,,,23.13,92.45,1.35,2.23,8.34
gin_beyla,1991-05-15,5.2034,,5.184,,,23.3,89.44,1.28,2.05,50.54
gin_beyla,1991-05-16,4.4971,,4.692,,,22.91,90.83,1.12,1.8,57.02
gin_beyla,1991-05-17,6.096,,3.5472,,,23.14,88.38,1.83,2.79,11.02
gin_beyla,1991-05-18,4.3994,,4.4328,,,22.67,89.7,2.02,3.09,11.02
gin_beyla,1991-05-19,3.8875,,3.5424,,,23.45,88.95,1.8,2.73,18.85
gin_beyla,1991-05-20,4.7527,,4.524,,,23.18,88.44,2.01,3.06,11.86
gin_beyla,1991-05-21,4.3786,,4.6128,,,22.72,92.95,1.43,2.23,11.52
gin_beyla,1991-05-22,5.4526,,5.4648,,,22.55,91.06,1.62,2.5,8.27
gin_beyla,1991-05-23,6.2201,,3.3624,,,24.23,84.6,1.03,1.66,3.0
gin_beyla,1991-05-24,4.4827,,3.7056,,,23.7,90.44,2.37,3.61,8.04
gin_beyla,1991-05-25,5.8234,,4.2792,,,23.5,89.45,2.24,3.45,2.78
gin_beyla,1991-05-26,5.652,,4.1568,,,23.71,86.81,2.04,3.15,3.22
gin_beyla,1991-05-27,5.2406,,4.6056,,,24.25,82.79,1.16,1.87,3.32
gin_beyla,1991-05-28,5.3671,,4.536,,,23.88,86.01,1.85,2.92,3.84
gin_beyla,1991-05-29,5.1415,,5.256,,,23.77,87.45,1.9,2.96,7.85
gin_beyla,1991-05-30,3.4634,,3.432,,,23.22,90.16,2.15,3.25,8.58
gin_beyla,1991-05-31,4.7784,,4.7232,,,22.39,90.47,1.39,2.18,16.3
gin_beyla,1991-06-01,5.5255,,4.2792,,,23.93,86.24,0.95,1.52,11.19
gin_beyla,1991-06-02,4.6963,,4.7472,,,22.95,90.5,1.77,2.83,11.51
gin_beyla,1991-06-03,5.6107,,4.6056,,,23.67,84.4,1.14,1.79,4.83
gin_beyla,1991-06-04,5.5423,,4.3512,,,24.42,83.29,1.37,2.09,24.66
gin_beyla,1991-06-05,6.215,,3.348,,,23.92,84.68,1.1,1.85,1.81
gin_beyla,1991-06-06,5.8123,,4.2216,,,24.12,86.22,1.69,2.6,0.07
gin_beyla,1991-06-07,5.7732,,4.4784,,,24.32,85.82,1.46,2.34,0.39
gin_beyla,1991-06-08,5.3138,,4.284,,,24.33,84.28,1.13,1.89,0.54
gin_beyla,1991-06-09,5.8661,,3.9336,,,24.56,83.5,1.11,1.84,0.46
gin_beyla,1991-06-10,5.8985,,3.7296,,,24.68,85.82,1.27,2.13,3.48
gin_beyla,1991-06-11,5.5718,,4.5552,,,24.55,87.45,1.48,2.35,6.79
gin_beyla,1991-06-12,6.0108,,4.0728,,,24.32,87.36,1.76,2.74,7.51
gin_beyla,1991-06-13,6.1853,,2.7984,,,24.01,87.27,1.58,2.47,7.23
gin_beyla,1991-06-14,5.3947,,4.2696,,,23.52,89.25,1.87,2.86,4.74
gin_beyla,1991-06-15,5.7761,,4.3608,,,23.48,88.01,1.95,2.99,5.96
gin_beyla,1991-06-16,3.9346,,3.252,,,23.43,86.52,1.26,2.01,8.12
gin_beyla,1991-06-17,5.3964,,5.0568,,,23.33,84.39,0.68,1.13,4.16
gin_beyla,1991-06-18,5.7934,,4.2696,,,23.98,84.15,1.16,1.93,1.78
gin_beyla,1991-06-19,5.7914,,4.4016,,,23.98,86.38,1.36,2.2,6.55
gin_beyla,1991-06-20,5.8958,,3.7512,,,23.82,88.34,1.62,2.57,9.33
gin_beyla,1991-06-21,5.3866,,4.0752,,,23.66,87.09,1.33,2.06,12.63
gin_beyla,1991-06-22,4.9133,,4.9416,,,22.91,88.48,1.04,1.76,26.17
gin_beyla,1991-06-23,4.9327,,4.896,,,22.82,89.25,1.07,1.78,15.6
gin_beyla,1991-06-24,4.6829,,4.5024,,,23.67,84.5,0.96,1.52,12.78
gin_beyla,1991-06-25,5.2171,,4.3176,,,23.49,88.26,0.82,1.46,12.61
gin_beyla,1991-06-26,5.2598,,4.812,,,23.01,90.17,1.63,2.56,11.31
gin_beyla,1991-06-27,5.2176,,5.0856,,,22.5,91.28,2.1,3.22,28.32
gin_beyla,1991-06-28,4.6054,,4.644,,,22.07,92.72,1.73,2.69,30.45
gin_beyla,1991-06-29,5.1437,,5.1336,,,21.47,95.66,1.78,2.8,31.33
gin_beyla,1991-06-30,6.4039,,2.4072,,,23.01,87.77,1.59,2.5,6.18
gin_beyla,1991-07-01,5.7907,,2.8584,,,22.99,88.2,1.0,1.61,5.2
gin_beyla,1991-07-02,5.6136,,3.8232,,,22.77,89.02,1.54,2.35,12.35
gin_beyla,1991-07-03,3.1625,,2.856,,,21.87,92.05,2.24,3.43,15.6
gin_beyla,1991-07-04,4.0116,,4.1184,,,21.07,92.06,2.7,4.14,12.55
gin_beyla,1991-07-05,5.1094,,5.2536,,,22.86,86.9,1.17,1.91,4.0
gin_beyla,1991-07-06,5.6172,,3.8136,,,23.63,83.49,1.01,1.63,1.83
gin_beyla,1991-07-07,5.2937,,4.4448,,,23.38,88.6,1.94,2.99,2.05
gin_beyla,1991-07-08,5.2834,,4.6392,,,22.86,87.02,1.87,2.94,4.02
gin_beyla,1991-07-09,4.0903,,3.9888,,,22.6,88.53,1.4,2.21,6.21
gin_beyla,1991-07-10,4.2374,,4.2048,,,20.76,93.93,2.36,3.63,10.92
gin_beyla,1991-07-11,4.4486,,4.3296,,,21.23,90.73,2.26,3.48,11.21
gin_beyla,1991-07-12,5.3268,,4.26,,,22.92,82.62,1.0,1.51,4.46
gin_beyla,1991-07-13,4.0399,,3.3048,,,22.62,87.16,1.07,1.74,2.57
gin_beyla,1991-07-14,5.1967,,4.2768,,,22.8,85.78,1.23,2.0,6.92
gin_beyla,1991-07-15,5.0004,,4.8744,,,22.75,88.81,1.7,2.57,12.2
gin_beyla,1991-07-16,4.6985,,4.8264,,,21.45,92.39,2.96,4.5,8.15
gin_beyla,1991-07-17,5.2786,,4.7064,,,22.34,87.79,1.58,2.51,7.32
gin_beyla,1991-07-18,3.691,,3.2232,,,22.65,89.28,1.25,2.05,7.62
gin_beyla,1991-07-19,4.8228,,4.0896,,,22.15,89.14,1.8,2.78,3.05
gin_beyla,1991-07-20,5.3906,,4.6104,,,21.56,91.11,2.81,4.25,5.07
gin_beyla,1991-07-21,4.056,,4.1808,,,21.38,91.99,2.69,4.08,9.66
gin_beyla,1991-07-22,4.085,,4.2408,,,20.91,93.08,2.64,4.05,20.24
gin_beyla,1991-07-23,3.7474,,3.7272,,,20.29,93.34,1.71,2.74,8.61
gin_beyla,1991-07-24,5.2476,,4.74,,,21.36,89.02,1.56,2.44,13.94
gin_beyla,1991-07-25,4.9891,,4.26,,,22.12,90.79,2.32,3.52,19.54
gin_beyla,1991-07-26,3.4349,,3.084,,,21.15,92.62,2.95,4.47,14.02
gin_beyla,1991-07-27,3.984,,4.0032,,,20.74,91.93,2.9,4.42,16.81
gin_beyla,1991-07-28,5.8548,,3.8904,,,21.94,88.59,1.91,2.93,13.54
gin_beyla,1991-07-29,4.6646,,4.7712,,,22.53,89.53,1.94,2.95,23.74
gin_beyla,1991-07-30,4.3656,,4.4568,,,21.57,91.57,2.64,4.05,9.63
gin_beyla,1991-07-31,4.9051,,5.2296,,,21.4,89.81,1.69,2.63,3.86
gin_beyla,1991-08-01,4.4191,,4.3056,,,21.74,90.55,1.53,2.41,11.19
gin_beyla,1991-08-02,4.847,,4.6944,,,22.24,88.85,1.62,2.53,2.32
gin_beyla,1991-08-03,4.6438,,4.7616,,,21.83,89.93,1.77,2.79,6.55
gin_beyla,1991-08-04,5.2094,,5.0472,,,21.66,90.23,1.47,2.35,18.84
gin_beyla,1991-08-05,3.9948,,3.6096,,,22.43,89.66,1.93,2.92,23.91
gin_beyla,1991-08-06,5.3162,,4.5888,,,21.66,92.13,2.15,3.39,19.2
gin_beyla,1991-08-07,4.9032,,5.0832,,,22.23,93.02,1.26,2.01,24.11
gin_beyla,1991-08-08,4.5379,,4.7856,,,20.46,94.08,2.93,4.5,15.94
gin_beyla,1991-08-09,3.3996,,3.0672,,,21.51,90.14,2.13,3.23,1.34
gin_beyla,1991-08-10,5.4389,,4.4832,,,21.08,92.38,1.9,2.96,3.5
gin_beyla,1991-08-11,3.6826,,3.5184,,,20.54,93.81,3.12,4.76,6.37
gin_beyla,1991-08-12,4.1681,,3.9744,,,20.16,93.69,2.78,4.26,5.31
gin_beyla,1991-08-13,4.6548,,4.9272,,,21.88,88.88,1.84,2.83,3.19
gin_beyla,1991-08-14,5.2058,,4.6848,,,21.48,93.21,1.72,2.72,12.98
gin_beyla,1991-08-15,4.4935,,4.7352,,,21.59,91.66,2.15,3.28,7.69
gin_beyla,1991-08-16,5.563,,4.956,,,21.29,91.95,2.71,4.12,4.76
gin_beyla,1991-08-17,4.0109,,3.7056,,,21.21,91.66,2.69,4.12,8.29
gin_beyla,1991-08-18,3.8129,,3.7248,,,20.83,93.57,3.45,5.27,10.1
gin_beyla,1991-08-19,4.8737,,5.0496,,,21.78,90.94,3.55,5.4,4.48
gin_beyla,1991-08-20,5.52,,5.0328,,,21.83,91.44,2.9,4.41,7.24
gin_beyla,1991-08-21,4.356,,3.6936,,,20.72,95.2,2.56,3.95,15.36
gin_beyla,1991-08-22,4.5065,,4.6104,,,21.04,93.25,2.48,3.82,8.51
gin_beyla,1991-08-23,4.4686,,4.2576,,,21.42,90.4,1.73,2.76,7.5
gin_beyla,1991-08-24,3.6338,,3.1632,,,21.71,93.05,1.77,2.84,20.13
gin_beyla,1991-08-25,5.352,,4.6224,,,21.65,88.32,1.13,1.89,10.07
gin_beyla,1991-08-26,5.9604,,4.7256,,,22.31,89.52,1.71,2.62,9.78
gin_beyla,1991-08-27,4.1959,,3.3888,,,21.84,91.89,2.46,3.77,8.08
gin_beyla,1991-08-28,4.6942,,4.464,,,21.26,94.26,2.2,3.43,9.38
gin_beyla,1991-08-29,5.5385,,5.2752,,,21.66,91.3,2.05,3.18,22.93
gin_beyla,1991-08-30,4.2223,,4.0416,,,21.94,91.04,2.13,3.28,39.59
gin_beyla,1991-08-31,3.9576,,3.7968,,,20.46,95.18,2.41,3.71,31.63
gin_beyla,1991-09-01,4.7258,,4.3632,,,21.53,92.16,2.29,3.58,15.44
gin_beyla,1991-09-02,4.1726,,3.9,,,22.04,89.98,1.06,1.78,10.89
gin_beyla,1991-09-03,5.2022,,4.0656,,,20.85,95.48,2.48,3.88,39.9
gin_beyla,1991-09-04,5.4643,,4.9968,,,21.91,92.34,2.59,3.95,58.78
gin_beyla,1991-09-05,5.0443,,4.3152,,,22.12,90.54,1.68,2.55,17.01
gin_beyla,1991-09-06,5.2865,,4.3272,,,22.58,87.48,0.7,1.09,17.0
gin_beyla,1991-09-07,6.234,,3.672,,,22.15,91.89,2.02,3.08,17.7
gin_beyla,1991-09-08,5.1002,,4.9536,,,21.3,93.13,1.5,2.42,10.19
gin_beyla,1991-09-09,6.1476,,4.2648,,,22.86,86.75,0.96,1.63,7.68
gin_beyla,1991-09-10,4.4863,,2.9832,,,23.08,86.87,1.03,1.67,6.14
gin_beyla,1991-09-11,5.8824,,4.2096,,,22.92,88.85,1.06,1.78,5.14
gin_beyla,1991-09-12,4.9673,,4.5072,,,22.75,87.7,1.05,1.74,0.94
gin_beyla,1991-09-13,5.2958,,4.5912,,,22.69,88.55,1.11,1.82,5.6
gin_beyla,1991-09-14,5.2848,,4.5576,,,21.05,93.19,1.45,2.29,7.23
gin_beyla,1991-09-15,5.8942,,4.4592,,,22.58,86.04,1.09,1.86,3.32
gin_beyla,1991-09-16,6.1865,,4.0728,,,22.88,86.99,1.22,1.96,4.63
gin_beyla,1991-09-17,4.1088,,3.8496,,,22.71,87.79,1.31,2.17,2.55
gin_beyla,1991-09-18,5.1526,,4.9032,,,22.66,86.69,1.07,1.74,3.15
gin_beyla,1991-09-19,5.5207,,4.1184,,,22.26,87.46,0.92,1.51,5.54
gin_beyla,1991-09-20,5.6722,,4.488,,,22.01,88.07,1.35,2.06,3.93
gin_beyla,1991-09-21,5.9928,,4.6944,,,22.63,86.46,0.85,1.51,2.7
gin_beyla,1991-09-22,5.9933,,4.4304,,,23.36,83.95,1.14,1.82,3.68
gin_beyla,1991-09-23,5.1698,,4.9344,,,22.32,88.56,1.41,2.34,4.76
gin_beyla,1991-09-24,6.2131,,4.0656,,,22.21,87.49,1.29,2.12,4.53
gin_beyla,1991-09-25,4.5996,,3.852,,,21.58,89.06,1.48,2.48,6.08
gin_beyla,1991-09-26,5.5517,,4.7808,,,21.76,91.42,1.26,2.09,4.17
gin_beyla,1991-09-27,6.3115,,3.7992,,,22.62,86.81,1.23,1.99,3.29
gin_beyla,1991-09-28,6.228,,4.0296,,,23.07,85.84,1.36,2.17,2.08
gin_beyla,1991-09-29,5.7756,,4.3728,,,22.95,88.53,1.46,2.35,4.04
gin_beyla,1991-09-30,5.7065,,4.3608,,,23.11,86.16,1.26,2.04,2.2
gin_beyla,1991-10-01,5.1053,,4.848,,,23.6,82.78,1.13,1.79,2.47
gin_beyla,1991-10-02,5.3954,,4.4184,,,23.51,82.92,0.91,1.43,6.12
gin_beyla,1991-10-03,5.413,,4.5792,,,22.06,91.06,1.65,2.68,4.27
gin_beyla,1991-10-04,5.4398,,4.6104,,,22.53,86.69,0.84,1.37,3.95
gin_beyla,1991-10-05,3.0161,,2.9736,,,19.98,93.76,2.42,3.71,17.59
gin_beyla,1991-10-06,5.0232,,4.8144,,,20.86,88.97,2.0,3.09,1.45
gin_beyla,1991-10-07,4.5725,,4.5456,,,22.24,86.76,1.13,1.85,4.61
gin_beyla,1991-10-08,4.9771,,4.9056,,,21.54,94.44,2.09,3.28,34.59
gin_beyla,1991-10-09,4.0073,,3.7512,,,21.15,94.12,2.2,3.42,18.94
gin_beyla,1991-10-10,5.1377,,4.6824,,,20.08,92.53,1.71,2.68,7.84
gin_beyla,1991-10-11,5.7593,,4.6176,,,22.11,85.65,1.03,1.72,4.41
gin_beyla,1991-10-12,6.1752,,3.084,,,22.88,84.75,0.81,1.44,13.46
gin_beyla,1991-10-13,5.8166,,4.0656,,,22.14,90.73,1.51,2.5,14.76
gin_beyla,1991-10-14,5.8798,,4.2768,,,22.55,85.72,1.06,1.83,4.23
gin_beyla,1991-10-15,3.7906,,3.4776,,,22.67,82.68,0.88,1.41,3.94
gin_beyla,1991-10-16,6.6,,3.084,,,22.68,81.55,0.79,1.35,2.42
gin_beyla,1991-10-17,5.1686,,4.656,,,22.42,87.21,0.95,1.59,7.27
gin_beyla,1991-10-18,5.3383,,4.944,,,21.33,93.08,1.75,2.74,25.78
gin_beyla,1991-10-19,5.1986,,4.5504,,,20.62,92.19,1.34,2.15,11.54
gin_beyla,1991-10-20,6.7404,,1.3368,,,22.61,84.16,1.21,1.88,8.13
gin_beyla,1991-10-21,5.1247,,4.3584,,,22.66,87.85,1.24,1.9,7.74
gin_beyla,1991-10-22,5.5502,,4.0512,,,22.13,84.84,1.37,2.11,1.11
gin_beyla,1991-10-23,4.9349,,4.632,,,21.64,86.92,1.39,2.37,1.69
gin_beyla,1991-10-24,5.7991,,3.684,,,21.47,88.67,1.5,2.48,1.84
gin_beyla,1991-10-25,5.5596,,3.948,,,21.9,88.75,1.39,2.24,2.17
