localite,annee,mois,ghi,dni,dhi,kt,albedo,t2m,rh2m,vent_2m,vent_10m
gin_kerouane,2002,7,4.7088,1.6963,2.7118,0.46,0.16,25.14,76.57,1.68,2.57
gin_kerouane,2002,8,4.9615,1.8233,2.8104,0.48,0.19,24.45,80.75,1.76,2.7
gin_kerouane,2002,9,5.063,2.5944,2.532,0.49,0.15,25.91,71.87,1.76,2.7
gin_kerouane,2002,10,5.5318,3.5198,2.5157,0.57,0.13,27.7,56.7,1.92,2.85
gin_kerouane,2002,11,5.5022,4.5034,2.1403,0.61,0.11,28.36,42.03,2.0,3.06
gin_kerouane,2002,12,5.4098,4.855,2.0263,0.62,0.09,25.44,23.07,2.48,3.85
gin_kerouane,2003,1,5.076,3.816,2.1444,0.57,0.09,25.76,22.98,2.2,3.4
gin_kerouane,2003,2,5.8433,4.476,2.321,0.61,0.09,28.9,32.48,2.26,3.38
gin_kerouane,2003,3,5.9266,3.5712,2.6842,0.58,0.11,29.78,34.5,2.13,3.16
gin_kerouane,2003,4,6.0713,3.5266,2.7686,0.58,0.12,29.75,52.98,2.29,3.31
gin_kerouane,2003,5,5.7293,3.0446,2.7936,0.55,0.13,28.94,58.44,2.1,3.08
gin_kerouane,2003,6,4.8754,1.7402,2.7922,0.48,0.15,27.17,63.75,2.26,3.31
gin_kerouane,2003,7,4.6313,1.5346,2.7346,0.45,0.17,25.74,71.48,1.95,2.87
gin_kerouane,2003,8,4.369,1.2398,2.6942,0.42,0.16,24.47,77.9,2.07,3.08
gin_kerouane,2003,9,5.1977,2.3062,2.773,0.51,0.16,24.89,75.4,2.18,3.28
gin_kerouane,2003,10,5.6693,3.851,2.4905,0.58,0.14,27.69,61.52,2.08,3.09
gin_kerouane,2003,11,5.269,3.9394,2.2229,0.58,0.11,27.53,52.51,2.07,3.1
gin_kerouane,2003,12,5.4602,4.9474,1.9927,0.63,0.09,26.11,27.73,2.22,3.43
gin_kerouane,2004,1,5.2932,4.152,2.1679,0.59,0.09,27.03,25.04,2.24,3.38
gin_kerouane,2004,2,5.1694,2.772,2.6666,0.54,0.1,28.1,28.57,2.2,3.28
gin_kerouane,2004,3,5.3815,2.238,2.9974,0.52,0.12,29.53,34.91,2.38,3.45
gin_kerouane,2004,4,5.3278,2.4245,2.8025,0.51,0.12,28.83,55.09,2.0,2.9
gin_kerouane,2004,5,5.1346,2.2428,2.7379,0.5,0.12,29.08,57.19,2.2,3.21
gin_kerouane,2004,6,5.0088,2.0966,2.7324,0.49,0.12,29.19,50.86,2.36,3.46
gin_kerouane,2004,7,4.6613,2.0359,2.4991,0.46,0.16,25.74,68.43,1.96,2.88
gin_kerouane,2004,8,4.937,2.1456,2.6431,0.48,0.16,25.18,76.09,1.81,2.7
gin_kerouane,2004,9,5.1605,2.4806,2.6198,0.5,0.14,25.64,72.37,1.84,2.8
gin_kerouane,2004,10,5.6669,3.8414,2.4715,0.58,0.12,27.93,58.44,1.82,2.74
gin_kerouane,2004,11,5.3957,4.2821,2.2097,0.59,0.12,27.39,53.21,1.72,2.64
gin_kerouane,2004,12,4.9534,3.7538,2.1922,0.57,0.09,28.49,40.31,1.62,2.47
gin_kerouane,2005,1,4.963,2.9666,2.5678,0.55,0.09,25.61,23.45,2.22,3.38
gin_kerouane,2005,2,5.0405,2.9702,2.4401,0.52,0.1,28.84,40.05,1.98,2.93
gin_kerouane,2005,3,5.7115,3.2354,2.7636,0.56,0.1,29.02,54.75,2.03,2.94
gin_kerouane,2005,4,5.6736,2.8087,2.7905,0.54,0.12,28.04,63.22,2.17,3.17
gin_kerouane,2005,5,5.5872,2.8632,2.7706,0.54,0.12,27.55,65.52,1.87,2.76
gin_kerouane,2005,6,4.5914,1.8439,2.5402,0.45,0.14,26.41,71.66,1.6,2.39
gin_kerouane,2005,7,4.9567,2.2915,2.6117,0.49,0.14,26.13,69.24,1.87,2.73
gin_kerouane,2005,8,4.8223,1.7928,2.6873,0.47,0.15,24.65,78.07,2.12,3.15
gin_kerouane,2005,9,5.3102,2.6215,2.6652,0.52,0.16,25.53,73.65,1.78,2.71
gin_kerouane,2005,10,5.5704,3.4678,2.5692,0.57,0.13,27.08,61.82,1.97,3.0
gin_kerouane,2005,11,5.1902,3.5738,2.3342,0.57,0.1,27.96,49.99,1.65,2.54
gin_kerouane,2005,12,5.2464,4.5874,1.9903,0.6,0.09,26.93,31.58,2.07,3.23
gin_kerouane,2006,1,5.5829,4.6848,2.1415,0.62,0.09,27.13,29.29,2.02,3.08
gin_kerouane,2006,2,5.7494,4.2562,2.3196,0.6,0.1,28.01,30.9,1.93,2.9
gin_kerouane,2006,3,5.7274,3.3115,2.6717,0.56,0.1,28.6,45.21,1.99,2.92
gin_kerouane,2006,4,5.6088,2.6141,2.9232,0.54,0.11,29.72,51.32,2.1,2.99
gin_kerouane,2006,5,5.5771,2.7103,2.8308,0.54,0.13,28.74,58.2,2.06,3.0
gin_kerouane,2006,6,5.2056,2.2673,2.8104,0.51,0.14,27.01,66.67,1.9,2.84
gin_kerouane,2006,7,5.0628,2.3635,2.6215,0.5,0.16,27.23,62.83,1.84,2.67
gin_kerouane,2006,8,4.5905,1.7791,2.543,0.44,0.14,24.9,75.89,2.37,3.49
gin_kerouane,2006,9,4.9339,2.1869,2.6006,0.48,0.14,24.76,77.95,1.76,2.7
gin_kerouane,2006,10,5.4641,3.4495,2.4814,0.56,0.13,26.58,68.85,1.77,2.69
gin_kerouane,2006,11,5.7293,4.8108,2.2174,0.63,0.1,27.2,36.68,2.48,3.8
gin_kerouane,2006,12,5.305,4.3114,2.1773,0.61,0.09,24.7,22.53,2.25,3.59
gin_kerouane,2007,1,5.1264,2.8858,2.777,0.57,0.07,24.81,20.89,2.37,3.69
gin_kerouane,2007,2,5.857,4.0387,2.6472,0.61,0.09,27.24,24.85,2.23,3.39
gin_kerouane,2007,3,5.7744,2.8956,2.9849,0.56,0.09,28.62,33.79,2.28,3.41
gin_kerouane,2007,4,5.5889,2.8006,2.7852,0.53,0.12,28.66,57.24,2.14,3.11
gin_kerouane,2007,5,5.5709,2.3983,3.0194,0.54,0.13,29.34,56.61,2.15,3.13
gin_kerouane,2007,6,5.4533,2.831,2.7379,0.54,0.13,26.39,70.58,2.11,3.14
gin_kerouane,2007,7,4.7981,2.1953,2.515,0.47,0.14,24.88,76.52,2.32,3.45
gin_kerouane,2007,8,4.5298,1.687,2.5519,0.44,0.14,23.78,82.26,2.46,3.69
gin_kerouane,2007,9,4.9488,2.1636,2.5934,0.48,0.13,25.43,71.5,2.17,3.26
gin_kerouane,2007,10,5.4036,3.1265,2.5474,0.55,0.12,27.86,54.94,2.27,3.37
gin_kerouane,2007,11,5.2145,3.7222,2.3148,0.57,0.11,27.14,50.99,1.93,2.95
gin_kerouane,2007,12,5.4233,4.6634,2.1586,0.62,0.09,25.59,28.16,2.16,3.4
gin_kerouane,2008,1,5.9122,4.9529,2.2982,0.66,0.09,23.91,17.92,2.5,3.81
gin_kerouane,2008,2,5.4554,3.0269,2.874,0.57,0.08,27.47,25.7,2.22,3.42
gin_kerouane,2008,3,5.9299,3.5875,2.7408,0.58,0.11,28.32,49.31,2.04,2.99
gin_kerouane,2008,4,5.8951,2.9669,2.9846,0.56,0.11,28.17,57.16,2.05,3.04
gin_kerouane,2008,5,5.6376,3.0295,2.7958,0.54,0.12,27.17,67.58,1.81,2.7
gin_kerouane,2008,6,5.2637,2.352,2.8322,0.52,0.14,25.69,75.6,1.85,2.8
gin_kerouane,2008,7,4.7539,1.8317,2.6741,0.47,0.16,23.37,86.27,1.72,2.66
gin_kerouane,2008,8,4.7177,1.8238,2.6486,0.46,0.15,23.15,87.09,1.82,2.8
gin_kerouane,2008,9,4.9452,2.1962,2.6266,0.48,0.14,23.59,86.67,1.4,2.22
gin_kerouane,2008,10,5.3933,3.001,2.671,0.55,0.13,23.87,84.8,1.45,2.33
gin_kerouane,2008,11,5.6407,4.4256,2.3273,0.62,0.11,23.01,70.23,1.5,2.42
gin_kerouane,2008,12,5.3441,4.4702,2.1538,0.62,0.08,21.96,60.9,1.65,2.62
gin_kerouane,2009,1,5.3597,4.0574,2.2726,0.6,0.09,21.46,49.75,1.76,2.77
gin_kerouane,2009,2,5.4029,3.2539,2.694,0.56,0.1,25.03,58.65,1.72,2.65
gin_kerouane,2009,3,5.665,3.2969,2.6602,0.55,0.1,27.32,60.36,1.94,2.88
gin_kerouane,2009,4,5.8421,3.1111,2.8697,0.56,0.12,27.05,67.05,2.03,3.04
gin_kerouane,2009,5,5.7494,3.0218,2.8445,0.56,0.12,26.56,72.45,1.84,2.79
gin_kerouane,2009,6,5.419,2.6664,2.7578,0.53,0.14,24.68,82.12,1.57,2.44
gin_kerouane,2009,7,4.7777,1.8559,2.6453,0.47,0.14,24.0,84.41,1.48,2.32
gin_kerouane,2009,8,4.4765,1.4148,2.6316,0.43,0.15,23.23,88.4,1.74,2.69
gin_kerouane,2009,9,4.8893,1.9711,2.6309,0.48,0.15,23.5,88.56,1.51,2.4
gin_kerouane,2009,10,5.2582,2.8692,2.6642,0.54,0.17,24.31,83.87,1.34,2.15
gin_kerouane,2009,11,5.3926,4.2763,2.1468,0.59,0.11,22.76,73.82,1.41,2.21
gin_kerouane,2009,12,5.3006,4.3843,2.1636,0.61,0.09,21.73,60.36,1.47,2.27
gin_kerouane,2010,1,5.6628,4.8605,2.1149,0.63,0.09,21.92,51.06,1.61,2.5
gin_kerouane,2010,2,5.7667,4.0382,2.4871,0.6,0.1,24.46,61.56,1.66,2.65
gin_kerouane,2010,3,5.3719,2.521,2.8265,0.52,0.1,26.17,69.44,1.58,2.48
gin_kerouane,2010,4,5.4278,2.4343,2.9222,0.52,0.12,26.86,72.94,1.84,2.79
gin_kerouane,2010,5,5.4482,2.4859,2.8459,0.53,0.12,26.1,79.4,1.44,2.27
gin_kerouane,2010,6,5.119,2.2306,2.7389,0.5,0.13,25.37,79.19,1.52,2.38
gin_kerouane,2010,7,4.8062,1.7676,2.7276,0.47,0.16,23.7,85.75,1.84,2.84
gin_kerouane,2010,8,4.7028,1.6942,2.6784,0.46,0.15,23.3,87.98,1.9,2.93
gin_kerouane,2010,9,4.8108,1.9759,2.615,0.47,0.14,23.04,89.37,1.72,2.71
gin_kerouane,2010,10,4.9762,2.7744,2.4734,0.51,0.14,23.72,86.96,1.38,2.22
gin_kerouane,2010,11,5.2987,4.0339,2.2392,0.58,0.12,23.25,80.77,1.46,2.37
gin_kerouane,2010,12,4.969,4.05,2.0491,0.57,0.08,22.1,64.1,1.41,2.26
gin_kerouane,2011,1,5.2142,3.5081,2.5133,0.58,0.08,21.42,61.46,1.59,2.53
gin_kerouane,2011,2,5.9894,4.494,2.4161,0.62,0.09,23.8,58.0,1.83,2.83
gin_kerouane,2011,3,5.8958,3.6905,2.6414,0.58,0.11,25.91,70.36,1.78,2.74
gin_kerouane,2011,4,5.8246,3.2275,2.8169,0.56,0.11,26.37,67.86,1.8,2.76
gin_kerouane,2011,5,5.4614,2.7158,2.7818,0.53,0.13,25.68,79.09,1.45,2.27
gin_kerouane,2011,6,4.7662,1.865,2.7014,0.47,0.13,25.33,78.1,1.46,2.3
gin_kerouane,2011,7,4.6282,1.6037,2.628,0.45,0.14,24.24,81.24,1.55,2.39
gin_kerouane,2011,8,4.7866,1.8955,2.6518,0.46,0.14,23.64,84.25,1.89,2.9
gin_kerouane,2011,9,5.13,2.3606,2.652,0.5,0.16,23.88,84.24,1.51,2.4
gin_kerouane,2011,10,5.4194,3.1843,2.5538,0.55,0.12,24.35,81.32,1.65,2.65
gin_kerouane,2011,11,5.3321,4.069,2.227,0.59,0.11,25.56,68.29,1.43,2.3
gin_kerouane,2011,12,5.2618,4.0762,2.2848,0.61,0.08,22.18,43.35,1.97,3.21
gin_kerouane,2012,1,5.8044,4.9706,2.2188,0.65,0.09,23.53,33.04,2.18,3.41
gin_kerouane,2012,2,5.2433,2.9278,2.6803,0.54,0.09,25.89,36.24,2.21,3.31
gin_kerouane,2012,3,5.6114,2.6131,3.0492,0.55,0.09,28.97,40.71,2.15,3.17
gin_kerouane,2012,4,5.5466,2.8646,2.7679,0.53,0.1,28.82,54.56,2.15,3.09
gin_kerouane,2012,5,5.7139,2.9729,2.827,0.55,0.13,26.53,71.82,1.82,2.75
gin_kerouane,2012,6,4.8984,2.0542,2.6729,0.48,0.14,25.16,77.11,1.76,2.67
gin_kerouane,2012,7,4.489,1.6498,2.5627,0.44,0.15,23.34,85.83,1.98,3.02
gin_kerouane,2012,8,4.6135,1.7659,2.5817,0.45,0.15,23.05,87.82,1.9,2.94
gin_kerouane,2012,9,4.9596,2.3275,2.5757,0.48,0.14,23.38,86.27,1.67,2.62
gin_kerouane,2012,10,5.3314,3.042,2.5404,0.55,0.14,23.72,84.79,1.36,2.21
gin_kerouane,2012,11,5.1761,3.7598,2.2536,0.57,0.12,24.36,79.53,1.37,2.25
gin_kerouane,2012,12,5.2166,4.3092,2.0904,0.6,0.09,21.03,64.0,1.73,2.79
gin_kerouane,2013,1,5.7398,4.8499,2.1931,0.64,0.09,21.43,52.79,1.96,3.16
gin_kerouane,2013,2,5.999,4.3219,2.5142,0.62,0.09,24.93,47.3,1.9,2.99
gin_kerouane,2013,3,5.9604,4.1592,2.4701,0.58,0.11,27.85,61.59,2.06,3.0
gin_kerouane,2013,4,6.0811,3.6221,2.735,0.58,0.12,28.62,59.63,2.05,2.99
gin_kerouane,2013,5,5.6318,3.0355,2.7274,0.54,0.13,26.56,72.06,1.87,2.82
gin_kerouane,2013,6,4.9565,2.2243,2.6664,0.49,0.13,26.97,67.71,1.89,2.8
gin_kerouane,2013,7,4.854,1.9946,2.6762,0.47,0.13,24.65,78.75,1.56,2.39
gin_kerouane,2013,8,4.4909,1.291,2.7137,0.43,0.19,23.24,85.86,2.02,3.08
gin_kerouane,2013,9,5.2078,2.503,2.6568,0.51,0.14,23.85,85.58,1.48,2.36
gin_kerouane,2013,10,5.25,2.9242,2.6021,0.54,0.13,24.18,81.96,1.33,2.17
gin_kerouane,2013,11,5.6604,4.783,2.1252,0.62,0.11,23.77,69.2,1.44,2.33
gin_kerouane,2013,12,5.3532,4.7422,1.986,0.62,0.1,22.5,52.77,1.84,2.94
gin_kerouane,2014,1,5.3054,3.9787,2.315,0.59,0.09,24.78,49.22,1.86,2.87
gin_kerouane,2014,2,5.9693,4.2038,2.5764,0.62,0.09,25.9,40.03,2.03,3.06
gin_kerouane,2014,3,6.0758,3.5345,2.9525,0.59,0.09,27.53,47.28,2.16,3.17
gin_kerouane,2014,4,6.1082,3.8712,2.6479,0.58,0.12,27.01,70.16,2.01,2.96
gin_kerouane,2014,5,5.4043,2.4682,2.8114,0.52,0.14,25.44,80.12,1.75,2.67
gin_kerouane,2014,6,5.244,2.2872,2.8406,0.51,0.14,25.08,82.27,1.47,2.3
gin_kerouane,2014,7,4.9505,2.0522,2.7226,0.48,0.14,24.05,85.02,1.6,2.47
gin_kerouane,2014,8,4.6337,1.7753,2.5846,0.45,0.14,23.02,87.3,1.77,2.74
gin_kerouane,2014,9,4.8934,2.2111,2.5817,0.48,0.15,23.37,86.35,1.34,2.12
gin_kerouane,2014,10,5.4396,3.2806,2.52,0.56,0.14,24.25,82.26,1.27,2.08
gin_kerouane,2014,11,5.0695,3.6835,2.2202,0.56,0.12,23.91,76.62,1.26,2.05
gin_kerouane,2014,12,5.4571,4.7503,2.1209,0.63,0.1,20.81,63.06,1.65,2.67
gin_kerouane,2015,1,5.2687,3.5131,2.4907,0.59,0.08,20.92,50.79,1.61,2.55
gin_kerouane,2015,2,5.7389,4.1323,2.4132,0.59,0.1,24.46,63.15,1.66,2.57
gin_kerouane,2015,3,5.9902,3.546,2.7905,0.58,0.1,25.74,55.3,1.83,2.8
gin_kerouane,2015,4,5.7871,2.5968,3.0756,0.55,0.1,26.83,67.47,1.82,2.75
gin_kerouane,2015,5,5.6806,2.9021,2.8037,0.55,0.12,25.66,78.86,1.68,2.61
gin_kerouane,2015,6,4.9687,1.8396,2.7991,0.49,0.13,24.87,82.81,1.53,2.39
gin_kerouane,2015,7,4.908,2.0503,2.6928,0.48,0.17,24.11,84.92,1.66,2.57
gin_kerouane,2015,8,4.6913,1.7297,2.6599,0.45,0.16,23.54,87.13,1.82,2.8
gin_kerouane,2015,9,5.1365,2.2603,2.7547,0.5,0.17,24.01,85.74,1.39,2.19
gin_kerouane,2015,10,5.2111,2.9582,2.5147,0.53,0.13,24.45,84.04,1.28,2.08
gin_kerouane,2015,11,5.6503,4.7239,2.141,0.62,0.12,23.12,72.3,1.61,2.64
gin_kerouane,2015,12,5.1482,3.3974,2.5003,0.59,0.09,20.04,59.72,1.95,3.22
gin_kerouane,2016,1,4.8677,3.1754,2.3429,0.54,0.09,21.7,51.31,2.11,3.32
gin_kerouane,2016,2,5.5642,2.8721,2.9585,0.58,0.08,24.22,35.56,2.0,3.16
gin_kerouane,2016,3,6.3355,4.4167,2.5754,0.62,0.11,28.15,48.37,1.95,2.86
gin_kerouane,2016,4,6.1034,3.8242,2.6894,0.58,0.12,28.75,61.03,1.97,2.91
gin_kerouane,2016,5,5.6837,2.7792,2.9131,0.55,0.13,27.78,68.39,1.94,2.85
gin_kerouane,2016,6,5.1365,2.3978,2.706,0.5,0.13,25.14,79.65,1.86,2.83
gin_kerouane,2016,7,4.4868,1.4443,2.6076,0.44,0.15,23.77,85.92,1.88,2.89
gin_kerouane,2016,8,4.589,1.6946,2.6021,0.44,0.15,23.42,87.75,1.76,2.74
gin_kerouane,2016,9,5.1134,2.2651,2.6772,0.5,0.15,23.69,85.41,1.4,2.22
gin_kerouane,2016,10,5.4528,3.2642,2.5877,0.56,0.13,24.47,82.51,1.44,2.38
gin_kerouane,2016,11,5.2934,3.6574,2.4125,0.58,0.11,24.19,71.57,1.26,2.05
gin_kerouane,2016,12,5.2534,4.0128,2.3431,0.61,0.09,22.72,59.39,1.84,3.0
gin_kerouane,2017,1,5.7941,5.1778,2.034,0.65,0.09,23.8,46.2,1.58,2.47
gin_kerouane,2017,2,5.515,3.3382,2.6486,0.57,0.09,26.22,45.69,1.95,2.97
gin_kerouane,2017,3,6.1346,3.9797,2.6724,0.6,0.1,28.4,50.28,2.03,2.98
gin_kerouane,2017,4,6.2654,3.5621,2.9575,0.6,0.11,28.67,56.99,1.88,2.78
gin_kerouane,2017,5,5.3386,2.4665,2.7799,0.52,0.13,26.76,74.24,1.68,2.54
gin_kerouane,2017,6,5.0842,2.2944,2.695,0.5,0.16,25.49,79.3,1.4,2.16
gin_kerouane,2017,7,4.7434,1.8691,2.6693,0.46,0.14,24.01,83.91,1.72,2.64
gin_kerouane,2017,8,4.6781,1.771,2.6316,0.45,0.13,23.75,85.55,1.68,2.62
gin_kerouane,2017,9,5.2906,2.5135,2.7185,0.52,0.15,24.32,83.84,1.43,2.27
gin_kerouane,2017,10,5.8428,3.9598,2.5157,0.6,0.12,24.96,77.09,1.46,2.38
gin_kerouane,2017,11,5.292,3.7188,2.3683,0.58,0.11,24.88,66.31,1.22,1.98
gin_kerouane,2017,12,5.1658,3.7906,2.333,0.6,0.08,24.01,48.26,1.76,2.8
gin_kerouane,2018,1,5.3597,3.5863,2.5656,0.6,0.09,23.57,34.81,2.06,3.22
gin_kerouane,2018,2,5.4454,3.4188,2.6534,0.56,0.1,26.71,43.78,2.25,3.32
gin_kerouane,2018,3,5.7922,3.6528,2.5555,0.56,0.11,27.94,58.34,2.14,3.09
gin_kerouane,2018,4,5.5541,2.7816,2.7912,0.53,0.11,27.6,63.87,2.05,3.0
gin_kerouane,2018,5,5.5574,2.669,2.8814,0.54,0.12,26.6,70.84,1.92,2.87
gin_kerouane,2018,6,4.8506,1.9536,2.6575,0.48,0.14,25.51,76.73,1.58,2.41
gin_kerouane,2018,7,4.4746,1.6728,2.532,0.44,0.13,23.69,85.54,1.8,2.76
gin_kerouane,2018,8,4.3392,1.319,2.6057,0.42,0.15,22.6,88.83,1.97,3.04
gin_kerouane,2018,9,5.0489,2.2294,2.6863,0.49,0.14,23.22,87.9,1.76,2.76
gin_kerouane,2018,10,5.5061,3.323,2.6196,0.56,0.13,24.02,84.84,1.42,2.31
gin_kerouane,2018,11,5.099,3.5023,2.3472,0.56,0.12,23.7,78.54,1.34,2.19
gin_kerouane,2018,12,5.5462,5.0539,2.0026,0.64,0.1,21.2,63.54,1.7,2.81
gin_kerouane,2019,1,5.7665,5.0179,2.0693,0.64,0.1,22.04,54.11,1.59,2.56
gin_kerouane,2019,2,5.9203,4.2552,2.4936,0.61,0.1,24.48,50.15,1.91,3.01
gin_kerouane,2019,3,5.9808,3.7008,2.6914,0.58,0.11,25.97,54.92,1.92,2.95
gin_kerouane,2019,4,5.7701,3.2114,2.8022,0.55,0.12,27.11,69.84,2.01,3.03
gin_kerouane,2019,5,5.4396,2.7718,2.7125,0.53,0.14,26.17,77.41,1.8,2.75
gin_kerouane,2019,6,5.197,2.5382,2.6909,0.51,0.13,25.42,81.17,1.66,2.58
gin_kerouane,2019,7,4.6267,1.8235,2.5685,0.45,0.14,24.09,84.47,1.58,2.44
gin_kerouane,2019,8,4.7578,1.8725,2.6234,0.46,0.2,23.22,88.37,2.17,3.31
gin_kerouane,2019,9,4.8127,1.7765,2.6868,0.47,0.15,23.79,86.92,1.31,2.09
gin_kerouane,2019,10,5.3803,3.2364,2.58,0.55,0.14,24.12,85.03,1.34,2.15
gin_kerouane,2019,11,5.4806,4.5307,2.1658,0.6,0.11,23.73,77.49,1.47,2.39
gin_kerouane,2019,12,5.8046,5.8786,1.7719,0.67,0.1,22.0,61.83,1.51,2.5
gin_kerouane,2020,1,5.4826,3.9934,2.4732,0.61,0.09,21.45,55.96,1.77,2.88
gin_kerouane,2020,2,5.9035,3.9744,2.6242,0.61,0.09,24.14,44.61,1.9,3.05
gin_kerouane,2020,3,5.8886,3.5158,2.7425,0.57,0.11,27.09,58.33,1.82,2.74
gin_kerouane,2020,4,5.6585,2.8046,2.8166,0.54,0.12,27.18,68.29,1.79,2.7
gin_kerouane,2020,5,5.3638,2.6474,2.7252,0.52,0.14,26.96,73.27,1.64,2.49
gin_kerouane,2020,6,5.249,2.3208,2.8135,0.52,0.12,25.18,80.9,1.39,2.2
gin_kerouane,2020,7,4.3966,1.5242,2.5613,0.43,0.15,23.5,86.81,1.84,2.8
gin_kerouane,2020,8,4.4503,1.6697,2.5738,0.43,0.17,23.13,88.59,2.05,3.16
gin_kerouane,2020,9,4.9807,2.1492,2.6666,0.49,0.15,23.46,88.37,1.64,2.58
gin_kerouane,2020,10,5.7139,3.8904,2.4718,0.59,0.12,23.65,83.38,1.52,2.45
gin_kerouane,2020,11,5.8788,5.4504,1.9826,0.65,0.12,22.85,73.79,1.5,2.44
gin_kerouane,2020,12,5.3491,4.782,1.9788,0.62,0.1,23.1,66.19,1.56,2.49
gin_kindia,1991,1,5.37,,2.5402,,,26.71,51.46,1.5,2.29
gin_kindia,1991,2,5.9172,,2.6786,,,28.74,49.82,1.95,2.76
gin_kindia,1991,3,6.5966,,2.7996,,,29.29,49.62,2.06,2.84
gin_kindia,1991,4,6.5856,,2.9959,,,28.91,52.27,2.51,3.42
gin_kindia,1991,5,6.2227,,3.252,,,27.79,62.96,2.12,2.93
gin_kindia,1991,6,5.305,,3.9977,,,25.62,86.03,1.51,2.25
gin_kindia,1991,7,4.6944,,4.111,,,23.8,92.38,1.9,2.88
gin_kindia,1991,8,4.5818,,4.1892,,,23.41,93.23,2.15,3.27
gin_kindia,1991,9,5.2171,,3.9982,,,24.16,90.55,1.33,2.09
gin_kindia,1991,10,5.0414,,3.6276,,,24.23,89.04,1.19,1.87
gin_kindia,1991,11,5.3549,,2.826,,,23.83,79.67,1.09,1.79
gin_kindia,1991,12,5.329,,2.1874,,,24.0,70.45,1.16,1.91
gin_kindia,1992,1,5.3448,,2.5222,,,25.2,54.91,1.5,2.35
gin_kindia,1992,2,5.6647,,2.8642,,,27.59,53.19,2.0,2.85
gin_kindia,1992,3,6.2556,,3.139,,,29.09,45.59,1.91,2.65
gin_kindia,1992,4,6.4006,,2.9326,,,28.27,60.93,1.87,2.64
gin_kindia,1992,5,5.2354,,3.8933,,,25.25,84.24,1.43,2.13
gin_kindia,1992,6,5.0599,,4.2466,,,24.62,89.96,1.67,2.5
gin_kindia,1992,7,4.7556,,4.271,,,23.35,92.97,2.21,3.33
gin_kindia,1992,8,4.6598,,4.2317,,,23.09,93.79,2.6,3.91
gin_kindia,1992,9,5.1703,,3.9348,,,23.84,91.04,1.57,2.43
gin_kindia,1992,10,5.2272,,3.6103,,,24.45,89.19,1.06,1.7
gin_kindia,1992,11,5.3657,,2.5807,,,23.32,80.39,1.14,1.91
gin_kindia,1992,12,5.2666,,2.2042,,,23.88,72.96,1.01,1.67
gin_kindia,1993,1,5.3309,,2.4182,,,24.55,56.5,1.48,2.37
gin_kindia,1993,2,5.6693,,2.9978,,,27.44,51.63,1.84,2.65
gin_kindia,1993,3,6.3946,,3.0415,,,28.48,54.93,2.25,3.07
gin_kindia,1993,4,6.3427,,2.8877,,,29.15,56.8,2.33,3.17
gin_kindia,1993,5,5.7317,,3.8208,,,25.96,84.19,1.45,2.17
gin_kindia,1993,6,5.16,,3.8882,,,24.92,90.28,1.4,2.13
gin_kindia,1993,7,4.8744,,4.399,,,23.55,92.91,2.06,3.12
gin_kindia,1993,8,4.8826,,4.1436,,,23.54,92.76,2.06,3.14
gin_kindia,1993,9,5.2644,,3.821,,,24.03,90.96,1.55,2.41
gin_kindia,1993,10,5.1454,,3.3504,,,24.61,88.72,1.07,1.71
gin_kindia,1993,11,5.2627,,2.6114,,,24.6,82.28,1.06,1.72
gin_kindia,1993,12,5.4881,,1.9502,,,23.7,64.79,1.13,1.85
gin_kindia,1994,1,5.7499,,2.1473,,,25.1,54.62,1.42,2.24
gin_kindia,1994,2,6.12,,2.4948,,,27.36,51.7,1.7,2.51
gin_kindia,1994,3,6.4219,,2.8733,,,28.84,52.47,2.17,2.97
gin_kindia,1994,4,6.4666,,2.9909,,,28.57,56.85,2.29,3.13
gin_kindia,1994,5,6.1428,,2.9525,,,26.65,75.89,1.58,2.3
gin_kindia,1994,6,5.4048,,4.1352,,,24.69,90.24,1.5,2.26
gin_kindia,1994,7,5.1972,,4.4258,,,23.57,92.52,2.07,3.12
gin_kindia,1994,8,4.7242,,4.4405,,,23.22,93.43,2.55,3.84
gin_kindia,1994,9,5.0482,,4.1839,,,23.55,93.11,1.93,2.96
gin_kindia,1994,10,5.2289,,3.6818,,,23.92,91.68,1.3,2.07
gin_kindia,1994,11,5.453,,2.5685,,,24.33,80.81,1.01,1.65
gin_kindia,1994,12,5.1403,,2.1938,,,23.05,66.12,1.29,2.16
gin_kindia,1995,1,5.405,,2.2637,,,24.92,53.25,1.3,2.09
gin_kindia,1995,2,5.6352,,2.7984,,,27.75,49.6,1.53,2.26
gin_kindia,1995,3,6.3782,,2.8714,,,29.79,48.38,2.11,2.89
gin_kindia,1995,4,6.2916,,3.1382,,,29.94,53.35,2.33,3.16
gin_kindia,1995,5,5.6957,,3.4106,,,27.5,73.18,1.63,2.35
gin_kindia,1995,6,5.1101,,3.8813,,,25.31,89.25,1.48,2.25
gin_kindia,1995,7,4.7472,,4.0483,,,24.04,92.64,2.16,3.27
gin_kindia,1995,8,4.5214,,4.111,,,23.67,93.16,2.28,3.45
gin_kindia,1995,9,5.2565,,4.014,,,24.14,91.82,1.84,2.78
gin_kindia,1995,10,5.3681,,3.5261,,,24.63,88.04,1.07,1.7
gin_kindia,1995,11,5.5241,,2.562,,,24.36,77.26,0.99,1.64
gin_kindia,1995,12,5.113,,2.1806,,,23.92,70.19,1.32,2.16
gin_kindia,1996,1,5.6321,,2.3652,,,26.56,61.46,1.43,2.15
