localite,annee,mois,ghi,dni,dhi,kt,albedo,t2m,rh2m,vent_2m,vent_10m
gin_forecariah,1997,1,5.376,,2.7425,,,27.07,68.13,1.73,2.52
gin_forecariah,1997,2,5.8399,,2.8764,,,27.36,62.44,2.0,2.83
gin_forecariah,1997,3,5.9969,,3.3646,,,27.85,64.4,2.02,2.79
gin_forecariah,1997,4,6.5042,,2.9419,,,26.16,77.02,1.84,2.58
gin_forecariah,1997,5,5.4612,,3.4872,,,25.72,86.1,1.6,2.32
gin_forecariah,1997,6,4.5722,,3.4356,,,24.87,90.75,2.08,3.0
gin_forecariah,1997,7,4.2379,,3.5719,,,24.06,91.61,2.66,3.84
gin_forecariah,1997,8,4.4618,,3.6005,,,24.15,92.59,2.7,3.92
gin_forecariah,1997,9,4.9126,,3.5114,,,24.67,91.67,2.06,3.01
gin_forecariah,1997,10,5.2838,,3.1118,,,25.65,88.95,1.29,1.97
gin_forecariah,1997,11,5.094,,2.8894,,,25.52,84.47,1.15,1.79
gin_forecariah,1997,12,5.1094,,2.6417,,,24.64,70.86,1.28,2.05
gin_forecariah,1998,1,5.3374,,2.6758,,,25.89,56.34,1.73,2.62
gin_forecariah,1998,2,6.0876,,2.7463,,,29.35,60.02,1.96,2.75
gin_forecariah,1998,3,5.8452,,3.569,,,29.68,57.32,2.33,3.16
gin_forecariah,1998,4,6.2254,,3.2026,,,29.67,61.51,2.66,3.55
gin_forecariah,1998,5,5.3333,,3.8916,,,29.2,66.3,2.29,3.08
gin_forecariah,1998,6,5.0045,,3.637,,,26.68,82.55,1.91,2.69
gin_forecariah,1998,7,4.5518,,3.6475,,,24.65,91.69,2.58,3.71
gin_forecariah,1998,8,4.2012,,3.529,,,24.14,92.21,2.75,3.97
gin_forecariah,1998,9,4.8228,,3.4906,,,24.6,92.29,2.43,3.53
gin_forecariah,1998,10,5.3225,,3.3497,,,25.48,89.42,1.52,2.26
gin_forecariah,1998,11,5.3405,,3.0854,,,25.02,81.03,1.07,1.69
gin_forecariah,1998,12,4.9274,,2.5718,,,24.99,71.85,1.43,2.25
gin_forecariah,1999,1,5.4725,,2.5862,,,26.66,59.33,1.82,2.67
gin_forecariah,1999,2,6.1152,,2.7156,,,27.92,55.22,1.95,2.74
gin_forecariah,1999,3,6.5033,,3.0919,,,28.72,58.98,2.4,3.2
gin_forecariah,1999,4,6.1061,,3.3679,,,28.56,61.77,2.51,3.35
gin_forecariah,1999,5,5.748,,3.6828,,,27.01,78.2,1.74,2.43
gin_forecariah,1999,6,5.0652,,3.463,,,25.41,89.28,1.45,2.12
gin_forecariah,1999,7,4.4539,,3.5311,,,24.26,91.97,2.35,3.4
gin_forecariah,1999,8,3.5827,,3.0842,,,23.76,92.99,2.79,4.06
gin_forecariah,1999,9,4.7779,,3.4622,,,24.34,91.92,2.15,3.13
gin_forecariah,1999,10,5.0318,,3.156,,,24.72,89.86,1.68,2.5
gin_forecariah,1999,11,4.6627,,2.8399,,,24.7,84.46,1.14,1.76
gin_forecariah,1999,12,5.1401,,2.4384,,,23.56,68.33,1.52,2.39
gin_forecariah,2000,1,5.2421,,2.7902,,,26.78,69.19,1.6,2.35
gin_forecariah,2000,2,6.078,,2.7703,,,27.1,55.03,1.88,2.71
gin_forecariah,2000,3,6.3278,,3.149,,,28.77,58.35,2.24,3.04
gin_forecariah,2000,4,5.9966,,3.5813,,,27.97,69.26,2.44,3.28
gin_forecariah,2000,5,5.7874,,3.269,,,28.37,70.09,1.98,2.7
gin_forecariah,2000,6,4.6517,,3.3142,,,25.54,87.35,1.67,2.41
gin_forecariah,2000,7,4.7254,,3.5287,,,24.25,91.21,2.3,3.34
gin_forecariah,2000,8,4.2166,,3.6197,,,23.86,91.98,2.46,3.58
gin_forecariah,2000,9,4.5218,,3.461,,,24.41,91.46,2.05,2.98
gin_forecariah,2000,10,4.9469,,3.139,,,24.7,89.75,1.33,2.03
gin_forecariah,2000,11,5.0148,,2.8032,,,24.78,84.41,1.05,1.65
gin_forecariah,2000,12,5.2414,,2.3453,,,24.16,71.8,1.22,1.95
gin_forecariah,2001,1,5.513,4.2605,2.3189,0.62,0.11,25.75,63.87,1.44,2.22
gin_forecariah,2001,2,5.8908,3.8974,2.6203,0.61,0.11,27.22,56.37,1.83,2.63
gin_forecariah,2001,3,6.4219,4.3951,2.669,0.63,0.12,28.66,61.33,2.71,3.61
gin_forecariah,2001,4,6.0902,3.15,3.0132,0.58,0.09,28.62,63.62,2.59,3.46
gin_forecariah,2001,5,5.7314,3.1639,2.7324,0.55,0.11,27.78,72.23,2.11,2.89
gin_forecariah,2001,6,4.9051,2.3088,2.5094,0.48,0.1,26.18,81.36,2.16,3.02
gin_forecariah,2001,7,4.572,1.853,2.4713,0.45,0.12,24.64,89.31,2.49,3.59
gin_forecariah,2001,8,3.7387,1.0951,2.2334,0.36,0.11,24.08,92.49,2.71,3.93
gin_forecariah,2001,9,4.8809,2.4204,2.4209,0.48,0.12,24.5,90.35,1.98,2.91
gin_forecariah,2001,10,5.2291,2.8702,2.5613,0.54,0.11,25.37,88.68,1.26,1.9
gin_forecariah,2001,11,4.5218,2.6434,2.2346,0.5,0.11,25.21,85.73,1.15,1.8
gin_forecariah,2001,12,4.8689,3.719,2.0916,0.56,0.11,25.64,73.8,1.27,2.0
gin_forecariah,2002,1,5.0734,3.4543,2.3278,0.57,0.12,26.36,63.42,1.65,2.46
gin_forecariah,2002,2,5.8838,3.9502,2.6146,0.61,0.11,28.19,61.61,2.08,2.86
gin_forecariah,2002,3,6.2458,4.0699,2.6086,0.61,0.12,28.74,59.83,2.61,3.5
gin_forecariah,2002,4,6.2815,3.6696,2.8987,0.6,0.1,28.8,58.25,2.61,3.49
gin_forecariah,2002,5,6.0773,3.4706,2.8824,0.59,0.1,29.02,63.42,2.67,3.59
gin_forecariah,2002,6,4.787,2.2402,2.4862,0.47,0.11,26.2,83.24,2.33,3.27
gin_forecariah,2002,7,4.513,2.0916,2.298,0.44,0.13,25.2,88.97,2.35,3.38
gin_forecariah,2002,8,3.9048,1.5115,2.1569,0.38,0.12,24.59,90.88,2.55,3.7
gin_forecariah,2002,9,4.8166,2.255,2.4782,0.47,0.12,24.7,90.25,1.9,2.79
gin_forecariah,2002,10,5.1346,2.7816,2.5464,0.53,0.11,25.0,88.72,1.47,2.21
gin_forecariah,2002,11,5.3287,3.8957,2.3537,0.59,0.13,25.96,82.92,1.32,2.02
gin_forecariah,2002,12,5.1149,4.1374,2.0964,0.59,0.12,26.7,58.94,1.71,2.6
gin_forecariah,2003,1,4.9469,3.5654,2.1643,0.55,0.11,27.49,55.06,1.71,2.49
gin_forecariah,2003,2,6.1166,4.7806,2.3362,0.63,0.12,28.78,56.83,2.17,2.96
gin_forecariah,2003,3,6.2966,3.9624,2.8003,0.61,0.11,28.9,57.87,2.48,3.31
gin_forecariah,2003,4,6.3406,3.9278,2.8046,0.6,0.11,28.89,61.23,2.68,3.58
gin_forecariah,2003,5,5.6446,3.019,2.8418,0.54,0.1,28.86,68.02,2.57,3.47
gin_forecariah,2003,6,4.7525,2.118,2.4763,0.47,0.1,26.41,80.93,2.15,3.01
gin_forecariah,2003,7,3.7255,1.1621,2.2234,0.36,0.11,24.68,88.8,2.65,3.8
gin_forecariah,2003,8,3.7754,0.9756,2.2874,0.37,0.12,24.27,92.58,2.85,4.13
gin_forecariah,2003,9,4.7165,2.227,2.4072,0.46,0.12,24.77,90.54,2.07,3.04
gin_forecariah,2003,10,5.1091,2.8541,2.4857,0.52,0.11,25.44,89.69,1.47,2.2
gin_forecariah,2003,11,5.0638,3.4903,2.2409,0.56,0.12,25.6,83.84,1.18,1.84
gin_forecariah,2003,12,5.0038,3.804,2.1487,0.58,0.12,25.82,67.82,1.46,2.28
gin_forecariah,2004,1,5.3069,4.3574,2.0986,0.59,0.11,27.24,55.87,1.97,2.89
gin_forecariah,2004,2,5.5224,3.3113,2.6299,0.57,0.12,28.53,56.44,2.11,2.9
gin_forecariah,2004,3,5.8123,2.8142,2.9294,0.57,0.12,28.99,59.1,2.3,3.11
gin_forecariah,2004,4,6.1145,3.3499,3.0007,0.58,0.11,28.92,62.81,2.36,3.15
gin_forecariah,2004,5,5.1746,2.484,2.6784,0.5,0.12,28.13,71.12,2.3,3.12
gin_forecariah,2004,6,4.6634,1.7328,2.5879,0.46,0.11,26.23,82.35,2.1,2.95
gin_forecariah,2004,7,4.3334,1.8859,2.2714,0.42,0.12,24.44,90.39,2.49,3.6
gin_forecariah,2004,8,4.4071,1.8816,2.3285,0.43,0.12,24.41,92.87,2.7,3.93
gin_forecariah,2004,9,5.393,3.0864,2.5334,0.53,0.12,24.95,90.53,1.78,2.62
gin_forecariah,2004,10,5.4065,3.4236,2.453,0.55,0.11,25.46,89.17,1.31,1.98
gin_forecariah,2004,11,5.4922,4.501,2.1806,0.61,0.11,25.4,85.61,1.12,1.76
gin_forecariah,2004,12,5.0846,4.272,2.0515,0.59,0.12,25.76,79.06,1.22,1.94
gin_forecariah,2005,1,5.1564,3.5158,2.365,0.58,0.11,25.55,57.83,1.69,2.59
gin_forecariah,2005,2,5.5543,3.6977,2.4924,0.58,0.12,28.81,61.29,1.95,2.7
gin_forecariah,2005,3,6.3533,4.392,2.6604,0.62,0.12,29.3,62.75,2.37,3.17
gin_forecariah,2005,4,5.9832,3.1942,2.969,0.57,0.11,29.39,64.95,2.57,3.44
gin_forecariah,2005,5,5.3976,2.7473,2.7502,0.52,0.11,27.73,75.9,1.86,2.59
gin_forecariah,2005,6,4.2137,1.6397,2.3146,0.41,0.11,25.39,89.56,2.13,3.07
gin_forecariah,2005,7,4.5113,2.1631,2.2963,0.44,0.11,24.6,91.71,2.5,3.64
gin_forecariah,2005,8,3.8345,1.2134,2.2298,0.37,0.12,24.25,92.73,2.71,3.94
gin_forecariah,2005,9,5.1905,2.796,2.5051,0.51,0.12,25.13,91.06,2.04,3.0
gin_forecariah,2005,10,5.2711,3.0065,2.5526,0.54,0.11,25.24,89.87,1.36,2.06
gin_forecariah,2005,11,5.2188,3.815,2.2961,0.58,0.12,25.63,85.35,1.15,1.84
gin_forecariah,2005,12,5.269,4.8262,1.8622,0.61,0.11,25.01,79.08,1.31,2.1
gin_forecariah,2006,1,5.4768,4.6488,2.0863,0.61,0.1,26.5,69.44,1.59,2.37
gin_forecariah,2006,2,5.9278,5.051,2.0328,0.61,0.12,28.16,62.1,2.07,2.86
gin_forecariah,2006,3,6.1723,4.0236,2.6599,0.6,0.12,28.89,60.99,2.37,3.17
gin_forecariah,2006,4,6.1846,3.7318,2.8037,0.59,0.1,28.37,66.13,2.36,3.17
gin_forecariah,2006,5,5.6638,3.2544,2.7156,0.55,0.11,27.91,70.5,2.21,3.02
gin_forecariah,2006,6,4.5761,1.765,2.5373,0.45,0.1,26.16,83.59,1.81,2.58
gin_forecariah,2006,7,4.5384,1.9922,2.4113,0.44,0.11,25.1,89.44,2.31,3.33
gin_forecariah,2006,8,3.9029,1.386,2.1718,0.38,0.12,24.37,92.52,3.05,4.41
gin_forecariah,2006,9,5.041,2.5166,2.5512,0.49,0.12,24.68,90.91,2.06,3.04
gin_forecariah,2006,10,5.2066,3.0866,2.4905,0.53,0.11,25.47,90.14,1.41,2.11
gin_forecariah,2006,11,5.5618,4.8372,2.0729,0.61,0.12,25.38,82.58,1.14,1.83
gin_forecariah,2006,12,5.461,4.9805,1.9718,0.63,0.11,24.82,63.93,1.56,2.44
gin_forecariah,2007,1,5.3736,3.7198,2.513,0.6,0.11,25.95,52.7,1.86,2.79
gin_forecariah,2007,2,5.9983,4.7822,2.2294,0.62,0.12,28.23,61.86,2.04,2.84
gin_forecariah,2007,3,6.1639,3.6398,2.929,0.6,0.11,29.21,58.97,2.47,3.32
gin_forecariah,2007,4,6.1795,3.4594,2.9918,0.59,0.1,28.99,61.26,2.82,3.78
gin_forecariah,2007,5,5.4977,2.7298,2.8068,0.53,0.1,27.75,75.12,1.97,2.72
gin_forecariah,2007,6,4.7582,1.8994,2.605,0.47,0.11,26.13,84.06,2.14,3.04
gin_forecariah,2007,7,4.0255,1.4155,2.2673,0.39,0.12,24.73,90.46,2.54,3.68
gin_forecariah,2007,8,3.9173,1.391,2.2008,0.38,0.12,24.15,92.72,2.62,3.82
gin_forecariah,2007,9,4.7527,2.1696,2.4686,0.46,0.12,24.64,91.08,2.04,3.0
gin_forecariah,2007,10,5.3518,3.3326,2.4449,0.55,0.12,25.28,88.1,1.15,1.76
gin_forecariah,2007,11,5.2462,3.8484,2.2418,0.58,0.13,25.7,81.57,1.26,1.95
gin_forecariah,2007,12,5.4605,5.1226,1.8888,0.63,0.11,26.61,66.06,1.58,2.41
gin_forecariah,2008,1,5.7091,5.106,2.0662,0.64,0.11,26.73,51.03,1.79,2.64
gin_forecariah,2008,2,5.8008,3.8004,2.7262,0.6,0.09,28.63,60.54,2.05,2.81
gin_forecariah,2008,3,6.1618,3.7457,2.8589,0.6,0.12,28.9,61.63,2.51,3.36
gin_forecariah,2008,4,5.9263,2.8279,3.0876,0.57,0.1,29.11,61.97,2.54,3.39
gin_forecariah,2008,5,5.5709,2.8356,2.8046,0.54,0.11,27.76,73.11,2.11,2.9
gin_forecariah,2008,6,4.7239,1.9414,2.5709,0.46,0.1,26.16,83.59,1.88,2.7
gin_forecariah,2008,7,4.4818,1.8751,2.4286,0.44,0.11,24.63,90.89,2.35,3.41
gin_forecariah,2008,8,3.9955,1.3793,2.2654,0.39,0.12,24.3,92.06,2.53,3.68
gin_forecariah,2008,9,4.8031,2.1562,2.5483,0.47,0.12,24.93,91.16,1.9,2.82
gin_forecariah,2008,10,5.052,2.6393,2.5426,0.52,0.11,25.34,88.79,1.3,1.97
gin_forecariah,2008,11,5.4542,4.1558,2.3638,0.6,0.12,25.46,80.06,1.2,1.85
gin_forecariah,2008,12,5.225,4.416,2.1017,0.6,0.11,26.16,70.63,1.45,2.26
gin_forecariah,2009,1,5.3316,4.2696,2.119,0.6,0.11,26.41,51.51,1.77,2.63
gin_forecariah,2009,2,6.0804,4.8852,2.3314,0.63,0.11,28.16,57.56,2.01,2.77
gin_forecariah,2009,3,6.4781,4.6699,2.6057,0.63,0.11,29.16,55.46,2.53,3.36
gin_forecariah,2009,4,6.2731,3.5566,2.976,0.6,0.1,29.12,56.71,2.55,3.4
gin_forecariah,2009,5,5.8879,3.4759,2.7475,0.57,0.1,28.36,68.75,2.22,3.03
gin_forecariah,2009,6,4.9682,2.2037,2.6138,0.49,0.1,25.58,89.2,1.65,2.42
gin_forecariah,2009,7,4.3262,1.7594,2.3386,0.42,0.12,24.91,90.32,2.23,3.22
gin_forecariah,2009,8,3.7718,1.1762,2.1806,0.37,0.12,24.33,93.32,2.68,3.89
gin_forecariah,2009,9,4.4119,1.9339,2.3194,0.43,0.12,25.05,90.84,1.93,2.84
gin_forecariah,2009,10,5.2745,3.2438,2.4202,0.54,0.11,25.44,88.27,1.27,1.93
gin_forecariah,2009,11,4.9838,3.7963,2.071,0.55,0.12,24.92,82.45,1.21,1.87
gin_forecariah,2009,12,5.2291,4.4513,2.0378,0.6,0.11,24.97,68.67,1.37,2.16
gin_forecariah,2010,1,5.6167,4.9894,2.0002,0.63,0.11,26.72,61.09,1.52,2.27
gin_forecariah,2010,2,5.9083,4.4796,2.3222,0.61,0.11,29.2,58.13,2.01,2.78
gin_forecariah,2010,3,5.7391,3.2131,2.6902,0.56,0.11,29.59,61.58,2.27,3.03
gin_forecariah,2010,4,5.8013,2.689,3.1154,0.55,0.1,29.04,69.57,2.07,2.83
gin_forecariah,2010,5,5.1646,2.1869,2.7782,0.5,0.11,27.68,80.25,1.6,2.27
gin_forecariah,2010,6,4.9351,1.8946,2.7182,0.48,0.11,26.92,81.46,1.7,2.43
gin_forecariah,2010,7,4.1659,1.5401,2.3371,0.41,0.11,24.93,89.73,2.27,3.29
gin_forecariah,2010,8,4.0661,1.554,2.245,0.39,0.12,24.44,91.9,2.47,3.61
gin_forecariah,2010,9,4.7724,2.1583,2.4754,0.47,0.12,24.75,90.44,1.96,2.87
gin_forecariah,2010,10,5.0304,2.9515,2.3957,0.52,0.11,25.48,88.15,1.41,2.14
gin_forecariah,2010,11,5.5332,4.6238,2.1331,0.61,0.12,25.6,82.57,1.23,1.89
gin_forecariah,2010,12,4.8886,4.0116,1.9841,0.56,0.12,25.88,71.61,1.27,1.95
gin_forecariah,2011,1,5.2615,3.9725,2.257,0.59,0.11,26.62,56.45,1.73,2.54
gin_forecariah,2011,2,6.3922,5.7197,2.0688,0.66,0.11,29.17,52.07,2.12,2.96
gin_forecariah,2011,3,6.4042,4.6042,2.5423,0.62,0.12,29.69,56.62,2.42,3.22
gin_forecariah,2011,4,6.204,3.4826,3.0115,0.59,0.1,29.4,59.27,2.52,3.37
gin_forecariah,2011,5,5.4475,2.7708,2.7545,0.53,0.11,27.89,75.44,1.76,2.44
gin_forecariah,2011,6,4.5984,1.6577,2.6066,0.45,0.1,26.96,79.28,1.9,2.66
gin_forecariah,2011,7,4.2178,1.4676,2.3767,0.41,0.11,24.85,89.96,2.11,3.07
gin_forecariah,2011,8,4.2139,1.6087,2.3069,0.41,0.12,24.66,89.7,2.63,3.81
gin_forecariah,2011,9,4.823,2.4089,2.4434,0.47,0.12,25.01,89.9,1.73,2.56
gin_forecariah,2011,10,5.1739,2.7132,2.5927,0.53,0.11,25.65,87.78,1.34,2.05
gin_forecariah,2011,11,5.1972,3.8554,2.2452,0.57,0.12,26.19,81.36,1.02,1.61
gin_forecariah,2011,12,5.3141,4.4743,2.1281,0.61,0.1,26.03,56.06,1.48,2.25
gin_forecariah,2012,1,5.7478,5.0702,2.105,0.64,0.11,27.43,51.28,1.77,2.55
gin_forecariah,2012,2,5.412,3.3439,2.4768,0.56,0.11,27.37,55.03,2.15,2.98
gin_forecariah,2012,3,6.0787,3.055,3.2688,0.59,0.09,28.88,56.91,2.42,3.26
gin_forecariah,2012,4,6.2633,3.6494,2.9146,0.6,0.11,28.15,63.53,2.33,3.13
gin_forecariah,2012,5,5.5334,2.5934,2.887,0.53,0.11,26.68,81.06,1.73,2.45
gin_forecariah,2012,6,4.7203,1.9579,2.5027,0.46,0.11,25.19,89.7,1.7,2.49
gin_forecariah,2012,7,3.8666,1.4818,2.1367,0.38,0.11,24.28,92.73,2.65,3.84
gin_forecariah,2012,8,4.0495,1.4551,2.273,0.39,0.12,24.16,92.53,2.6,3.78
gin_forecariah,2012,9,4.853,2.5085,2.3827,0.47,0.12,24.49,91.03,2.04,3.01
gin_forecariah,2012,10,5.1053,2.9976,2.4091,0.52,0.11,25.19,89.04,1.36,2.05
gin_forecariah,2012,11,5.1168,3.9595,2.1497,0.56,0.12,25.61,87.91,1.01,1.57
gin_forecariah,2012,12,5.2454,4.7326,1.9104,0.6,0.11,23.67,71.76,1.56,2.47
gin_forecariah,2013,1,5.5457,4.77,2.0863,0.62,0.11,25.27,56.43,1.77,2.72
gin_forecariah,2013,2,6.2542,5.1084,2.2373,0.65,0.11,28.08,58.69,2.02,2.83
gin_forecariah,2013,3,6.6252,5.3158,2.3254,0.65,0.12,29.32,59.96,2.69,3.57
gin_forecariah,2013,4,6.6794,4.511,2.8114,0.64,0.1,29.04,58.73,2.6,3.48
gin_forecariah,2013,5,5.4631,2.9885,2.6532,0.53,0.11,27.54,76.99,1.99,2.76
gin_forecariah,2013,6,4.823,2.0878,2.5411,0.47,0.11,25.43,90.84,1.83,2.66
gin_forecariah,2013,7,4.2804,1.5888,2.4113,0.42,0.11,24.62,92.29,2.33,3.37
gin_forecariah,2013,8,3.6893,1.1333,2.1614,0.36,0.12,24.12,92.85,2.62,3.81
gin_forecariah,2013,9,4.5593,1.8583,2.4862,0.45,0.12,24.78,91.74,2.01,2.96
gin_forecariah,2013,10,5.2123,2.8603,2.5642,0.53,0.11,25.24,89.07,1.31,1.98
gin_forecariah,2013,11,5.3311,4.1803,2.1662,0.59,0.12,25.19,81.9,1.05,1.64
gin_forecariah,2013,12,5.3522,4.9764,1.8636,0.62,0.11,23.8,73.56,1.54,2.45
gin_forecariah,2014,1,5.6477,5.0206,2.022,0.63,0.1,26.78,62.98,1.63,2.4
gin_forecariah,2014,2,6.2179,4.981,2.339,0.64,0.11,28.05,55.69,2.0,2.81
gin_forecariah,2014,3,6.5633,4.5151,2.7756,0.64,0.11,28.13,56.06,2.55,3.44
gin_forecariah,2014,4,6.6163,4.5254,2.7506,0.63,0.11,28.49,63.21,2.46,3.32
gin_forecariah,2014,5,5.5654,2.9995,2.7106,0.54,0.11,27.55,74.52,2.04,2.82
gin_forecariah,2014,6,4.83,2.0023,2.5879,0.47,0.11,25.9,89.04,1.77,2.56
gin_forecariah,2014,7,4.6154,1.8751,2.4912,0.45,0.12,24.96,91.54,2.31,3.35
gin_forecariah,2014,8,3.936,1.3001,2.2913,0.38,0.12,24.19,92.08,2.34,3.42
gin_forecariah,2014,9,4.657,2.0873,2.4677,0.45,0.12,24.62,91.46,1.98,2.9
gin_forecariah,2014,10,5.0801,2.7331,2.5157,0.52,0.11,25.23,89.93,1.28,1.96
gin_forecariah,2014,11,4.9157,3.2333,2.3083,0.54,0.12,25.67,85.39,0.97,1.53
gin_forecariah,2014,12,5.0431,4.1186,2.0726,0.58,0.12,24.06,72.09,1.45,2.29
gin_forecariah,2015,1,5.3189,3.7654,2.3827,0.59,0.11,25.42,60.46,1.72,2.61
gin_forecariah,2015,2,6.1601,5.244,2.1622,0.64,0.11,28.1,58.22,2.15,2.96
gin_forecariah,2015,3,6.2767,3.906,2.8987,0.61,0.1,28.98,53.13,2.43,3.28
gin_forecariah,2015,4,5.9878,2.9702,3.1001,0.57,0.1,28.98,61.48,2.53,3.38
gin_forecariah,2015,5,5.76,2.9921,2.8054,0.56,0.1,27.13,80.02,1.81,2.54
gin_forecariah,2015,6,4.6723,1.5454,2.6777,0.46,0.11,25.39,90.69,1.71,2.52
gin_forecariah,2015,7,4.189,1.7328,2.2714,0.41,0.12,24.62,92.36,2.37,3.45
gin_forecariah,2015,8,4.2166,1.5838,2.3218,0.41,0.12,24.71,92.28,2.47,3.61
gin_forecariah,2015,9,4.7482,2.1773,2.4689,0.46,0.12,24.91,91.46,2.08,3.03
gin_forecariah,2015,10,5.2594,2.9246,2.604,0.54,0.11,25.66,89.35,1.4,2.1
gin_forecariah,2015,11,5.3285,4.0685,2.2198,0.59,0.12,25.46,81.91,1.22,1.88
gin_forecariah,2015,12,4.7443,3.0725,2.2776,0.55,0.11,23.42,65.28,1.8,2.83
gin_forecariah,2016,1,4.848,3.6602,2.0738,0.54,0.1,26.2,56.46,1.94,2.89
gin_forecariah,2016,2,5.7506,3.4632,2.8368,0.6,0.09,27.9,52.77,1.96,2.81
gin_forecariah,2016,3,6.6876,5.3033,2.3813,0.65,0.11,29.87,56.35,2.51,3.35
gin_forecariah,2016,4,6.666,4.7815,2.628,0.64,0.09,29.58,59.27,2.5,3.35
gin_forecariah,2016,5,6.1236,3.9629,2.6287,0.59,0.11,27.86,72.31,2.22,3.03
gin_forecariah,2016,6,4.7153,2.0506,2.5049,0.46,0.11,25.66,88.91,1.87,2.7
gin_forecariah,2016,7,3.7109,1.1537,2.19,0.36,0.11,24.54,92.82,2.33,3.39
gin_forecariah,2016,8,3.9262,1.2718,2.2282,0.38,0.12,24.59,92.48,2.19,3.2
gin_forecariah,2016,9,4.5377,1.7767,2.4797,0.44,0.12,24.84,90.82,1.9,2.81
gin_forecariah,2016,10,5.5642,3.5453,2.5339,0.57,0.11,25.76,89.26,1.2,1.85
gin_forecariah,2016,11,5.1238,3.6053,2.2678,0.57,0.12,25.47,83.31,1.18,1.84
gin_forecariah,2016,12,5.0719,3.9329,2.1982,0.58,0.1,24.88,70.52,1.48,2.31
gin_forecariah,2017,1,5.8243,5.7062,1.8226,0.65,0.11,26.91,61.14,1.71,2.52
gin_forecariah,2017,2,5.9998,4.495,2.4797,0.62,0.11,28.28,56.55,2.23,3.09
gin_forecariah,2017,3,6.349,4.5022,2.5428,0.62,0.11,28.93,58.77,2.55,3.41
gin_forecariah,2017,4,6.325,3.6238,3.0168,0.6,0.1,29.32,62.97,2.51,3.36
gin_forecariah,2017,5,5.473,2.6983,2.7924,0.53,0.11,27.66,78.85,1.87,2.61
gin_forecariah,2017,6,4.5079,1.801,2.4413,0.44,0.1,25.65,90.52,1.75,2.56
gin_forecariah,2017,7,4.1938,1.631,2.2817,0.41,0.12,24.69,91.91,2.39,3.47
gin_forecariah,2017,8,4.2398,1.6354,2.3107,0.41,0.12,24.74,92.03,2.52,3.67
gin_forecariah,2017,9,4.9339,2.3179,2.5217,0.48,0.12,25.27,90.86,1.84,2.72
gin_forecariah,2017,10,5.454,3.371,2.5351,0.56,0.12,25.75,88.34,1.14,1.75
gin_forecariah,2017,11,4.9726,3.108,2.3959,0.55,0.11,25.42,85.15,1.04,1.64
gin_forecariah,2017,12,5.3119,4.4746,2.1439,0.61,0.11,24.26,72.17,1.41,2.24
gin_forecariah,2018,1,5.4955,4.3718,2.2615,0.61,0.1,25.12,60.74,1.65,2.55
gin_forecariah,2018,2,5.8822,4.3495,2.4569,0.61,0.1,27.61,58.0,2.17,3.02
gin_forecariah,2018,3,6.3583,4.6361,2.4523,0.62,0.12,28.42,61.8,2.45,3.27
gin_forecariah,2018,4,6.4236,4.0231,2.8058,0.61,0.1,28.85,59.94,2.68,3.59
gin_forecariah,2018,5,6.0468,3.732,2.7446,0.58,0.11,28.64,62.08,2.68,3.6
gin_forecariah,2018,6,4.4467,1.5386,2.5435,0.44,0.1,25.58,88.99,1.8,2.6
gin_forecariah,2018,7,3.9974,1.4882,2.219,0.39,0.11,24.55,91.9,2.46,3.57
gin_forecariah,2018,8,4.1398,1.6889,2.2562,0.4,0.12,24.07,91.96,2.38,3.47
gin_forecariah,2018,9,4.7069,1.903,2.5762,0.46,0.12,24.66,91.04,1.93,2.87
gin_forecariah,2018,10,5.3208,3.1644,2.489,0.55,0.11,25.53,88.72,1.22,1.87
gin_forecariah,2018,11,5.1986,3.8088,2.2651,0.57,0.13,25.3,83.51,1.12,1.76
gin_forecariah,2018,12,5.7211,5.9002,1.681,0.66,0.11,24.19,72.27,1.38,2.18
gin_forecariah,2019,1,5.5546,4.8331,2.0165,0.62,0.1,25.81,62.55,1.57,2.4
gin_forecariah,2019,2,6.145,4.8379,2.3275,0.64,0.1,28.23,56.11,1.96,2.77
gin_forecariah,2019,3,6.4154,4.3385,2.7391,0.63,0.1,29.05,55.76,2.23,3.03
gin_forecariah,2019,4,6.3067,4.1705,2.6304,0.6,0.11,29.5,58.53,2.76,3.69
gin_forecariah,2019,5,6.065,3.8045,2.6779,0.59,0.11,29.08,65.1,2.63,3.54
gin_forecariah,2019,6,4.7921,2.1324,2.5404,0.47,0.1,27.29,80.1,2.21,3.08
gin_forecariah,2019,7,4.0488,1.4954,2.2709,0.4,0.11,24.94,91.66,2.45,3.54
gin_forecariah,2019,8,3.8407,1.4129,2.1271,0.37,0.13,24.4,92.76,2.68,3.91
gin_forecariah,2019,9,4.8408,2.0335,2.6098,0.47,0.12,25.07,90.15,1.66,2.47
gin_forecariah,2019,10,5.2008,3.0466,2.4977,0.53,0.12,25.58,89.5,1.38,2.08
gin_forecariah,2019,11,5.3909,4.4026,2.1523,0.59,0.12,25.44,84.62,1.19,1.86
gin_forecariah,2019,12,5.7559,5.9945,1.6867,0.66,0.11,24.74,73.52,1.29,2.05
gin_forecariah,2020,1,5.2951,3.8786,2.329,0.59,0.1,25.65,60.41,1.73,2.67
gin_forecariah,2020,2,5.9914,4.453,2.448,0.62,0.11,28.1,57.77,2.0,2.85
gin_forecariah,2020,3,6.5153,4.8526,2.5044,0.63,0.11,29.76,59.02,2.45,3.28
