localite,date,ghi,dni
gin_kankan,2023-05-27,5.1019,2.0324
gin_kankan,2023-05-28,4.6556,1.6624
gin_kankan,2023-05-29,6.5905,4.6963
gin_kankan,2023-05-30,6.2979,4.106
gin_kankan,2023-05-31,2.9273,1.7027
gin_kankan,2023-06-01,5.3651,1.7428
gin_kankan,2023-06-02,6.4213,4.1352
gin_kankan,2023-06-03,5.2397,2.3827
gin_kankan,2023-06-04,6.198,3.914
gin_kankan,2023-06-05,2.2201,0.2849
gin_kankan,2023-06-06,7.0576,6.3577
gin_kankan,2023-06-07,5.081,1.5647
gin_kankan,2023-06-08,5.0441,2.5388
gin_kankan,2023-06-09,5.9824,4.8465
gin_kankan,2023-06-10,5.2373,3.0739
gin_kankan,2023-06-11,4.8141,1.3102
gin_kankan,2023-06-12,4.5323,1.5397
gin_kankan,2023-06-13,4.3788,2.5963
gin_kankan,2023-06-14,5.5696,3.1806
gin_kankan,2023-06-15,3.8799,1.0951
gin_kankan,2023-06-16,5.2149,2.4367
gin_kankan,2023-06-17,4.4448,2.6073
gin_kankan,2023-06-18,6.5373,5.7044
gin_kankan,2023-06-19,6.1681,4.1531
gin_kankan,2023-06-20,0.9888,0.0246
gin_kankan,2023-06-21,5.9448,3.0205
gin_kankan,2023-06-22,2.828,1.2579
gin_kankan,2023-06-23,5.6441,2.8583
gin_kankan,2023-06-24,4.7501,1.929
gin_kankan,2023-06-25,5.3355,2.8327
gin_kankan,2023-06-26,5.8948,3.9117
gin_kankan,2023-06-27,4.9686,2.9373
gin_kankan,2023-06-28,1.8345,0.0849
gin_kankan,2023-06-29,6.6908,5.5962
gin_kankan,2023-06-30,5.1763,4.004
gin_kankan,2023-07-01,5.9291,4.5824
gin_kankan,2023-07-02,5.1904,2.9501
gin_kankan,2023-07-03,4.6528,1.7542
gin_kankan,2023-07-04,6.6167,5.59
gin_kankan,2023-07-05,6.8593,5.9376
gin_kankan,2023-07-06,5.2155,1.8657
gin_kankan,2023-07-07,5.6349,3.2207
gin_kankan,2023-07-08,3.7277,1.5779
gin_kankan,2023-07-09,6.492,4.0629
gin_kankan,2023-07-10,7.0973,5.8636
gin_kankan,2023-07-11,4.3172,1.3981
gin_kankan,2023-07-12,5.303,3.0572
gin_kankan,2023-07-13,5.7074,3.8392
gin_kankan,2023-07-14,3.4541,0.8069
gin_kankan,2023-07-15,6.3428,5.1293
gin_kankan,2023-07-16,4.4882,2.5602
gin_kankan,2023-07-17,6.0834,3.58
gin_kankan,2023-07-18,4.8257,0.9788
gin_kankan,2023-07-19,4.5131,2.4296
gin_kankan,2023-07-20,5.8665,3.1847
gin_kankan,2023-07-21,6.447,4.8983
gin_kankan,2023-07-22,4.5474,1.6984
gin_kankan,2023-07-23,3.6788,1.7906
gin_kankan,2023-07-24,5.1293,2.9394
gin_kankan,2023-07-25,5.4082,3.1194
gin_kankan,2023-07-26,6.0534,4.219
gin_kankan,2023-07-27,5.3192,3.0529
gin_kankan,2023-07-28,3.9486,0.6907
gin_kankan,2023-07-29,4.5417,1.4957
gin_kankan,2023-07-30,5.1993,2.1586
gin_kankan,2023-07-31,4.247,1.0931
gin_kankan,2023-08-01,6.0131,3.1952
gin_kankan,2023-08-02,3.3827,0.2247
gin_kankan,2023-08-03,4.822,1.7853
gin_kankan,2023-08-04,7.0887,5.7465
gin_kankan,2023-08-05,3.973,1.9042
gin_kankan,2023-08-06,3.5256,0.6467
gin_kankan,2023-08-07,1.9754,0.0127
gin_kankan,2023-08-08,4.7986,1.9709
gin_kankan,2023-08-09,4.4799,2.5794
gin_kankan,2023-08-10,4.2131,0.8703
gin_kankan,2023-08-11,4.5535,2.1019
gin_kankan,2023-08-12,4.7651,2.6938
gin_kankan,2023-08-13,4.0993,0.7397
gin_kankan,2023-08-14,4.4014,1.5253
gin_kankan,2023-08-15,3.9879,0.5602
gin_kankan,2023-08-16,4.57,1.1515
gin_kankan,2023-08-17,5.8887,3.8023
gin_kankan,2023-08-18,2.1384,0.2944
gin_kankan,2023-08-19,4.9596,2.2709
gin_kankan,2023-08-20,4.2196,0.9777
gin_kankan,2023-08-21,4.4007,1.471
gin_kankan,2023-08-22,4.5167,1.7509
gin_kankan,2023-08-23,5.7881,4.0834
gin_kankan,2023-08-24,4.8476,1.9369
gin_kankan,2023-08-25,6.4695,4.6838
gin_kankan,2023-08-26,6.7334,4.6223
gin_kankan,2023-08-27,4.8676,0.8321
gin_kankan,2023-08-28,6.4668,5.16
gin_kankan,2023-08-29,4.1502,1.0934
gin_kankan,2023-08-30,5.9035,3.6283
gin_kankan,2023-08-31,3.9673,1.3521
gin_kankan,2023-09-01,6.4946,4.3091
gin_kankan,2023-09-02,6.581,5.0324
gin_kankan,2023-09-03,3.1741,0.3143
gin_kankan,2023-09-04,4.4172,1.6187
gin_kankan,2023-09-05,5.9889,4.1092
gin_kankan,2023-09-06,5.22,2.9291
gin_kankan,2023-09-07,4.5831,1.7844
gin_kankan,2023-09-08,6.534,5.8456
gin_kankan,2023-09-09,3.8156,0.4219
gin_kankan,2023-09-10,4.3145,1.7669
gin_kankan,2023-09-11,6.9752,6.1028
gin_kankan,2023-09-12,5.1499,3.42
gin_kankan,2023-09-13,5.1822,1.9426
gin_kankan,2023-09-14,2.669,0.0198
gin_kankan,2023-09-15,5.929,2.8198
gin_kankan,2023-09-16,3.7526,0.5072
gin_kankan,2023-09-17,5.3898,3.5202
gin_kankan,2023-09-18,5.6739,3.9711
gin_kankan,2023-09-19,4.1426,2.0506
gin_kankan,2023-09-20,3.3489,1.1763
gin_kankan,2023-09-21,6.0732,5.0002
gin_kankan,2023-09-22,3.5606,2.4831
gin_kankan,2023-09-23,6.0958,4.5568
gin_kankan,2023-09-24,6.0898,3.2658
gin_kankan,2023-09-25,6.8887,6.888
gin_kankan,2023-09-26,6.5475,6.4264
gin_kankan,2023-09-27,6.3743,6.1854
gin_kankan,2023-09-28,6.7291,6.6059
gin_kankan,2023-09-29,6.5963,5.8487
gin_kankan,2023-09-30,6.5695,6.1062
gin_kankan,2023-10-01,6.4914,5.1739
gin_kankan,2023-10-02,4.6261,1.3854
gin_kankan,2023-10-03,5.5178,3.3274
gin_kankan,2023-10-04,5.0374,2.113
gin_kankan,2023-10-05,3.2964,0.6865
gin_kankan,2023-10-06,2.4777,1.0859
gin_kankan,2023-10-07,5.8818,2.9251
gin_kankan,2023-10-08,5.8263,2.8001
gin_kankan,2023-10-09,5.0294,2.1435
gin_kankan,2023-10-10,3.6818,0.4313
gin_kankan,2023-10-11,6.2127,4.5203
gin_kankan,2023-10-12,5.3962,3.1405
gin_kankan,2023-10-13,4.8718,2.2304
gin_kankan,2023-10-14,5.4751,3.9806
gin_kankan,2023-10-15,4.1032,0.5252
gin_kankan,2023-10-16,6.1429,4.2548
gin_kankan,2023-10-17,4.7328,2.6323
