localite,annee,mois,ghi
gin_telimele,2021,1,6.0781
gin_telimele,2021,2,6.3321
gin_telimele,2021,3,7.0042
gin_telimele,2021,4,7.129
gin_telimele,2021,5,6.2932
gin_telimele,2021,6,5.409
gin_telimele,2021,7,5.0413
gin_telimele,2021,8,4.6184
gin_telimele,2021,9,5.32
gin_telimele,2021,10,5.0219
gin_telimele,2021,11,5.7113
gin_telimele,2021,12,5.5074
gin_telimele,2022,1,5.9916
gin_telimele,2022,2,6.7118
gin_telimele,2022,3,7.0352
gin_telimele,2022,4,7.1983
gin_telimele,2022,5,6.0152
gin_telimele,2022,6,5.4513
gin_telimele,2022,7,4.4452
gin_telimele,2022,8,4.6735
gin_telimele,2022,9,5.068
gin_telimele,2022,10,5.3639
gin_telimele,2022,11,5.6417
gin_telimele,2022,12,5.6168
gin_telimele,2023,1,6.2197
gin_telimele,2023,2,6.3886
gin_telimele,2023,3,6.9545
gin_telimele,2023,4,7.12
gin_telimele,2023,5,5.679
gin_telimele,2023,6,5.2257
gin_telimele,2023,7,5.1829
gin_telimele,2023,8,4.8903
gin_telimele,2023,9,5.2193
gin_telimele,2023,10,5.1013
gin_telimele,2023,11,5.765
gin_telimele,2023,12,5.7426
gin_tougue,2021,1,6.1671
gin_tougue,2021,2,6.4721
gin_tougue,2021,3,7.0745
gin_tougue,2021,4,7.0047
gin_tougue,2021,5,6.3471
gin_tougue,2021,6,5.7723
gin_tougue,2021,7,5.4471
gin_tougue,2021,8,5.1468
gin_tougue,2021,9,5.6463
gin_tougue,2021,10,5.4923
gin_tougue,2021,11,5.8463
gin_tougue,2021,12,5.62
gin_tougue,2022,1,6.0652
gin_tougue,2022,2,6.7707
gin_tougue,2022,3,7.0606
gin_tougue,2022,4,7.256
gin_tougue,2022,5,6.3765
gin_tougue,2022,6,5.702
gin_tougue,2022,7,5.0394
gin_tougue,2022,8,5.109
gin_tougue,2022,9,5.2783
gin_tougue,2022,10,5.4916
gin_tougue,2022,11,5.7353
gin_tougue,2022,12,5.511
gin_tougue,2023,1,6.2461
gin_tougue,2023,2,6.475
gin_tougue,2023,3,7.0261
gin_tougue,2023,4,7.2933
gin_tougue,2023,5,5.7497
gin_tougue,2023,6,5.7703
gin_tougue,2023,7,5.5842
gin_tougue,2023,8,5.2
gin_tougue,2023,9,5.8167
gin_tougue,2023,10,5.3677
gin_tougue,2023,11,5.948
gin_tougue,2023,12,5.8342
gin_yomou,2021,1,5.8161
gin_yomou,2021,2,5.5907
gin_yomou,2021,3,5.9423
gin_yomou,2021,4,5.9453
gin_yomou,2021,5,5.5406
gin_yomou,2021,6,5.123
gin_yomou,2021,7,4.0881
gin_yomou,2021,8,5.0784
gin_yomou,2021,9,5.2457
gin_yomou,2021,10,5.4216
gin_yomou,2021,11,5.4837
gin_yomou,2021,12,5.7416
gin_yomou,2022,1,6.1719
gin_yomou,2022,2,6.3004
gin_yomou,2022,3,6.1416
gin_yomou,2022,4,6.0067
gin_yomou,2022,5,5.3752
gin_yomou,2022,6,5.014
gin_yomou,2022,7,4.0265
gin_yomou,2022,8,4.2971
gin_yomou,2022,9,5.082
gin_yomou,2022,10,5.2868
gin_yomou,2022,11,5.6513
gin_yomou,2022,12,5.5352
gin_yomou,2023,1,6.1887
gin_yomou,2023,2,6.2104
gin_yomou,2023,3,6.1477
gin_yomou,2023,4,6.2157
gin_yomou,2023,5,5.5426
gin_yomou,2023,6,4.2493
gin_yomou,2023,7,4.4387
gin_yomou,2023,8,5.0348
gin_yomou,2023,9,5.4757
gin_yomou,2023,10,5.0532
gin_yomou,2023,11,5.3803
gin_yomou,2023,12,5.9129
